dataset,count_type,gene,sgRNA,group,sample_id,read_count
CRISPR.RT112,raw,TRIM42,TRIM42-4,T0,T0_2,3907
CRISPR.RT112,raw,TRIM42,TRIM42-5,T0,T0_2,4685
CRISPR.RT112,raw,TRIM42,TRIM42-6,T0,T0_2,3551
CRISPR.RT112,raw,TRIM42,TRIM42-9,T0,T0_2,4287
CRISPR.RT112,raw,VN1R2,VN1R2-10,T0,T0_2,3762
CRISPR.RT112,raw,VN1R2,VN1R2-2,T0,T0_2,5013
CRISPR.RT112,raw,VN1R2,VN1R2-4,T0,T0_2,6440
CRISPR.RT112,raw,VN1R2,VN1R2-6,T0,T0_2,5325
CRISPR.RT112,raw,VN1R2,VN1R2-8,T0,T0_2,5759
CRISPR.RT112,raw,VN1R2,VN1R2-9,T0,T0_2,5253
CRISPR.RT112,raw,RPS19,RPS19-10,T0,T0_3,9406
CRISPR.RT112,raw,NUP93,NUP93-4,T0,T0_3,8363
CRISPR.RT112,raw,PSMD11,PSMD11-2,T0,T0_3,9384
CRISPR.RT112,raw,RPS3A,RPS3A-3,T0,T0_3,8779
CRISPR.RT112,raw,PSMB3,PSMB3-3,T0,T0_3,6871
CRISPR.RT112,raw,POLR2A,POLR2A-5,T0,T0_3,7259
CRISPR.RT112,raw,RPS8,RPS8-8,T0,T0_3,6775
CRISPR.RT112,raw,RPL36,RPL36-3,T0,T0_3,5498
CRISPR.RT112,raw,RPS13,RPS13-4,T0,T0_3,5131
CRISPR.RT112,raw,RPS11,RPS11-2,T0,T0_3,8835
CRISPR.RT112,raw,NUP93,NUP93-7,T0,T0_3,7332
CRISPR.RT112,raw,PSMC1,PSMC1-10,T0,T0_3,6249
CRISPR.RT112,raw,RPS9,RPS9-10,T0,T0_3,6057
CRISPR.RT112,raw,COPB1,COPB1-3,T0,T0_3,5975
CRISPR.RT112,raw,PSMC1,PSMC1-6,T0,T0_3,7245
CRISPR.RT112,raw,PSMC1,PSMC1-9,T0,T0_3,7090
CRISPR.RT112,raw,RPL5,RPL5-6,T0,T0_3,6755
CRISPR.RT112,raw,RPL11,RPL11-2,T0,T0_3,6055
CRISPR.RT112,raw,PSMB2,PSMB2-1,T0,T0_3,5711
CRISPR.RT112,raw,RPS11,RPS11-10,T0,T0_3,5302
CRISPR.RT112,raw,PSMB2,PSMB2-13,T0,T0_3,5610
CRISPR.RT112,raw,NUP93,NUP93-1,T0,T0_3,6681
CRISPR.RT112,raw,COPZ1,COPZ1-18,T0,T0_3,7575
CRISPR.RT112,raw,RPS8,RPS8-7,T0,T0_3,5278
CRISPR.RT112,raw,PSMC1,PSMC1-8,T0,T0_3,6757
CRISPR.RT112,raw,PSMD6,PSMD6-7,T0,T0_3,5503
CRISPR.RT112,raw,COPA,COPA-8,T0,T0_3,5168
CRISPR.RT112,raw,RPL18A,RPL18A-6,T0,T0_3,5266
CRISPR.RT112,raw,RPL5,RPL5-5,T0,T0_3,6108
CRISPR.RT112,raw,POLR2F,POLR2F-2,T0,T0_3,6322
CRISPR.RT112,raw,PSMB3,PSMB3-9,T0,T0_3,5302
CRISPR.RT112,raw,POLR2D,POLR2D-9,T0,T0_3,4639
CRISPR.RT112,raw,PSMB2,PSMB2-2,T0,T0_3,4234
CRISPR.RT112,raw,PSMA3,PSMA3-6,T0,T0_3,5266
CRISPR.RT112,raw,RPL34,RPL34-1,T0,T0_3,5091
CRISPR.RT112,raw,PSMB2,PSMB2-10,T0,T0_3,5093
CRISPR.RT112,raw,RPS24,RPS24-7,T0,T0_3,6849
CRISPR.RT112,raw,NUP93,NUP93-2,T0,T0_3,4368
CRISPR.RT112,raw,PSMC4,PSMC4-5,T0,T0_3,9956
CRISPR.RT112,raw,RPL27,RPL27-10,T0,T0_3,4388
CRISPR.RT112,raw,RPL36,RPL36-1,T0,T0_3,4630
CRISPR.RT112,raw,RPL9,RPL9-3,T0,T0_3,5216
CRISPR.RT112,raw,RPS19,RPS19-2,T0,T0_3,5303
CRISPR.RT112,raw,PSMC2,PSMC2-14,T0,T0_3,6011
CRISPR.RT112,raw,NUP54,NUP54-18,T0,T0_3,4444
CRISPR.RT112,raw,PSMB2,PSMB2-12,T0,T0_3,3695
CRISPR.RT112,raw,COPS4,COPS4-9,T0,T0_3,6871
CRISPR.RT112,raw,RPS11,RPS11-1,T0,T0_3,4398
CRISPR.RT112,raw,POLR2F,POLR2F-1,T0,T0_3,8730
CRISPR.RT112,raw,NUP133,NUP133-7,T0,T0_3,4750
CRISPR.RT112,raw,RPL11,RPL11-8,T0,T0_3,3454
CRISPR.RT112,raw,PSMB2,PSMB2-3,T0,T0_3,4369
CRISPR.RT112,raw,RPL35A,RPL35A-5,T0,T0_3,5313
CRISPR.RT112,raw,RPS13,RPS13-9,T0,T0_3,4492
CRISPR.RT112,raw,PSMD6,PSMD6-18,T0,T0_3,5084
CRISPR.RT112,raw,PSMD6,PSMD6-4,T0,T0_3,5261
CRISPR.RT112,raw,RPL35A,RPL35A-4,T0,T0_3,3665
CRISPR.RT112,raw,RPS19,RPS19-8,T0,T0_3,5271
CRISPR.RT112,raw,POLR2D,POLR2D-2,T0,T0_3,4723
CRISPR.RT112,raw,RPS13,RPS13-8,T0,T0_3,5148
CRISPR.RT112,raw,COPZ1,COPZ1-17,T0,T0_3,7840
CRISPR.RT112,raw,RPS8,RPS8-4,T0,T0_3,3760
CRISPR.RT112,raw,RPL35A,RPL35A-1,T0,T0_3,3729
CRISPR.RT112,raw,PSMD11,PSMD11-5,T0,T0_3,3757
CRISPR.RT112,raw,RPL18A,RPL18A-8,T0,T0_3,4599
CRISPR.RT112,raw,PSMD11,PSMD11-9,T0,T0_3,5743
CRISPR.RT112,raw,POLR2A,POLR2A-2,T0,T0_3,3570
CRISPR.RT112,raw,POLR2D,POLR2D-4,T0,T0_3,5871
CRISPR.RT112,raw,COPS4,COPS4-6,T0,T0_3,5916
CRISPR.RT112,raw,RPL34,RPL34-5,T0,T0_3,3957
CRISPR.RT112,raw,RPL11,RPL11-7,T0,T0_3,6468
CRISPR.RT112,raw,NUP54,NUP54-19,T0,T0_3,4848
CRISPR.RT112,raw,RPL9,RPL9-7,T0,T0_3,3748
CRISPR.RT112,raw,RPL3,RPL3-11,T0,T0_3,5082
CRISPR.RT112,raw,RPS3A,RPS3A-1,T0,T0_3,3919
CRISPR.RT112,raw,RPS24,RPS24-5,T0,T0_3,4454
CRISPR.RT112,raw,COPZ1,COPZ1-11,T0,T0_3,4722
CRISPR.RT112,raw,RPL30,RPL30-8,T0,T0_3,4246
CRISPR.RT112,raw,POLA1,POLA1-3,T0,T0_3,3416
CRISPR.RT112,raw,RPL36,RPL36-5,T0,T0_3,5547
CRISPR.RT112,raw,RPS19,RPS19-3,T0,T0_3,2905
CRISPR.RT112,raw,RPL18A,RPL18A-7,T0,T0_3,3796
CRISPR.RT112,raw,RPL11,RPL11-9,T0,T0_3,3410
CRISPR.RT112,raw,COPB1,COPB1-6,T0,T0_3,6573
CRISPR.RT112,raw,NUP93,NUP93-10,T0,T0_3,3439
CRISPR.RT112,raw,RPL9,RPL9-6,T0,T0_3,3047
CRISPR.RT112,raw,PSMC1,PSMC1-4,T0,T0_3,4682
CRISPR.RT112,raw,RPS13,RPS13-2,T0,T0_3,4752
CRISPR.RT112,raw,RPS9,RPS9-8,T0,T0_3,3570
CRISPR.RT112,raw,NUP98,NUP98-12,T0,T0_3,4744
CRISPR.RT112,raw,COPS2,COPS2-4,T0,T0_3,6220
CRISPR.RT112,raw,COPS4,COPS4-4,T0,T0_3,4752
CRISPR.RT112,raw,PSMC2,PSMC2-2,T0,T0_3,4063
CRISPR.RT112,raw,RPS8,RPS8-5,T0,T0_3,4183
CRISPR.RT112,raw,COPS4,COPS4-7,T0,T0_3,3306
CRISPR.RT112,raw,RPL6,RPL6-2,T0,T0_3,10724
CRISPR.RT112,raw,POLR2F,POLR2F-9,T0,T0_3,5106
CRISPR.RT112,raw,RPS9,RPS9-4,T0,T0_3,3181
CRISPR.RT112,raw,RPS13,RPS13-7,T0,T0_3,3068
CRISPR.RT112,raw,RPS13,RPS13-6,T0,T0_3,5072
CRISPR.RT112,raw,PSMD7,PSMD7-5,T0,T0_3,5114
CRISPR.RT112,raw,PSMC2,PSMC2-11,T0,T0_3,5070
CRISPR.RT112,raw,PSMC4,PSMC4-2,T0,T0_3,4424
CRISPR.RT112,raw,PSMC4,PSMC4-3,T0,T0_3,3536
CRISPR.RT112,raw,PSMB2,PSMB2-5,T0,T0_3,4095
CRISPR.RT112,raw,PSMB2,PSMB2-18,T0,T0_3,3893
CRISPR.RT112,raw,POLA1,POLA1-5,T0,T0_3,5431
CRISPR.RT112,raw,PSMD6,PSMD6-1,T0,T0_3,3951
CRISPR.RT112,raw,RPL30,RPL30-1,T0,T0_3,3049
CRISPR.RT112,raw,PSMB2,PSMB2-4,T0,T0_3,2963
CRISPR.RT112,raw,POLR2F,POLR2F-3,T0,T0_3,3774
CRISPR.RT112,raw,PSMD7,PSMD7-7,T0,T0_3,2870
CRISPR.RT112,raw,PSMC2,PSMC2-7,T0,T0_3,3885
CRISPR.RT112,raw,RPL27,RPL27-2,T0,T0_3,3632
CRISPR.RT112,raw,POLR2F,POLR2F-5,T0,T0_3,4105
CRISPR.RT112,raw,RPS13,RPS13-5,T0,T0_3,4515
CRISPR.RT112,raw,RPS9,RPS9-2,T0,T0_3,2954
CRISPR.RT112,raw,COPB1,COPB1-1,T0,T0_3,4040
CRISPR.RT112,raw,RPL34,RPL34-7,T0,T0_3,3911
CRISPR.RT112,raw,POLR2D,POLR2D-1,T0,T0_3,3684
CRISPR.RT112,raw,COPS2,COPS2-9,T0,T0_3,3692
CRISPR.RT112,raw,NUP133,NUP133-6,T0,T0_3,3464
CRISPR.RT112,raw,RPL35A,RPL35A-6,T0,T0_3,3028
CRISPR.RT112,raw,PSMB2,PSMB2-15,T0,T0_3,3415
CRISPR.RT112,raw,PSMD7,PSMD7-1,T0,T0_3,3677
CRISPR.RT112,raw,COPS8,COPS8-10,T0,T0_3,4152
CRISPR.RT112,raw,PSMD6,PSMD6-5,T0,T0_3,3193
CRISPR.RT112,raw,COPS6,COPS6-8,T0,T0_3,4546
CRISPR.RT112,raw,NUP98,NUP98-2,T0,T0_3,3365
CRISPR.RT112,raw,RPS3A,RPS3A-4,T0,T0_3,5404
CRISPR.RT112,raw,COPS4,COPS4-1,T0,T0_3,2915
CRISPR.RT112,raw,PSMB2,PSMB2-6,T0,T0_3,6253
CRISPR.RT112,raw,RPL5,RPL5-2,T0,T0_3,3668
CRISPR.RT112,raw,PSMD7,PSMD7-2,T0,T0_3,3625
CRISPR.RT112,raw,RPL18A,RPL18A-4,T0,T0_3,3269
CRISPR.RT112,raw,PSMD6,PSMD6-12,T0,T0_3,3740
CRISPR.RT112,raw,NUP205,NUP205-5,T0,T0_3,3559
CRISPR.RT112,raw,POLA1,POLA1-4,T0,T0_3,5595
CRISPR.RT112,raw,PSMB2,PSMB2-23,T0,T0_3,3438
CRISPR.RT112,raw,COPB1,COPB1-5,T0,T0_3,4583
CRISPR.RT112,raw,RPS11,RPS11-7,T0,T0_3,5870
CRISPR.RT112,raw,PSMA3,PSMA3-11,T0,T0_3,3972
CRISPR.RT112,raw,NUP54,NUP54-11,T0,T0_3,4328
CRISPR.RT112,raw,RPS19,RPS19-5,T0,T0_3,3860
CRISPR.RT112,raw,RPS19,RPS19-7,T0,T0_3,2475
CRISPR.RT112,raw,POLR2A,POLR2A-7,T0,T0_3,2345
CRISPR.RT112,raw,NUP98,NUP98-14,T0,T0_3,4544
CRISPR.RT112,raw,POLR2A,POLR2A-1,T0,T0_3,4656
CRISPR.RT112,raw,COPS4,COPS4-2,T0,T0_3,3886
CRISPR.RT112,raw,RPL5,RPL5-3,T0,T0_3,2775
CRISPR.RT112,raw,RPL3,RPL3-4,T0,T0_3,2624
CRISPR.RT112,raw,PSMC2,PSMC2-3,T0,T0_3,5709
CRISPR.RT112,raw,NUP205,NUP205-1,T0,T0_3,4157
CRISPR.RT112,raw,RPS9,RPS9-7,T0,T0_3,3105
CRISPR.RT112,raw,PSMC4,PSMC4-6,T0,T0_3,2378
CRISPR.RT112,raw,RPL11,RPL11-10,T0,T0_3,3824
CRISPR.RT112,raw,COPZ1,COPZ1-4,T0,T0_3,2495
CRISPR.RT112,raw,RPS19,RPS19-6,T0,T0_3,7699
CRISPR.RT112,raw,COPB1,COPB1-2,T0,T0_3,4095
CRISPR.RT112,raw,NUP205,NUP205-2,T0,T0_3,5726
CRISPR.RT112,raw,RPL11,RPL11-5,T0,T0_3,2615
CRISPR.RT112,raw,NUP98,NUP98-1,T0,T0_3,4959
CRISPR.RT112,raw,COPZ1,COPZ1-12,T0,T0_3,3249
CRISPR.RT112,raw,COPB1,COPB1-7,T0,T0_3,2636
CRISPR.RT112,raw,RPL9,RPL9-9,T0,T0_3,2424
CRISPR.RT112,raw,RPL36,RPL36-10,T0,T0_3,2655
CRISPR.RT112,raw,PSMD7,PSMD7-8,T0,T0_3,3164
CRISPR.RT112,raw,COPS8,COPS8-4,T0,T0_3,5298
CRISPR.RT112,raw,COPS8,COPS8-12,T0,T0_3,3010
CRISPR.RT112,raw,NUP133,NUP133-2,T0,T0_3,3488
CRISPR.RT112,raw,POLA1,POLA1-7,T0,T0_3,3550
CRISPR.RT112,raw,RPL34,RPL34-3,T0,T0_3,4590
CRISPR.RT112,raw,COPS6,COPS6-5,T0,T0_3,2888
CRISPR.RT112,raw,POLR2D,POLR2D-7,T0,T0_3,2844
CRISPR.RT112,raw,RPL11,RPL11-1,T0,T0_3,2478
CRISPR.RT112,raw,COPZ1,COPZ1-2,T0,T0_3,3159
CRISPR.RT112,raw,PSMA3,PSMA3-3,T0,T0_3,3881
CRISPR.RT112,raw,COPA,COPA-9,T0,T0_3,3394
CRISPR.RT112,raw,PSMD6,PSMD6-19,T0,T0_3,5635
CRISPR.RT112,raw,PSMD7,PSMD7-4,T0,T0_3,3008
CRISPR.RT112,raw,RPL30,RPL30-7,T0,T0_3,3900
CRISPR.RT112,raw,COPA,COPA-2,T0,T0_3,3357
CRISPR.RT112,raw,PSMC4,PSMC4-4,T0,T0_3,2577
CRISPR.RT112,raw,PSMB2,PSMB2-21,T0,T0_3,4080
CRISPR.RT112,raw,NUP133,NUP133-1,T0,T0_3,4944
CRISPR.RT112,raw,RPS8,RPS8-10,T0,T0_3,2714
CRISPR.RT112,raw,PSMC1,PSMC1-1,T0,T0_3,4291
CRISPR.RT112,raw,RPL36,RPL36-6,T0,T0_3,2138
CRISPR.RT112,raw,PSMC2,PSMC2-13,T0,T0_3,4251
CRISPR.RT112,raw,POLR2F,POLR2F-6,T0,T0_3,6239
CRISPR.RT112,raw,PSMD6,PSMD6-10,T0,T0_3,5295
CRISPR.RT112,raw,RPL3,RPL3-9,T0,T0_3,5203
CRISPR.RT112,raw,COPS2,COPS2-6,T0,T0_3,2617
CRISPR.RT112,raw,PSMB2,PSMB2-14,T0,T0_3,2677
CRISPR.RT112,raw,PSMD1,PSMD1-2,T0,T0_3,6016
CRISPR.RT112,raw,RPS11,RPS11-3,T0,T0_3,4468
CRISPR.RT112,raw,POLR2D,POLR2D-8,T0,T0_3,2774
CRISPR.RT112,raw,RPL35A,RPL35A-2,T0,T0_3,4191
CRISPR.RT112,raw,PSMD6,PSMD6-8,T0,T0_3,4152
CRISPR.RT112,raw,RPS13,RPS13-10,T0,T0_3,2749
CRISPR.RT112,raw,RPL30,RPL30-4,T0,T0_3,6146
CRISPR.RT112,raw,PSMC2,PSMC2-1,T0,T0_3,3164
CRISPR.RT112,raw,POLR2D,POLR2D-3,T0,T0_3,2295
CRISPR.RT112,raw,RPS9,RPS9-3,T0,T0_3,2322
CRISPR.RT112,raw,COPS6,COPS6-2,T0,T0_3,2595
CRISPR.RT112,raw,RPL18A,RPL18A-1,T0,T0_3,5598
CRISPR.RT112,raw,PSMC2,PSMC2-9,T0,T0_3,6114
CRISPR.RT112,raw,COPA,COPA-1,T0,T0_3,3753
CRISPR.RT112,raw,RPL18A,RPL18A-2,T0,T0_3,3962
CRISPR.RT112,raw,RPS7,RPS7-3,T0,T0_3,4867
CRISPR.RT112,raw,PSMD1,PSMD1-18,T0,T0_3,2594
CRISPR.RT112,raw,COPB1,COPB1-8,T0,T0_3,3216
CRISPR.RT112,raw,NUP98,NUP98-6,T0,T0_3,6225
CRISPR.RT112,raw,COPA,COPA-6,T0,T0_3,1900
CRISPR.RT112,raw,NUP205,NUP205-7,T0,T0_3,4345
CRISPR.RT112,raw,PSMC2,PSMC2-4,T0,T0_3,2769
CRISPR.RT112,raw,PSMD7,PSMD7-9,T0,T0_3,3402
CRISPR.RT112,raw,PSMD6,PSMD6-14,T0,T0_3,3056
CRISPR.RT112,raw,NUP98,NUP98-7,T0,T0_3,4110
CRISPR.RT112,raw,COPA,COPA-4,T0,T0_3,2721
CRISPR.RT112,raw,POLR2D,POLR2D-6,T0,T0_3,3210
CRISPR.RT112,raw,NUP54,NUP54-15,T0,T0_3,5390
CRISPR.RT112,raw,PSMB3,PSMB3-6,T0,T0_3,2688
CRISPR.RT112,raw,PSMD1,PSMD1-9,T0,T0_3,5757
CRISPR.RT112,raw,RPS8,RPS8-6,T0,T0_3,2516
CRISPR.RT112,raw,RPL9,RPL9-2,T0,T0_3,3818
CRISPR.RT112,raw,PSMC4,PSMC4-7,T0,T0_3,3959
CRISPR.RT112,raw,COPA,COPA-10,T0,T0_3,4681
CRISPR.RT112,raw,PSMD6,PSMD6-3,T0,T0_3,3837
CRISPR.RT112,raw,RPS27,RPS27-1,T0,T0_3,3383
CRISPR.RT112,raw,POLA1,POLA1-1,T0,T0_3,3462
CRISPR.RT112,raw,PSMD11,PSMD11-8,T0,T0_3,2436
CRISPR.RT112,raw,RPL34,RPL34-4,T0,T0_3,1879
CRISPR.RT112,raw,POLR2A,POLR2A-3,T0,T0_3,4727
CRISPR.RT112,raw,RPL27,RPL27-1,T0,T0_3,3032
CRISPR.RT112,raw,COPA,COPA-7,T0,T0_3,2706
CRISPR.RT112,raw,NUP133,NUP133-3,T0,T0_3,3407
CRISPR.RT112,raw,PSMA3,PSMA3-1,T0,T0_3,5062
CRISPR.RT112,raw,RPL11,RPL11-3,T0,T0_3,2227
CRISPR.RT112,raw,NUP54,NUP54-8,T0,T0_3,4296
CRISPR.RT112,raw,PSMD11,PSMD11-3,T0,T0_3,2857
CRISPR.RT112,raw,NUP205,NUP205-8,T0,T0_3,1695
CRISPR.RT112,raw,PSMD1,PSMD1-19,T0,T0_3,4261
CRISPR.RT112,raw,NUP98,NUP98-5,T0,T0_3,3049
CRISPR.RT112,raw,PSMD6,PSMD6-13,T0,T0_3,2106
CRISPR.RT112,raw,PSMB2,PSMB2-16,T0,T0_3,1777
CRISPR.RT112,raw,COPS4,COPS4-8,T0,T0_3,2998
CRISPR.RT112,raw,COPS6,COPS6-6,T0,T0_3,2631
CRISPR.RT112,raw,PSMB2,PSMB2-20,T0,T0_3,1583
CRISPR.RT112,raw,PSMD6,PSMD6-17,T0,T0_3,2386
CRISPR.RT112,raw,PSMB3,PSMB3-1,T0,T0_3,5702
CRISPR.RT112,raw,PSMD6,PSMD6-9,T0,T0_3,3941
CRISPR.RT112,raw,RPL36,RPL36-2,T0,T0_3,2705
CRISPR.RT112,raw,POLR2A,POLR2A-4,T0,T0_3,2829
CRISPR.RT112,raw,PSMD11,PSMD11-6,T0,T0_3,2988
CRISPR.RT112,raw,POLR2A,POLR2A-10,T0,T0_3,4134
CRISPR.RT112,raw,RPL36,RPL36-7,T0,T0_3,3208
CRISPR.RT112,raw,RPS19,RPS19-9,T0,T0_3,1520
CRISPR.RT112,raw,PSMD1,PSMD1-8,T0,T0_3,2279
CRISPR.RT112,raw,COPS6,COPS6-7,T0,T0_3,4380
CRISPR.RT112,raw,PSMB2,PSMB2-9,T0,T0_3,4592
CRISPR.RT112,raw,COPB1,COPB1-4,T0,T0_3,2968
CRISPR.RT112,raw,NUP93,NUP93-8,T0,T0_3,5140
CRISPR.RT112,raw,RPS8,RPS8-2,T0,T0_3,1994
CRISPR.RT112,raw,RPS7,RPS7-1,T0,T0_3,3754
CRISPR.RT112,raw,POLR2F,POLR2F-8,T0,T0_3,7623
CRISPR.RT112,raw,PSMD6,PSMD6-6,T0,T0_3,4108
CRISPR.RT112,raw,NUP93,NUP93-11,T0,T0_3,1573
CRISPR.RT112,raw,PSMD7,PSMD7-10,T0,T0_3,2313
CRISPR.RT112,raw,PSMA3,PSMA3-2,T0,T0_3,1801
CRISPR.RT112,raw,RPS3A,RPS3A-2,T0,T0_3,3046
CRISPR.RT112,raw,RPL18A,RPL18A-3,T0,T0_3,4235
CRISPR.RT112,raw,PSMA3,PSMA3-10,T0,T0_3,3082
CRISPR.RT112,raw,RPS3A,RPS3A-5,T0,T0_3,2944
CRISPR.RT112,raw,RPS27,RPS27-3,T0,T0_3,5855
CRISPR.RT112,raw,COPS2,COPS2-3,T0,T0_3,5975
CRISPR.RT112,raw,COPB1,COPB1-10,T0,T0_3,1830
CRISPR.RT112,raw,RPL5,RPL5-8,T0,T0_3,3997
CRISPR.RT112,raw,PSMC2,PSMC2-12,T0,T0_3,4809
CRISPR.RT112,raw,COPS4,COPS4-3,T0,T0_3,2796
CRISPR.RT112,raw,PSMD11,PSMD11-1,T0,T0_3,2286
CRISPR.RT112,raw,NUP93,NUP93-9,T0,T0_3,2588
CRISPR.RT112,raw,COPS4,COPS4-10,T0,T0_3,2638
CRISPR.RT112,raw,PSMD1,PSMD1-7,T0,T0_3,3713
CRISPR.RT112,raw,PSMD11,PSMD11-4,T0,T0_3,1693
CRISPR.RT112,raw,PSMD6,PSMD6-16,T0,T0_3,2344
CRISPR.RT112,raw,NUP133,NUP133-5,T0,T0_3,2378
CRISPR.RT112,raw,RPL3,RPL3-10,T0,T0_3,1215
CRISPR.RT112,raw,COPS8,COPS8-2,T0,T0_3,2455
CRISPR.RT112,raw,RPS27,RPS27-5,T0,T0_3,3604
CRISPR.RT112,raw,RPS13,RPS13-1,T0,T0_3,1690
CRISPR.RT112,raw,RPL30,RPL30-5,T0,T0_3,2440
CRISPR.RT112,raw,NUP93,NUP93-6,T0,T0_3,1416
CRISPR.RT112,raw,COPS6,COPS6-1,T0,T0_3,4021
CRISPR.RT112,raw,COPZ1,COPZ1-3,T0,T0_3,1052
CRISPR.RT112,raw,COPS2,COPS2-10,T0,T0_3,3663
CRISPR.RT112,raw,RPL11,RPL11-4,T0,T0_3,5831
CRISPR.RT112,raw,RPL3,RPL3-2,T0,T0_3,4954
CRISPR.RT112,raw,PSMD11,PSMD11-10,T0,T0_3,2587
CRISPR.RT112,raw,PSMC4,PSMC4-9,T0,T0_3,3157
CRISPR.RT112,raw,NUP98,NUP98-8,T0,T0_3,4950
CRISPR.RT112,raw,NUP205,NUP205-10,T0,T0_3,2951
CRISPR.RT112,raw,RPL36,RPL36-9,T0,T0_3,4606
CRISPR.RT112,raw,RPS19,RPS19-4,T0,T0_3,1519
CRISPR.RT112,raw,POLA1,POLA1-2,T0,T0_3,3614
CRISPR.RT112,raw,POLA1,POLA1-8,T0,T0_3,3335
CRISPR.RT112,raw,COPS6,COPS6-10,T0,T0_3,2491
CRISPR.RT112,raw,NUP54,NUP54-4,T0,T0_3,2728
CRISPR.RT112,raw,POLR2A,POLR2A-8,T0,T0_3,1586
CRISPR.RT112,raw,RPL6,RPL6-1,T0,T0_3,982
CRISPR.RT112,raw,NUP54,NUP54-20,T0,T0_3,2973
CRISPR.RT112,raw,NUP205,NUP205-9,T0,T0_3,4742
CRISPR.RT112,raw,PSMB2,PSMB2-19,T0,T0_3,3299
CRISPR.RT112,raw,RPS13,RPS13-3,T0,T0_3,3019
CRISPR.RT112,raw,PSMC1,PSMC1-7,T0,T0_3,4131
CRISPR.RT112,raw,COPS8,COPS8-9,T0,T0_3,4777
CRISPR.RT112,raw,NUP205,NUP205-4,T0,T0_3,7488
CRISPR.RT112,raw,POLR2F,POLR2F-10,T0,T0_3,5842
CRISPR.RT112,raw,NUP133,NUP133-8,T0,T0_3,2107
CRISPR.RT112,raw,NUP98,NUP98-3,T0,T0_3,3545
CRISPR.RT112,raw,PSMB3,PSMB3-7,T0,T0_3,2548
CRISPR.RT112,raw,RPL27,RPL27-8,T0,T0_3,4539
CRISPR.RT112,raw,RPL5,RPL5-4,T0,T0_3,4546
CRISPR.RT112,raw,RPL18A,RPL18A-5,T0,T0_3,4008
CRISPR.RT112,raw,NUP98,NUP98-13,T0,T0_3,3175
CRISPR.RT112,raw,PSMB3,PSMB3-5,T0,T0_3,4290
CRISPR.RT112,raw,NUP98,NUP98-16,T0,T0_3,4407
CRISPR.RT112,raw,COPS6,COPS6-4,T0,T0_3,4187
CRISPR.RT112,raw,PSMD6,PSMD6-11,T0,T0_3,2234
CRISPR.RT112,raw,NUP98,NUP98-4,T0,T0_3,8043
CRISPR.RT112,raw,PSMC4,PSMC4-1,T0,T0_3,3678
CRISPR.RT112,raw,RPS7,RPS7-6,T0,T0_3,2674
CRISPR.RT112,raw,PSMB2,PSMB2-17,T0,T0_3,689
CRISPR.RT112,raw,POLR2A,POLR2A-9,T0,T0_3,1140
CRISPR.RT112,raw,PSMC4,PSMC4-8,T0,T0_3,2048
CRISPR.RT112,raw,COPS2,COPS2-5,T0,T0_3,634
CRISPR.RT112,raw,PSMC1,PSMC1-5,T0,T0_3,4248
CRISPR.RT112,raw,RPL3,RPL3-8,T0,T0_3,2735
CRISPR.RT112,raw,RPS11,RPS11-9,T0,T0_3,3655
CRISPR.RT112,raw,PSMB2,PSMB2-22,T0,T0_3,6616
CRISPR.RT112,raw,RPS24,RPS24-10,T0,T0_3,9177
CRISPR.RT112,raw,PSMD11,PSMD11-7,T0,T0_3,2114
CRISPR.RT112,raw,COPZ1,COPZ1-5,T0,T0_3,2325
CRISPR.RT112,raw,PSMC4,PSMC4-10,T0,T0_3,3183
CRISPR.RT112,raw,PSMD6,PSMD6-15,T0,T0_3,2018
CRISPR.RT112,raw,PSMD1,PSMD1-13,T0,T0_3,2746
CRISPR.RT112,raw,COPA,COPA-3,T0,T0_3,4304
CRISPR.RT112,raw,RPL3,RPL3-6,T0,T0_3,4043
CRISPR.RT112,raw,RPS24,RPS24-6,T0,T0_3,5485
CRISPR.RT112,raw,COPS8,COPS8-6,T0,T0_3,2304
CRISPR.RT112,raw,RPS24,RPS24-4,T0,T0_3,7458
CRISPR.RT112,raw,LYZL6,LYZL6-6,T0,T0_3,6287
CRISPR.RT112,raw,PSMD1,PSMD1-21,T0,T0_3,2410
CRISPR.RT112,raw,COPS8,COPS8-15,T0,T0_3,7493
CRISPR.RT112,raw,RPL3,RPL3-7,T0,T0_3,3740
CRISPR.RT112,raw,NUP98,NUP98-10,T0,T0_3,6648
CRISPR.RT112,raw,COPZ1,COPZ1-14,T0,T0_3,3417
CRISPR.RT112,raw,RPS24,RPS24-8,T0,T0_3,5419
CRISPR.RT112,raw,RPL9,RPL9-10,T0,T0_3,1342
CRISPR.RT112,raw,RPL3,RPL3-1,T0,T0_3,2663
CRISPR.RT112,raw,RPL27,RPL27-7,T0,T0_3,1989
CRISPR.RT112,raw,RPL3,RPL3-3,T0,T0_3,7785
CRISPR.RT112,raw,RPL34,RPL34-6,T0,T0_3,3091
CRISPR.RT112,raw,NUP98,NUP98-9,T0,T0_3,2261
CRISPR.RT112,raw,COPS8,COPS8-14,T0,T0_3,4460
CRISPR.RT112,raw,RPS3A,RPS3A-6,T0,T0_3,1628
CRISPR.RT112,raw,PSMC2,PSMC2-5,T0,T0_3,1449
CRISPR.RT112,raw,RPS27,RPS27-2,T0,T0_3,3546
CRISPR.RT112,raw,PSMD7,PSMD7-3,T0,T0_3,5828
