dataset,method,gene,score,essential
CRISPR.RT112,PinAPL-py,VN1R2,0,0
CRISPR.RT112,ScreenBEAM,RPS13,0.319910839407845,1
CRISPR.RT112,ScreenBEAM,RPL11,0.4025795663464594,1
CRISPR.RT112,ScreenBEAM,RPS19,0.3681152584633653,1
CRISPR.RT112,ScreenBEAM,RPL35A,0.6500258278045757,1
CRISPR.RT112,ScreenBEAM,PSMB2,0.27896399623121426,1
CRISPR.RT112,ScreenBEAM,POLR2D,0.3396270163811153,1
CRISPR.RT112,ScreenBEAM,RPS8,0.44395099031509166,1
CRISPR.RT112,ScreenBEAM,NUP93,0.40145539255126966,1
CRISPR.RT112,ScreenBEAM,POLR2A,0.4751125556016572,1
CRISPR.RT112,ScreenBEAM,RPL18A,0.3419248464231,1
CRISPR.RT112,ScreenBEAM,RPL34,0.5122081184573645,1
CRISPR.RT112,ScreenBEAM,RPL36,0.47400581007803966,1
CRISPR.RT112,ScreenBEAM,PSMD11,0.2576287640233597,1
CRISPR.RT112,ScreenBEAM,COPB1,0.28501338170155177,1
CRISPR.RT112,ScreenBEAM,PSMD7,0.291112630979175,1
CRISPR.RT112,ScreenBEAM,COPA,0.36032953759466024,1
CRISPR.RT112,ScreenBEAM,COPS4,0.290991303373053,1
CRISPR.RT112,ScreenBEAM,RPS3A,0.347565422703187,1
CRISPR.RT112,ScreenBEAM,RPS9,0.5024336793592357,1
CRISPR.RT112,ScreenBEAM,PSMC4,0.3124114395039079,1
CRISPR.RT112,ScreenBEAM,PSMD6,0.17389473784998608,1
CRISPR.RT112,ScreenBEAM,RPL9,0.49804431866736254,1
CRISPR.RT112,ScreenBEAM,RPL6,0.3745946792821246,1
CRISPR.RT112,ScreenBEAM,PSMC1,0.340558265609716,1
CRISPR.RT112,ScreenBEAM,POLR2F,0.2848392102906379,1
CRISPR.RT112,ScreenBEAM,PSMC2,0.254258398529531,1
CRISPR.RT112,ScreenBEAM,POLA1,0.343791662030126,1
CRISPR.RT112,ScreenBEAM,RPS11,0.42576891509398723,1
CRISPR.RT112,ScreenBEAM,NUP205,0.29061360272365877,1
CRISPR.RT112,ScreenBEAM,COPS6,0.26043868135437626,1
CRISPR.RT112,ScreenBEAM,NUP133,0.3539116854220505,1
CRISPR.RT112,ScreenBEAM,RPL5,0.37798181845892526,1
CRISPR.RT112,ScreenBEAM,NUP54,0.30940067035381,1
CRISPR.RT112,ScreenBEAM,RPL3,0.27602746543152895,1
CRISPR.RT112,ScreenBEAM,PSMA3,0.3572592753546649,1
CRISPR.RT112,ScreenBEAM,PSMB3,0.4501506024936459,1
CRISPR.RT112,ScreenBEAM,COPZ1,0.3041878365887459,1
CRISPR.RT112,ScreenBEAM,NUP98,0.17205631152591758,1
CRISPR.RT112,ScreenBEAM,COPS2,0.3234257779912828,1
CRISPR.RT112,ScreenBEAM,RPL30,0.36470488322948513,1
CRISPR.RT112,ScreenBEAM,RPS27,0.2522568763989168,1
CRISPR.RT112,ScreenBEAM,PSMD1,0.22169965979568174,1
CRISPR.RT112,ScreenBEAM,RPL27,0.41636532968850826,1
CRISPR.RT112,ScreenBEAM,COPS8,0.19830842953439237,1
CRISPR.RT112,ScreenBEAM,RPS24,0.23593104226788272,1
CRISPR.RT112,ScreenBEAM,RPS7,0.232547646572405,1
CRISPR.RT112,ScreenBEAM,IL1F10,0.043754254538801884,0
CRISPR.RT112,ScreenBEAM,LYZL6,0.0626773026606331,0
CRISPR.RT112,ScreenBEAM,MRGPRD,0.05050775307948212,0
CRISPR.RT112,ScreenBEAM,DMRTC2,0.04244578849376527,0
CRISPR.RT112,ScreenBEAM,DMRTB1,0.0497351578864172,0
CRISPR.RT112,ScreenBEAM,KRT25,0.05545424878613411,0
CRISPR.RT112,ScreenBEAM,HTR3D,0.04817374132493551,0
CRISPR.RT112,ScreenBEAM,PIWIL3,0.04435784872807372,0
CRISPR.RT112,ScreenBEAM,OC90,0.05998401291365067,0
CRISPR.RT112,ScreenBEAM,OR9Q2,0.04779441419807746,0
CRISPR.RT112,ScreenBEAM,TPH2,0.047932820736029426,0
CRISPR.RT112,ScreenBEAM,KRT74,0.04961395975518217,0
CRISPR.RT112,ScreenBEAM,RNASE9,0.04881570500890602,0
CRISPR.RT112,ScreenBEAM,RPTN,0.05151462864953446,0
CRISPR.RT112,ScreenBEAM,FCRL4,0.04373216672076813,0
CRISPR.RT112,ScreenBEAM,KRT9,0.04147420068631184,0
CRISPR.RT112,ScreenBEAM,CRYGB,0.054316308872289464,0
CRISPR.RT112,ScreenBEAM,OTUD6A,0.0661520765698703,0
CRISPR.RT112,ScreenBEAM,CYP7A1,0.05093010116525392,0
CRISPR.RT112,ScreenBEAM,IL22,0.05972080968403324,0
CRISPR.RT112,ScreenBEAM,LUZP4,0.04616790480996726,0
CRISPR.RT112,ScreenBEAM,SPATA16,0.06126567433351152,0
CRISPR.RT112,ScreenBEAM,NPHS2,0.05394000734071566,0
CRISPR.RT112,ScreenBEAM,ABCG8,0.03632983553298813,0
CRISPR.RT112,ScreenBEAM,RXFP2,0.05037804019145165,0
CRISPR.RT112,ScreenBEAM,NPSR1,0.050559154580566715,0
CRISPR.RT112,ScreenBEAM,CABP5,0.04778550513906507,0
CRISPR.RT112,ScreenBEAM,OLIG2,0.05407225639202503,0
CRISPR.RT112,ScreenBEAM,OR12D2,0.03898027195294722,0
CRISPR.RT112,ScreenBEAM,TAS2R13,0.0389882303038253,0
CRISPR.RT112,ScreenBEAM,LHX5,0.050171138280346785,0
CRISPR.RT112,ScreenBEAM,KRT77,0.03647115926297078,0
CRISPR.RT112,ScreenBEAM,TRIM42,0.05142637295248816,0
CRISPR.RT112,ScreenBEAM,PLA2G2E,0.034465567728847214,0
CRISPR.RT112,ScreenBEAM,ADH7,0.051350499779440124,0
CRISPR.RT112,ScreenBEAM,TAAR8,0.03796221395053021,0
CRISPR.RT112,ScreenBEAM,SAGE1,0.043098803793790864,0
CRISPR.RT112,ScreenBEAM,VN1R2,0.03829490670373977,0
CRISPR.RT112,ScreenBEAM,TGM6,0.0316536074881496,0
CRISPR.RT112,ScreenBEAM,TAS2R9,0.039814986912738805,0
CRISPR.RT112,ScreenBEAM,MAGEB3,0.05237450977099175,0
CRISPR.RT112,ScreenBEAM,DEFB129,0.0453127592470897,0
CRISPR.RT112,ScreenBEAM,FAM71B,0.05394330255560072,0
CRISPR.RT112,ScreenBEAM,TAAR1,0.038200586502233465,0
CRISPR.RT112,ScreenBEAM,POU4F2,0.04556611213623724,0
CRISPR.RT112,ScreenBEAM,NLRP5,0.05005916668222683,0
CRISPR.RT112,ScreenBEAM,OR52E8,0.03182413073838944,0
CRISPR.RT112,sgRSEA,OR52E8,0,0
CRISPR.RT112,sgRSEA,FAM71B,0,0
CRISPR.RT112,sgRSEA,NLRP5,0,0
CRISPR.RT112,sgRSEA,DEFB129,0,0
CRISPR.RT112,sgRSEA,PLA2G2E,0,0
CRISPR.RT112,sgRSEA,MAGEB3,0,0
CRISPR.RT112,sgRSEA,TAAR1,0,0
CRISPR.RT112,sgRSEA,TRIM42,0,0
CRISPR.RT112,sgRSEA,VN1R2,0,0
CRISPR.RT112,sgRSEA,TAS2R9,3.5829451809388235e-4,0
CRISPR.RT112,sgRSEA,SAGE1,3.5829451809388235e-4,0
CRISPR.RT112,sgRSEA,TAAR8,3.5829451809388235e-4,0
CRISPR.RT112,sgRSEA,IL22,3.5829451809388235e-4,0
CRISPR.RT112,sgRSEA,KRT77,0.001074883554281647,0
CRISPR.RT112,sgRSEA,CABP5,0.0014331780723755294,0
CRISPR.RT112,sgRSEA,TGM6,0.0014331780723755294,0
CRISPR.RT112,sgRSEA,POU4F2,0.0014331780723755294,0
CRISPR.RT112,sgRSEA,NPHS2,0.0014331780723755294,0
CRISPR.RT112,sgRSEA,RXFP2,0.0017914725904694118,0
CRISPR.RT112,sgRSEA,ABCG8,0.0017914725904694118,0
CRISPR.RT112,sgRSEA,NPSR1,0.0017914725904694118,0
CRISPR.RT112,sgRSEA,CRYGB,0.0017914725904694118,0
CRISPR.RT112,sgRSEA,TAS2R13,0.0017914725904694118,0
CRISPR.RT112,sgRSEA,CYP7A1,0.002149767108563294,0
CRISPR.RT112,sgRSEA,LHX5,0.00322465066284483,0
CRISPR.RT112,sgRSEA,ADH7,0.00322465066284483,0
CRISPR.RT112,sgRSEA,LUZP4,0.00322465066284483,0
CRISPR.RT112,sgRSEA,OR12D2,0.0035829451809387125,0
CRISPR.RT112,sgRSEA,OLIG2,0.0035829451809387125,0
CRISPR.RT112,sgRSEA,SPATA16,0.0035829451809387125,0
CRISPR.RT112,sgRSEA,RPTN,0.0046578287352203596,0
CRISPR.RT112,sgRSEA,KRT74,0.0046578287352203596,0
CRISPR.RT112,sgRSEA,RNASE9,0.005732712289502007,0
CRISPR.RT112,sgRSEA,KRT9,0.008240773916159072,0
CRISPR.RT112,sgRSEA,OTUD6A,0.010032246506628484,0
CRISPR.RT112,sgRSEA,FCRL4,0.015048369759942726,0
CRISPR.RT112,sgRSEA,PIWIL3,0.023289143676101798,0
CRISPR.RT112,sgRSEA,TPH2,0.03009673951988534,0
CRISPR.RT112,sgRSEA,KRT25,0.03152991759226087,0
CRISPR.RT112,sgRSEA,DMRTC2,0.03332139018273017,0
CRISPR.RT112,sgRSEA,HTR3D,0.03439627373701182,0
CRISPR.RT112,sgRSEA,OR9Q2,0.0347545682551057,0
CRISPR.RT112,sgRSEA,DMRTB1,0.03941239699032606,0
CRISPR.RT112,sgRSEA,OC90,0.14152633464707987,0
CRISPR.RT112,sgRSEA,MRGPRD,0.14976710856323894,0
CRISPR.RT112,sgRSEA,LYZL6,0.1583661769974919,0
CRISPR.RT112,sgRSEA,RPS7,0.2160515944106055,1
CRISPR.RT112,sgRSEA,IL1F10,0.2164098889286994,0
CRISPR.RT112,sgRSEA,COPS8,0.25008957362952344,1
CRISPR.RT112,sgRSEA,RPS24,0.3629523468290935,1
CRISPR.RT112,sgRSEA,RPL27,0.6968828376925833,1
CRISPR.RT112,sgRSEA,PSMD1,0.8384091723396632,1
CRISPR.RT112,sgRSEA,COPS2,0.8591902543891079,1
CRISPR.RT112,sgRSEA,RPS27,0.8681476173414546,1
CRISPR.RT112,sgRSEA,RPL3,0.8778215693299892,1
CRISPR.RT112,sgRSEA,RPL30,0.884270870655679,1
CRISPR.RT112,sgRSEA,COPZ1,0.9591544249372984,1
CRISPR.RT112,sgRSEA,PSMA3,0.9777857398781798,1
CRISPR.RT112,sgRSEA,NUP98,0.9781440343962737,1
CRISPR.RT112,sgRSEA,COPS6,0.9817269795772124,1
CRISPR.RT112,sgRSEA,PSMB3,0.9820852740953063,1
CRISPR.RT112,sgRSEA,NUP54,0.9838767466857757,1
CRISPR.RT112,sgRSEA,NUP205,0.9860265137943389,1
CRISPR.RT112,sgRSEA,POLA1,0.9917592260838409,1
CRISPR.RT112,sgRSEA,RPL5,0.9928341096381226,1
CRISPR.RT112,sgRSEA,NUP133,0.9935506986743102,1
CRISPR.RT112,sgRSEA,RPL9,0.9939089931924041,1
CRISPR.RT112,sgRSEA,RPL6,0.9992834109638122,1
CRISPR.RT112,sgRSEA,RPS11,0.9992834109638122,1
CRISPR.RT112,sgRSEA,PSMC2,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPS9,0.9996417054819061,1
CRISPR.RT112,sgRSEA,POLR2F,0.9996417054819061,1
CRISPR.RT112,sgRSEA,PSMC4,0.9996417054819061,1
CRISPR.RT112,sgRSEA,COPA,0.9996417054819061,1
CRISPR.RT112,sgRSEA,PSMD7,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPL34,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPL36,0.9996417054819061,1
CRISPR.RT112,sgRSEA,POLR2A,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPL35A,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPS8,0.9996417054819061,1
CRISPR.RT112,sgRSEA,PSMD11,0.9996417054819061,1
CRISPR.RT112,sgRSEA,PSMC1,0.9996417054819061,1
CRISPR.RT112,sgRSEA,COPS4,0.9996417054819061,1
CRISPR.RT112,sgRSEA,POLR2D,0.9996417054819061,1
CRISPR.RT112,sgRSEA,COPB1,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPS3A,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPL18A,0.9996417054819061,1
CRISPR.RT112,sgRSEA,PSMD6,0.9996417054819061,1
CRISPR.RT112,sgRSEA,PSMB2,0.9996417054819061,1
CRISPR.RT112,sgRSEA,NUP93,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPL11,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPS19,0.9996417054819061,1
CRISPR.RT112,sgRSEA,RPS13,0.9996417054819061,1
CRISPR.UMUC3,CC2,RPS19,1,1
CRISPR.UMUC3,CC2,NUP93,1,1
CRISPR.UMUC3,CC2,PSMD11,1,1
CRISPR.UMUC3,CC2,RPS3A,0.9999999803467337,1
CRISPR.UMUC3,CC2,PSMB3,0.9999999055645262,1
CRISPR.UMUC3,CC2,POLR2A,0.9999999999998593,1
CRISPR.UMUC3,CC2,RPS8,1,1
CRISPR.UMUC3,CC2,RPL36,1,1
CRISPR.UMUC3,CC2,RPS13,1,1
CRISPR.UMUC3,CC2,RPS11,0.9999999961950953,1
CRISPR.UMUC3,CC2,PSMC1,1,1
CRISPR.UMUC3,CC2,RPS9,0.9999999999999967,1
CRISPR.UMUC3,CC2,COPB1,1,1
CRISPR.UMUC3,CC2,RPL5,0.9999999998532416,1
CRISPR.UMUC3,CC2,RPL11,1,1
CRISPR.UMUC3,CC2,PSMB2,1,1
CRISPR.UMUC3,CC2,COPZ1,0.9999999999999951,1
CRISPR.UMUC3,CC2,PSMD6,1,1
CRISPR.UMUC3,CC2,COPA,1,1
CRISPR.UMUC3,CC2,RPL18A,1,1
CRISPR.UMUC3,CC2,POLR2F,0.9999999999999996,1
CRISPR.UMUC3,CC2,POLR2D,1,1
CRISPR.UMUC3,CC2,PSMA3,0.9999999999990842,1
CRISPR.UMUC3,CC2,RPL34,0.9999999999999964,1
CRISPR.UMUC3,CC2,RPS24,0.9880428847129555,1
CRISPR.UMUC3,CC2,PSMC4,1,1
CRISPR.UMUC3,CC2,RPL27,0.9999994181209073,1
CRISPR.UMUC3,CC2,RPL9,1,1
CRISPR.UMUC3,CC2,PSMC2,1,1
CRISPR.UMUC3,CC2,NUP54,0.9999999999999776,1
CRISPR.UMUC3,CC2,COPS4,1,1
CRISPR.UMUC3,CC2,NUP133,0.9999999999999939,1
CRISPR.UMUC3,CC2,RPL35A,0.9999999999999878,1
CRISPR.UMUC3,CC2,RPL3,0.9999999995370258,1
CRISPR.UMUC3,CC2,RPL30,0.9999999999767686,1
CRISPR.UMUC3,CC2,POLA1,0.9999999987756875,1
CRISPR.UMUC3,CC2,NUP98,0.9999999999984501,1
CRISPR.UMUC3,CC2,COPS2,1,1
CRISPR.UMUC3,CC2,RPL6,0.9986101298641905,1
CRISPR.UMUC3,CC2,PSMD7,1,1
CRISPR.UMUC3,CC2,COPS8,0.9999999977714575,1
CRISPR.UMUC3,CC2,COPS6,0.9999999999999801,1
CRISPR.UMUC3,CC2,NUP205,0.999999999999887,1
CRISPR.UMUC3,CC2,PSMD1,0.9999999999998548,1
CRISPR.UMUC3,CC2,RPS7,0.9971275786210612,1
CRISPR.UMUC3,CC2,RPS27,0.9999853132670066,1
CRISPR.UMUC3,CC2,LYZL6,0.6195267454085027,0
CRISPR.UMUC3,CC2,CRYGB,3.566820838685203e-9,0
CRISPR.UMUC3,CC2,MRGPRD,0.2066889663600877,0
CRISPR.UMUC3,CC2,IL1F10,6.1432350663293e-4,0
CRISPR.UMUC3,CC2,OTUD6A,1.590375608984118e-10,0
CRISPR.UMUC3,CC2,KRT25,0.37712753770355434,0
CRISPR.UMUC3,CC2,PIWIL3,0.0035566385829771674,0
CRISPR.UMUC3,CC2,TPH2,0.0657195656990277,0
CRISPR.UMUC3,CC2,RNASE9,0.0011214561008751067,0
CRISPR.UMUC3,CC2,NPSR1,1.2212453270876722e-15,0
CRISPR.UMUC3,CC2,DMRTB1,2.8103520621769462e-9,0
CRISPR.UMUC3,CC2,RPTN,0.016456459894508058,0
CRISPR.UMUC3,CC2,HTR3D,1.3766765505351941e-14,0
CRISPR.UMUC3,CC2,DMRTC2,1.1855565751339725e-8,0
CRISPR.UMUC3,CC2,OLIG2,0,0
CRISPR.UMUC3,CC2,IL22,0.0010063955358022847,0
CRISPR.UMUC3,CC2,OR9Q2,0.0036348237040858544,0
CRISPR.UMUC3,CC2,RXFP2,5.931921620572211e-13,0
CRISPR.UMUC3,CC2,LUZP4,0,0
CRISPR.UMUC3,CC2,KRT74,2.1125286475687233e-7,0
CRISPR.UMUC3,CC2,OC90,1.7577828081982716e-11,0
CRISPR.UMUC3,CC2,NPHS2,3.492259592619007e-9,0
CRISPR.UMUC3,CC2,FCRL4,8.90601908005273e-4,0
CRISPR.UMUC3,CC2,LHX5,2.6741634795435232e-8,0
CRISPR.UMUC3,CC2,FAM71B,1.1024936519277162e-10,0
CRISPR.UMUC3,CC2,CYP7A1,1.2526757409148104e-11,0
CRISPR.UMUC3,CC2,SAGE1,1.1102230246251565e-16,0
CRISPR.UMUC3,CC2,SPATA16,0,0
CRISPR.UMUC3,CC2,TAAR8,7.681891158184406e-6,0
CRISPR.UMUC3,CC2,CABP5,5.551115123125783e-16,0
CRISPR.UMUC3,CC2,ADH7,1.859597211555375e-4,0
CRISPR.UMUC3,CC2,TGM6,0,0
CRISPR.UMUC3,CC2,TRIM42,0,0
CRISPR.UMUC3,CC2,KRT9,6.630744851865433e-5,0
CRISPR.UMUC3,CC2,TAS2R13,5.359862509379809e-8,0
CRISPR.UMUC3,CC2,NLRP5,3.7192471324942744e-14,0
CRISPR.UMUC3,CC2,MAGEB3,8.201650469885635e-11,0
CRISPR.UMUC3,CC2,VN1R2,4.440892098500626e-16,0
CRISPR.UMUC3,CC2,ABCG8,0,0
CRISPR.UMUC3,CC2,OR12D2,1.6497914145929826e-13,0
CRISPR.UMUC3,CC2,POU4F2,1.3421274869251931e-8,0
CRISPR.UMUC3,CC2,DEFB129,1.134425886561985e-12,0
CRISPR.UMUC3,CC2,KRT77,1.300430430006827e-8,0
CRISPR.UMUC3,CC2,PLA2G2E,7.034987828946626e-7,0
CRISPR.UMUC3,CC2,TAAR1,1.9539925233402755e-14,0
CRISPR.UMUC3,CC2,TAS2R9,0,0
CRISPR.UMUC3,CC2,OR52E8,0,0
CRISPR.UMUC3,HitSelect,PSMB2,1.84485,1
CRISPR.UMUC3,HitSelect,RPL11,1.77653,1
CRISPR.UMUC3,HitSelect,NUP93,1.69326,1
CRISPR.UMUC3,HitSelect,COPB1,1.47205,1
CRISPR.UMUC3,HitSelect,PSMD7,1.4123000000000001,1
CRISPR.UMUC3,HitSelect,RPS19,1.47781,1
CRISPR.UMUC3,HitSelect,RPS9,1.78834,1
CRISPR.UMUC3,HitSelect,COPA,1.46822,1
CRISPR.UMUC3,HitSelect,RPL36,1.55606,1
CRISPR.UMUC3,HitSelect,RPL9,1.62806,1
CRISPR.UMUC3,HitSelect,RPS13,1.31275,1
CRISPR.UMUC3,HitSelect,RPS8,1.4638,1
CRISPR.UMUC3,HitSelect,RPL35A,1.79969,1
CRISPR.UMUC3,HitSelect,POLR2D,1.39217,1
CRISPR.UMUC3,HitSelect,PSMD11,1.18186,1
CRISPR.UMUC3,HitSelect,PSMD6,0.881882,1
CRISPR.UMUC3,HitSelect,COPS4,1.21765,1
CRISPR.UMUC3,HitSelect,RPL18A,1.20268,1
CRISPR.UMUC3,HitSelect,POLR2A,1.19821,1
CRISPR.UMUC3,HitSelect,PSMA3,1.107,1
CRISPR.UMUC3,HitSelect,RPL34,1.26681,1
CRISPR.UMUC3,HitSelect,COPZ1,0.955671,1
CRISPR.UMUC3,HitSelect,PSMB3,1.30148,1
CRISPR.UMUC3,HitSelect,PSMC1,1.07901,1
CRISPR.UMUC3,HitSelect,RPL5,1.24941,1
CRISPR.UMUC3,HitSelect,RPS11,1.13424,1
CRISPR.UMUC3,HitSelect,PSMC4,0.891813,1
CRISPR.UMUC3,HitSelect,RPL30,1.15872,1
CRISPR.UMUC3,HitSelect,PSMC2,0.719905,1
CRISPR.UMUC3,HitSelect,POLA1,0.995519,1
CRISPR.UMUC3,HitSelect,COPS2,0.993061,1
CRISPR.UMUC3,HitSelect,NUP205,0.892136,1
CRISPR.UMUC3,HitSelect,NUP133,0.945913,1
CRISPR.UMUC3,HitSelect,NUP54,0.778598,1
CRISPR.UMUC3,HitSelect,COPS8,0.739108,1
CRISPR.UMUC3,HitSelect,RPL27,1.08923,1
CRISPR.UMUC3,HitSelect,POLR2F,0.773069,1
CRISPR.UMUC3,HitSelect,PSMD1,0.770107,1
CRISPR.UMUC3,HitSelect,NUP98,0.48115,1
CRISPR.UMUC3,HitSelect,RPL3,0.435437,1
CRISPR.UMUC3,HitSelect,COPS6,0.603302,1
CRISPR.UMUC3,HitSelect,RPS3A,0.462101,1
CRISPR.UMUC3,HitSelect,RPS24,0.851935,1
CRISPR.UMUC3,HitSelect,RPL6,0.83045,1
CRISPR.UMUC3,HitSelect,RPS7,0.435667,1
CRISPR.UMUC3,HitSelect,RPS27,0.239131,1
CRISPR.UMUC3,HitSelect,LYZL6,0.0826661,0
CRISPR.UMUC3,HitSelect,MRGPRD,0.092473,0
CRISPR.UMUC3,HitSelect,KRT25,0.170908,0
CRISPR.UMUC3,HitSelect,TPH2,0.0610026,0
CRISPR.UMUC3,HitSelect,FCRL4,0.302664,0
CRISPR.UMUC3,HitSelect,PIWIL3,0.121271,0
CRISPR.UMUC3,HitSelect,RPTN,0.272882,0
CRISPR.UMUC3,HitSelect,RNASE9,0.0435899,0
CRISPR.UMUC3,HitSelect,IL1F10,0.0891495,0
CRISPR.UMUC3,HitSelect,KRT9,0.0481006,0
CRISPR.UMUC3,HitSelect,ADH7,0.0956609,0
CRISPR.UMUC3,HitSelect,OR9Q2,0.0353477,0
CRISPR.UMUC3,HitSelect,DMRTC2,0.0326956,0
CRISPR.UMUC3,HitSelect,FAM71B,0.0311445,0
CRISPR.UMUC3,HitSelect,IL22,0.0235606,0
CRISPR.UMUC3,HitSelect,PLA2G2E,0.021231,0
CRISPR.UMUC3,HitSelect,CRYGB,0.0199678,0
CRISPR.UMUC3,HitSelect,NPHS2,0.0105073,0
CRISPR.UMUC3,HitSelect,MAGEB3,0.00640202,0
CRISPR.UMUC3,HitSelect,POU4F2,0.00230494,0
CRISPR.UMUC3,HitSelect,KRT74,-0.135415,0
CRISPR.UMUC3,HitSelect,KRT77,-0.185435,0
CRISPR.UMUC3,HitSelect,CABP5,-0.233559,0
CRISPR.UMUC3,HitSelect,DMRTB1,-0.240142,0
CRISPR.UMUC3,HitSelect,LHX5,-0.250216,0
CRISPR.UMUC3,HitSelect,TAS2R13,-0.259574,0
CRISPR.UMUC3,HitSelect,CYP7A1,-0.281808,0
CRISPR.UMUC3,HitSelect,RXFP2,-0.286602,0
CRISPR.UMUC3,HitSelect,OTUD6A,-0.289006,0
CRISPR.UMUC3,HitSelect,TAAR8,-0.313481,0
CRISPR.UMUC3,HitSelect,TGM6,-0.314798,0
CRISPR.UMUC3,HitSelect,OC90,-0.320617,0
CRISPR.UMUC3,HitSelect,OR12D2,-0.327841,0
CRISPR.UMUC3,HitSelect,TAAR1,-0.331262,0
CRISPR.UMUC3,HitSelect,VN1R2,-0.337018,0
CRISPR.UMUC3,HitSelect,SAGE1,-0.337553,0
CRISPR.UMUC3,HitSelect,NPSR1,-0.342558,0
CRISPR.UMUC3,HitSelect,DEFB129,-0.346126,0
CRISPR.UMUC3,HitSelect,LUZP4,-0.347609,0
CRISPR.UMUC3,HitSelect,OR52E8,-0.35717,0
CRISPR.UMUC3,HitSelect,NLRP5,-0.369582,0
CRISPR.UMUC3,HitSelect,SPATA16,-0.374763,0
CRISPR.UMUC3,HitSelect,ABCG8,-0.38342,0
CRISPR.UMUC3,HitSelect,HTR3D,-0.387153,0
CRISPR.UMUC3,HitSelect,OLIG2,-0.393822,0
CRISPR.UMUC3,HitSelect,TAS2R9,-0.424229,0
CRISPR.UMUC3,HitSelect,TRIM42,-0.442617,0
CRISPR.UMUC3,MAGeCK,PSMB2,0.99999963475,1
CRISPR.UMUC3,MAGeCK,PSMD6,0.99999940831,1
CRISPR.UMUC3,MAGeCK,RPS13,0.9999913556,1
CRISPR.UMUC3,MAGeCK,PSMD7,0.999987196,1
CRISPR.UMUC3,MAGeCK,RPL18A,0.999974242,1
CRISPR.UMUC3,MAGeCK,PSMD11,0.999964952,1
CRISPR.UMUC3,MAGeCK,NUP93,0.999959335,1
CRISPR.UMUC3,MAGeCK,RPL11,0.999949507,1
CRISPR.UMUC3,MAGeCK,COPB1,0.999924809,1
CRISPR.UMUC3,MAGeCK,COPA,0.999911364,1
CRISPR.UMUC3,MAGeCK,COPS4,0.999908884,1
CRISPR.UMUC3,MAGeCK,RPS19,0.99984196,1
CRISPR.UMUC3,MAGeCK,POLR2D,0.99974918,1
CRISPR.UMUC3,MAGeCK,PSMC4,0.99973652,1
CRISPR.UMUC3,MAGeCK,RPL3,0.99964963,1
CRISPR.UMUC3,MAGeCK,NUP54,0.9981787,1
CRISPR.UMUC3,MAGeCK,RPS8,0.9981655,1
CRISPR.UMUC3,MAGeCK,RPL35A,0.9980917,1
CRISPR.UMUC3,MAGeCK,PSMC1,0.9974255,1
CRISPR.UMUC3,MAGeCK,RPL36,0.997315,1
CRISPR.UMUC3,MAGeCK,PSMC2,0.9970125,1
CRISPR.UMUC3,MAGeCK,PSMA3,0.9964355,1
CRISPR.UMUC3,MAGeCK,RPL9,0.9960986,1
CRISPR.UMUC3,MAGeCK,RPS11,0.9946227,1
CRISPR.UMUC3,MAGeCK,POLR2F,0.9939712,1
CRISPR.UMUC3,MAGeCK,POLR2A,0.9938015,1
CRISPR.UMUC3,MAGeCK,RPS9,0.9931456,1
CRISPR.UMUC3,MAGeCK,RPS3A,0.9930809,1
CRISPR.UMUC3,MAGeCK,COPS6,0.9918244,1
CRISPR.UMUC3,MAGeCK,RPL34,0.9914098,1
CRISPR.UMUC3,MAGeCK,NUP205,0.9828479999999999,1
CRISPR.UMUC3,MAGeCK,NUP98,0.979448,1
CRISPR.UMUC3,MAGeCK,PSMB3,0.97823,1
CRISPR.UMUC3,MAGeCK,PSMD1,0.975699,1
CRISPR.UMUC3,MAGeCK,COPS2,0.96385,1
CRISPR.UMUC3,MAGeCK,COPZ1,0.962234,1
CRISPR.UMUC3,MAGeCK,POLA1,0.942612,1
CRISPR.UMUC3,MAGeCK,RPS27,0.932739,1
CRISPR.UMUC3,MAGeCK,NUP133,0.931482,1
CRISPR.UMUC3,MAGeCK,RPL6,0.923672,1
CRISPR.UMUC3,MAGeCK,RPL5,0.91845,1
CRISPR.UMUC3,MAGeCK,RPL30,0.908792,1
CRISPR.UMUC3,MAGeCK,COPS8,0.8193699999999999,1
CRISPR.UMUC3,MAGeCK,LYZL6,0.77259,0
CRISPR.UMUC3,MAGeCK,RPS24,0.70183,1
CRISPR.UMUC3,MAGeCK,RPL27,0.67686,1
CRISPR.UMUC3,MAGeCK,RPS7,0.38839999999999997,1
CRISPR.UMUC3,MAGeCK,MRGPRD,0.38463,0
CRISPR.UMUC3,MAGeCK,TPH2,0.34119,0
CRISPR.UMUC3,MAGeCK,KRT25,0.32884,0
CRISPR.UMUC3,MAGeCK,KRT9,0.13158000000000003,0
CRISPR.UMUC3,MAGeCK,PIWIL3,0.10782999999999998,0
CRISPR.UMUC3,MAGeCK,IL22,0.10301000000000005,0
