sgRNA	gene	counts	control mean	control stdev	fold change	p-value	p-value (adj.)	significant
COPS6-14	COPS6	1556.26424878	1449.37724567	57.2451712003	1.07374684778	1.0	1.0	False
PSMC2-17	PSMC2	2459.06047268	2288.21048492	82.7255715361	1.0746653286	1.0	1.0	False
RPS11-9	RPS11	456.61281938	424.43233288	24.1072394958	1.07582006366	1.0	1.0	False
RPS24-6	RPS24	1002.52750351	931.778547804	41.0747370325	1.07592893813	1.0	1.0	False
PIWIL3-3	PIWIL3	1738.77900885	1614.83844525	62.3183384205	1.07675106074	1.0	1.0	False
PSMD1-3	PSMD1	1902.71637369	1760.79733383	66.7697037501	1.08059930415	1.0	1.0	False
CRYGB-11	CRYGB	2180.07362515	2012.50116309	74.4056156708	1.08326577154	1.0	1.0	False
PSMC2-39	PSMC2	2232.87253788	2052.5517782	75.6167395194	1.08785199068	1.0	1.0	False
SAGE1-18	SAGE1	2346.61834371	2150.89235085	78.586694465	1.09099757725	1.0	1.0	False
PSMC1-10	PSMC1	1020.77897951	935.57353948	41.1958060823	1.0910729477	1.0	1.0	False
ADH7-10	ADH7	669.438066386	612.975812199	30.6573661094	1.09211171642	1.0	1.0	False
ADH7-11	ADH7	672.371339316	615.159475794	30.7309451902	1.09300330365	1.0	1.0	False
VN1R2-6	VN1R2	1213.72315444	1109.85578436	46.706753584	1.09358636639	1.0	1.0	False
RPS8-2	RPS8	900.188870185	822.965134658	37.5792568627	1.09383597467	1.0	1.0	False
ADH7-8	ADH7	879.981878892	803.829429877	36.9591861957	1.09473707504	1.0	1.0	False
NPHS2-4	NPHS2	2212.66554659	2019.22795669	74.6090995259	1.095797797	1.0	1.0	False
CYP7A1-10	CYP7A1	1272.06269382	1160.23540694	48.284580402	1.09638327378	1.0	1.0	False
NLRP5-4	NLRP5	923.003215193	841.519171361	38.1788308349	1.09682969397	1.0	1.0	False
PIWIL3-5	PIWIL3	1528.88703477	1393.73992476	55.5315279819	1.09696723729	1.0	1.0	False
OR12D2-2	OR12D2	1827.42903517	1664.93210916	63.8483238364	1.09759973101	1.0	1.0	False
DMRTC2-4	DMRTC2	1654.69185153	1506.86581988	59.0115002234	1.09810165557	1.0	1.0	False
FCRL4-7	FCRL4	1856.43584525	1687.56524792	64.5387951074	1.10006759593	1.0	1.0	False
IL1F10-10	IL1F10	1202.64190115	1093.07093649	46.1797200944	1.10024140337	1.0	1.0	False
RPL11-20	RPL11	2097.94198312	1906.55218756	71.1969097323	1.10038529069	1.0	1.0	False
DEFB129-9	DEFB129	1641.98100217	1491.57080677	58.5419708225	1.1008401309	1.0	1.0	False
TAAR8-6	TAAR8	1572.5602095	1426.22313064	56.5325418768	1.10260461755	1.0	1.0	False
RPS7-2	RPS7	1299.76582704	1177.40572946	48.8210167078	1.10392347728	1.0	1.0	False
PSMC4-5	PSMC4	930.17343791	842.568379553	38.2126891193	1.10397382632	1.0	1.0	False
CYP7A1-6	CYP7A1	1297.48439254	1174.81689207	48.7401771548	1.10441414428	1.0	1.0	False
MRGPRD-10	MRGPRD	1659.58063975	1497.28844402	58.7175257496	1.10839073552	1.0	1.0	False
FCRL4-1	FCRL4	1801.0295788	1622.89361047	62.5645332872	1.10976441535	1.0	1.0	False
RPS9-12	RPS9	2364.5439005	2129.7520228	77.9486819961	1.11024376321	1.0	1.0	False
IL1F10-20	IL1F10	2168.01461422	1949.70281935	72.5046252718	1.11197183114	1.0	1.0	False
RXFP2-11	RXFP2	2126.29695477	1910.51254031	71.3169841923	1.1129458247	1.0	1.0	False
TAAR8-10	TAAR8	1496.94695176	1336.86641054	53.7751309819	1.11974310968	1.0	1.0	False
TAAR1-3	TAAR1	1734.54205906	1547.77864306	60.2660696793	1.12066545616	1.0	1.0	False
VN1R2-4	VN1R2	1051.08946645	936.956664111	41.2399181417	1.12181225313	1.0	1.0	False
PLA2G2E-3	PLA2G2E	1581.6859475	1409.01327161	56.0023836943	1.12254865115	1.0	1.0	False
KRT25-5	KRT25	1863.28014875	1657.61038114	63.6248546319	1.12407606151	1.0	1.0	False
PSMD7-5	PSMD7	698.444876468	620.581745692	30.9134729011	1.12546796827	1.0	1.0	False
PSMC4-22	PSMC4	2432.00917789	2156.64151098	78.7601633492	1.12768356053	1.0	1.0	False
PSMA3-14	PSMA3	2339.44812099	2074.18104867	76.2704164029	1.12789002797	1.0	1.0	False
IL1F10-15	IL1F10	2089.14216433	1846.32206646	69.3694126601	1.1315155694	1.0	1.0	False
VN1R2-10	VN1R2	512.345005044	452.493859871	25.1123419184	1.13226951895	1.0	1.0	False
PSMC2-19	PSMC2	707.896533686	623.917941666	31.0256540163	1.1345987772	1.0	1.0	False
PSMC2-20	PSMC2	1960.07815543	1726.92450936	65.7384058556	1.13501090801	1.0	1.0	False
POU4F2-13	POU4F2	1779.19299143	1567.09202321	60.8576321963	1.1353468495	1.0	1.0	False
RPS24-14	RPS24	1601.8929388	1410.81397745	56.0578748673	1.13543880654	1.0	1.0	False
PSMC2-16	PSMC2	2110.32691327	1858.25108774	69.7315711085	1.1356521878	1.0	1.0	False
COPS8-38	COPS8	1571.90837107	1384.03464464	55.2321514828	1.13574351419	1.0	1.0	False
TAS2R9-9	TAS2R9	2913.71777677	2565.21889636	91.0505911146	1.13585541604	1.0	1.0	False
RXFP2-9	RXFP2	2548.03641821	2243.06687458	81.3658907258	1.13596096803	1.0	1.0	False
IL1F10-6	IL1F10	1754.74905035	1543.72184395	60.1417575227	1.13670027876	1.0	1.0	False
PSMD1-12	PSMD1	979.387239285	861.600080382	38.8260048407	1.13670746044	1.0	1.0	False
RPL30-24	RPL30	2396.80990273	2108.32395969	77.3017449328	1.13683188569	1.0	1.0	False
LHX5-13	LHX5	1086.94058004	955.541358988	41.8319879967	1.13751285574	1.0	1.0	False
TAAR1-6	TAAR1	901.818466257	791.939143986	36.5729872641	1.13874717913	1.0	1.0	False
RPS19-2	RPS19	2909.8067462	2550.81001924	90.6182495527	1.140738324	1.0	1.0	False
TAS2R13-8	TAS2R13	2887.64423962	2531.37778157	90.0350702861	1.1407401379	1.0	1.0	False
SAGE1-16	SAGE1	1933.67869906	1694.46504505	64.7491923951	1.14117355487	1.0	1.0	False
RPS8-8	RPS8	702.355907041	615.020445099	30.7262617443	1.14200416041	1.0	1.0	False
FAM71B-9	FAM71B	2272.63468204	1989.71448026	73.7161186847	1.14219135689	1.0	1.0	False
NLRP5-9	NLRP5	1800.05182116	1575.45856613	61.1137675197	1.14255738606	1.0	1.0	False
OLIG2-6	OLIG2	1386.78625729	1211.3048731	49.8782554545	1.14486970876	1.0	1.0	False
RPS11-12	RPS11	636.194306517	555.643823995	28.7097862695	1.14496783559	1.0	1.0	False
HTR3D-8	HTR3D	1103.88837919	964.090712522	42.1039534666	1.14500468146	1.0	1.0	False
NUP205-19	NUP205	1447.08131196	1263.6724273	51.5069807537	1.14513957945	1.0	1.0	False
NUP54-1	NUP54	729.733121051	637.081231311	31.4673761334	1.14543183065	1.0	1.0	False
PSMB3-3	PSMB3	2190.50304001	1912.33534232	71.3722463322	1.14545968562	1.0	1.0	False
PSMC1-17	PSMC1	1685.32825768	1471.21916484	57.9167587799	1.14553174534	1.0	1.0	False
OLIG2-18	OLIG2	2515.77041599	2196.1543539	79.9519290074	1.14553442545	1.0	1.0	False
PLA2G2E-2	PLA2G2E	1456.20704996	1271.18443032	51.740194598	1.14555135764	1.0	1.0	False
RPL27-10	RPL27	1633.83302181	1425.58555472	56.5129084185	1.14607854744	1.0	1.0	False
CYP7A1-8	CYP7A1	1313.78035326	1146.26936562	47.8477705376	1.14613579728	1.0	1.0	False
RPL36-17	RPL36	1334.9651022	1163.690194	48.3925670002	1.1471825655	1.0	1.0	False
NPSR1-14	NPSR1	1693.15031883	1475.61863696	58.0519572091	1.14741727735	1.0	1.0	False
RPS11-21	RPS11	4549.83223308	3963.56099803	132.782950749	1.14791528006	1.0	1.0	False
ADH7-9	ADH7	1782.77810279	1552.34953442	60.4061126066	1.14843858504	1.0	1.0	False
PSMC1-24	PSMC1	2888.29607805	2514.48938198	89.5281289628	1.14866107558	1.0	1.0	False
RPS9-11	RPS9	2680.03370005	2331.81874063	84.0381537341	1.14933191562	1.0	1.0	False
PSMC2-24	PSMC2	2967.49444715	2580.92406177	91.5217498065	1.14977983704	1.0	1.0	False
KRT74-5	KRT74	2503.71140505	2176.67698735	79.3645604923	1.15024480876	1.0	1.0	False
RPS3A-1	RPS3A	1543.55339942	1341.74816037	53.9260886921	1.15040470709	1.0	1.0	False
NLRP5-1	NLRP5	3320.79087557	2885.48553526	100.644129506	1.15086034395	1.0	1.0	False
PSMA3-24	PSMA3	1757.03048485	1525.46755966	59.5821572748	1.15179800037	1.0	1.0	False
LUZP4-10	LUZP4	2053.94288918	1781.90644178	67.4119050157	1.1526659543	1.0	1.0	False
RPL9-4	RPL9	1528.56111556	1324.65034952	53.3972067184	1.15393553938	1.0	1.0	False
PSMC4-10	PSMC4	3334.15356336	2888.29709726	100.728226416	1.15436655271	1.0	1.0	False
LYZL6-18	LYZL6	1470.22157618	1273.22369698	51.8034870028	1.15472369833	1.0	1.0	False
NPHS2-15	NPHS2	1253.15937938	1084.94601572	45.9243473776	1.1550430724	1.0	1.0	False
ABCG8-3	ABCG8	2086.86072983	1806.35601288	68.1552791405	1.15528761493	1.0	1.0	False
OTUD6A-1	OTUD6A	1014.58651444	877.934029751	39.3511460493	1.1556523384	1.0	1.0	False
PSMD6-1	PSMD6	798.502075291	690.800079153	33.2561968502	1.15590906745	1.0	1.0	False
CYP7A1-7	CYP7A1	1668.70637775	1438.04308893	56.8964234021	1.16040081872	1.0	1.0	False
OTUD6A-5	OTUD6A	2522.9406387	2173.21636241	79.2601805498	1.16092473917	1.0	1.0	False
NUP98-11	NUP98	2151.06681507	1851.27045713	69.5196558872	1.16194087514	1.0	1.0	False
NPSR1-2	NPSR1	2007.66236073	1727.78108868	65.764497665	1.16198885026	1.0	1.0	False
PSMD6-21	PSMD6	2315.00417991	1991.70424947	73.7763394354	1.16232326186	1.0	1.0	False
MRGPRD-2	MRGPRD	2036.3432516	1751.8166717	66.4963726896	1.16241801125	1.0	1.0	False
DEFB129-8	DEFB129	1788.64464865	1538.72300042	59.9885523531	1.16242146778	1.0	1.0	False
FCRL4-6	FCRL4	1573.53796714	1353.41918425	54.2868368378	1.16263902969	1.0	1.0	False
TAAR8-7	TAAR8	1432.41494731	1231.10660269	50.4947462861	1.16351820726	1.0	1.0	False
CYP7A1-9	CYP7A1	1003.83118037	862.467317898	38.8539150224	1.16390634119	1.0	1.0	False
IL22-3	IL22	1980.61106594	1699.07848042	64.8898465807	1.1656972228	1.0	1.0	False
COPS4-3	COPS4	1118.88066305	959.825862256	41.968314225	1.16571214326	1.0	1.0	False
RPS11-11	RPS11	1569.95285579	1345.26079241	54.0346858301	1.16702491045	1.0	1.0	False
FCRL4-14	FCRL4	1788.31872944	1531.62040724	59.7708213833	1.16759917861	1.0	1.0	False
RPS8-14	RPS8	1536.3831767	1315.36454305	53.1097711211	1.1680284259	1.0	1.0	False
RPS13-3	RPS13	2522.28880028	2159.37282032	78.8425689639	1.16806545704	1.0	1.0	False
COPS2-3	COPS2	1545.83483392	1323.06053145	53.3480051292	1.16837801232	1.0	1.0	False
NUP205-10	NUP205	2305.22660348	1972.80640142	73.2042920775	1.16850117772	1.0	1.0	False
LHX5-1	LHX5	1988.10720787	1700.72101496	64.9399193837	1.16897903323	1.0	1.0	False
PIWIL3-1	PIWIL3	807.953732508	690.857666923	33.2581033841	1.16949376289	1.0	1.0	False
NPHS2-2	NPHS2	1488.14713297	1272.30775441	51.7750599612	1.16964400147	1.0	1.0	False
RPL30-18	RPL30	2345.64058607	2005.22275689	74.1854147299	1.16976559238	1.0	1.0	False
PSMD1-4	PSMD1	1024.36409087	875.618795962	39.2767782191	1.1698744883	1.0	1.0	False
CRYGB-10	CRYGB	2471.77132204	2112.48468614	77.4273811421	1.17007774696	1.0	1.0	False
RPL30-19	RPL30	4087.02694863	3490.51843086	118.703486657	1.17089396019	1.0	1.0	False
NPSR1-8	NPSR1	1557.89384485	1328.32837707	53.5110181944	1.17282282886	1.0	1.0	False
RPS19-3	RPS19	1158.96872642	988.125084398	42.8672199286	1.17289677665	1.0	1.0	False
KRT9-6	KRT9	1560.17527935	1329.88543928	53.5591926732	1.17316517143	1.0	1.0	False
OC90-2	OC90	3514.06096971	2994.97721137	103.917759973	1.17331809951	1.0	1.0	False
PIWIL3-4	PIWIL3	2138.03004649	1822.1280462	68.6345666183	1.17336981391	1.0	1.0	False
VN1R2-3	VN1R2	1726.71999791	1471.36807544	57.9213352987	1.17354727667	1.0	1.0	False
COPS8-29	COPS8	1280.21067418	1090.62225511	46.1027738624	1.1738350911	1.0	1.0	False
SAGE1-2	SAGE1	2029.17302888	1728.06317469	65.7730899962	1.17424701747	1.0	1.0	False
SAGE1-11	SAGE1	2212.99146581	1883.0107628	70.4829280198	1.1752410074	1.0	1.0	False
PSMC1-9	PSMC1	2394.52846823	2037.44047485	75.1598876541	1.17526303114	1.0	1.0	False
KRT77-7	KRT77	1704.23157212	1449.34643948	57.2442235388	1.17586211667	1.0	1.0	False
TAS2R13-3	TAS2R13	1591.78944315	1353.17886689	54.2794108552	1.17633335999	1.0	1.0	False
FCRL4-9	FCRL4	2479.9193024	2108.0329051	77.2929559741	1.17641394326	1.0	1.0	False
RPL11-19	RPL11	1414.81530973	1202.59031813	49.6066950107	1.17647322484	1.0	1.0	False
RPL27-6	RPL27	3358.92342365	2851.57861569	99.629782184	1.17791717373	1.0	1.0	False
RPL9-19	RPL9	1557.89384485	1322.5181141	53.3312174796	1.17797543054	1.0	1.0	False
DMRTB1-14	DMRTB1	1528.56111556	1297.58214616	52.5589258912	1.17800720369	1.0	1.0	False
RPS9-30	RPS9	2130.20798535	1808.02302174	68.2059461501	1.17819737898	1.0	1.0	False
COPS4-8	COPS4	2006.68460309	1702.64886814	64.9986870081	1.17856631549	1.0	1.0	False
IL22-7	IL22	1348.97962842	1144.51017506	47.7927177742	1.17865236834	1.0	1.0	False
RPS9-26	RPS9	2490.34871726	2112.86816308	77.4389600416	1.17865788352	1.0	1.0	False
RPS19-17	RPS19	986.883381216	837.132482284	38.0372172603	1.17888554333	1.0	1.0	False
OR12D2-7	OR12D2	3165.65332951	2683.58986306	94.5998212369	1.17963380809	1.0	1.0	False
RPL5-3	RPL5	1427.52615909	1209.09296246	49.8093431226	1.180658728	1.0	1.0	False
RPL30-10	RPL30	1927.8121532	1632.00929423	62.8430615682	1.1812507196	1.0	1.0	False
TAS2R9-1	TAS2R9	2058.83167739	1742.11756916	66.2010984768	1.18179835497	1.0	1.0	False
RPL3-2	RPL3	2160.19255307	1826.8764528	68.7788254272	1.18245136378	1.0	1.0	False
RPS9-38	RPS9	547.218360985	462.706975071	25.474985621	1.1826455845	1.0	1.0	False
POU4F2-1	POU4F2	2078.06091104	1756.44646923	66.6372914637	1.1831051771	1.0	1.0	False
RPTN-4	RPTN	1701.95013762	1438.10304706	56.8982687474	1.18346883493	1.0	1.0	False
OTUD6A-6	OTUD6A	897.255597255	757.976826078	35.4658239539	1.18375069842	1.0	1.0	False
RPS3A-9	RPS3A	4103.97474778	3466.84984565	117.998233543	1.1837763187	1.0	1.0	False
COPA-4	COPA	1273.04045146	1074.96147129	45.6102915504	1.18426612066	1.0	1.0	False
RPS9-39	RPS9	1270.43309775	1072.1194719	45.5208509529	1.18497343911	1.0	1.0	False
RPL35A-5	RPL35A	1402.7562988	1182.49388206	48.979858483	1.18626939224	1.0	1.0	False
PSMC2-10	PSMC2	1372.11989264	1155.91025012	48.1493511895	1.18704708475	1.0	1.0	False
MAGEB3-2	MAGEB3	2415.71321716	2034.95413477	75.0847066618	1.1871094173	1.0	1.0	False
IL22-9	IL22	1635.13669867	1377.26588492	55.0232745473	1.18723386426	1.0	1.0	False
COPS8-25	COPS8	2059.15759661	1734.12741289	65.9577896487	1.18743154702	1.0	1.0	False
HTR3D-17	HTR3D	1584.29330122	1333.57438124	53.6733103811	1.18800520129	1.0	1.0	False
PSMB2-5	PSMB2	1236.21158024	1040.55120511	44.5258968678	1.18803531644	1.0	1.0	False
RPL3-1	RPL3	876.722686748	737.797677677	34.8049638407	1.18829689124	1.0	1.0	False
KRT74-3	KRT74	1903.36821212	1599.41513728	61.8467588552	1.1900401389	1.0	1.0	False
RPS7-8	RPS7	1866.53934089	1568.17822436	60.8908897798	1.19025969874	1.0	1.0	False
HTR3D-3	HTR3D	2570.52484401	2159.10994145	78.8346378803	1.19054838045	1.0	1.0	False
TAAR1-17	TAAR1	1924.22704184	1615.91232088	62.3511637832	1.19079916464	1.0	1.0	False
OLIG2-1	OLIG2	1322.25425284	1110.09983223	46.7144113754	1.19111292016	1.0	1.0	False
IL22-6	IL22	2417.66873245	2029.01844859	74.9052108906	1.19154595865	1.0	1.0	False
PSMB2-22	PSMB2	1822.54024695	1529.4296689	59.7036521105	1.19164698058	1.0	1.0	False
RPL36-18	RPL36	2864.17805619	2403.05216677	86.1805301807	1.19189175158	1.0	1.0	False
RNASE9-12	RNASE9	3671.47995026	3080.31472553	106.467352253	1.19191715049	1.0	1.0	False
FCRL4-8	FCRL4	2741.30651235	2299.73516173	83.0725373867	1.1920096531	1.0	1.0	False
FCRL4-5	FCRL4	2887.31832041	2422.22634253	86.7568570463	1.19201012297	1.0	1.0	False
PSMC2-36	PSMC2	2760.20982679	2312.50902158	83.4570439206	1.19359959292	1.0	1.0	False
RPL9-20	RPL9	2986.7236808	2501.8095171	89.1474505639	1.19382537335	1.0	1.0	False
RXFP2-5	RXFP2	1360.71272014	1139.28508507	47.6291599825	1.19435665223	1.0	1.0	False
KRT77-9	KRT77	1538.01277277	1287.65869774	52.2512916469	1.19442580202	1.0	1.0	False
RPL18A-4	RPL18A	2060.13535425	1724.47819884	65.6638865281	1.19464273636	1.0	1.0	False
NPSR1-5	NPSR1	1609.71499994	1347.44271303	54.1021326123	1.19464448052	1.0	1.0	False
ADH7-2	ADH7	3056.47039268	2557.96288138	90.8328814281	1.1948845759	1.0	1.0	False
PLA2G2E-4	PLA2G2E	1720.20161363	1438.84114106	56.9209848392	1.19554658575	1.0	1.0	False
RPS9-3	RPS9	2540.8661955	2125.02975588	77.8061325383	1.19568499616	1.0	1.0	False
LHX5-9	LHX5	2480.57114083	2072.80882245	76.2289530715	1.19671969453	1.0	1.0	False
SAGE1-9	SAGE1	2466.55661461	2058.02960276	75.7823148956	1.19850395315	1.0	1.0	False
RPL30-13	RPL30	2933.92476807	2447.91943787	87.5289058368	1.1985381229	1.0	1.0	False
TAS2R9-8	TAS2R9	2184.96241337	1822.83485365	68.6560408603	1.19866174876	1.0	1.0	False
KRT74-6	KRT74	3399.01148702	2835.13474349	99.1377490512	1.19888886933	1.0	1.0	False
PSMB2-3	PSMB2	1609.06316151	1340.73284588	53.8946953948	1.20013704927	1.0	1.0	False
KRT77-5	KRT77	1203.6196588	1002.85865165	43.3342052066	1.20018873729	1.0	1.0	False
COPS6-7	COPS6	2367.80309265	1971.94231111	73.1781302288	1.20074663407	1.0	1.0	False
RPL3-7	RPL3	677.260127532	563.902040984	28.9923043721	1.20102443033	1.0	1.0	False
ABCG8-1	ABCG8	1580.70818986	1316.09892745	53.1325086827	1.20105575416	1.0	1.0	False
DMRTB1-5	DMRTB1	2639.29379825	2197.43790616	79.9906298431	1.20107776008	1.0	1.0	False
RPL18A-25	RPL18A	1166.79078757	970.764740157	42.3160921087	1.20192950908	1.0	1.0	False
KRT9-4	KRT9	2122.71184342	1765.76266116	66.9207969034	1.20215014742	1.0	1.0	False
PSMC4-3	PSMC4	2576.06547065	2142.1894697	78.3240707954	1.20253857424	1.0	1.0	False
TRIM42-7	TRIM42	2456.45311897	2042.53086489	75.3137975611	1.20265165202	1.0	1.0	False
FAM71B-1	FAM71B	3249.74048683	2701.2414511	95.1287194349	1.20305442725	1.0	1.0	False
RPL27-17	RPL27	1607.43356544	1335.98309326	53.7478121933	1.2031840624	1.0	1.0	False
TAAR1-5	TAAR1	1677.83211575	1394.12877861	55.5435199851	1.20349865916	1.0	1.0	False
FAM71B-5	FAM71B	1716.29058305	1425.88731263	56.5222007957	1.20366495153	1.0	1.0	False
RXFP2-2	RXFP2	1327.46896027	1102.6912198	46.4818767737	1.20384468148	1.0	1.0	False
TAS2R9-2	TAS2R9	1645.24019431	1366.16591265	54.6805916703	1.20427554155	1.0	1.0	False
RPL30-16	RPL30	1817.32553952	1508.82225538	59.0715386017	1.20446628689	1.0	1.0	False
POLA1-12	POLA1	1011.00140308	839.271716741	38.1062880954	1.20461750696	1.0	1.0	False
TAS2R9-5	TAS2R9	1138.1098967	944.681675913	41.4861675239	1.2047549198	1.0	1.0	False
TAS2R9-7	TAS2R9	2540.8661955	2108.01334818	77.2923654133	1.20533686264	1.0	1.0	False
TAAR1-10	TAAR1	1631.22566809	1353.13209989	54.2779657099	1.20551841777	1.0	1.0	False
IL1F10-17	IL1F10	1857.7395221	1540.72141022	60.0498033214	1.20575952913	1.0	1.0	False
ABCG8-2	ABCG8	2051.98737389	1699.82849325	64.9127110907	1.20717318367	1.0	1.0	False
RPS9-24	RPS9	1530.51663084	1267.56857507	51.6279513845	1.20744286419	1.0	1.0	False
OR52E8-8	OR52E8	2428.09814731	2010.37604902	74.3413257939	1.20778306551	1.0	1.0	False
PSMD11-11	PSMD11	990.794411789	820.045617394	37.4847669072	1.20821865366	1.0	1.0	False
MAGEB3-10	MAGEB3	2554.22888329	2112.6666937	77.4328767817	1.20900702932	1.0	1.0	False
COPZ1-18	COPZ1	5230.67747198	4324.70665563	143.515310862	1.20948722965	1.0	1.0	False
VN1R2-5	VN1R2	1070.97053853	885.425757225	39.591638411	1.2095543074	1.0	1.0	False
IL22-8	IL22	1865.56158325	1541.63253686	60.0777276884	1.21012078991	1.0	1.0	False
LUZP4-6	LUZP4	2570.85076322	2124.35963662	77.7859029196	1.21017680759	1.0	1.0	False
FAM71B-2	FAM71B	3615.7477646	2986.97711649	103.678663203	1.21050400575	1.0	1.0	False
COPS8-24	COPS8	1316.06178776	1087.14510883	45.9934833214	1.21056681125	1.0	1.0	False
LYZL6-3	LYZL6	1677.83211575	1385.67219868	55.2826744678	1.21084345731	1.0	1.0	False
OTUD6A-7	OTUD6A	2757.60247307	2276.80740485	82.3822087933	1.21117072406	1.0	1.0	False
TRIM42-5	TRIM42	3192.7046243	2635.35932958	93.1542059478	1.21148740077	1.0	1.0	False
ADH7-12	ADH7	3246.8072139	2679.27813511	94.470614113	1.21182163634	1.0	1.0	False
IL1F10-1	IL1F10	1419.37817873	1170.86073859	48.6166135385	1.21225192027	1.0	1.0	False
PSMD11-24	PSMD11	2016.13626031	1662.50367282	63.7742103543	1.2127108609	1.0	1.0	False
RPL36-5	RPL36	2771.29108008	2285.13965665	82.6331102669	1.21274473182	1.0	1.0	False
OLIG2-14	OLIG2	998.942392149	823.511998226	37.5969515865	1.21302712565	1.0	1.0	False
RPL3-6	RPL3	2994.87166116	2468.83891087	88.1573305386	1.2130688835	1.0	1.0	False
RPS9-36	RPS9	2511.5334662	2069.50770222	76.129201719	1.21358981342	1.0	1.0	False
RPL3-3	RPL3	1245.66323745	1025.80541327	44.0601899007	1.21432702668	1.0	1.0	False
RPL35A-10	RPL35A	1260.98144053	1037.94010365	44.4434775355	1.21488844693	1.0	1.0	False
NPHS2-6	NPHS2	1980.93698515	1630.14591731	62.7861332228	1.2151899803	1.0	1.0	False
NUP54-10	NUP54	2197.67326273	1807.78886592	68.1988293586	1.21566921014	1.0	1.0	False
CRYGB-9	CRYGB	1548.76810685	1272.65786944	51.7859262514	1.2169555888	1.0	1.0	False
OTUD6A-9	OTUD6A	2461.34190718	2021.43488006	74.6758524711	1.2176211717	1.0	1.0	False
RPL11-22	RPL11	2487.08952512	2042.27974905	75.3062053331	1.21780061046	1.0	1.0	False
SPATA16-8	SPATA16	2132.16350063	1748.88658266	66.4071791301	1.21915481642	1.0	1.0	False
TAAR8-8	TAAR8	3484.4023212	2857.74125733	99.8141629293	1.2192854452	1.0	1.0	False
TGM6-8	TGM6	1690.2170459	1386.05145263	55.2943749146	1.21944754842	1.0	1.0	False
RPL27-18	RPL27	2418.97240931	1983.57367473	73.530250408	1.21950217435	1.0	1.0	False
RPL36-32	RPL36	1512.91699326	1240.49460514	50.7867568707	1.21960787817	1.0	1.0	False
MAGEB3-4	MAGEB3	3014.75273324	2471.90288036	88.2493592395	1.21960808298	1.0	1.0	False
SAGE1-25	SAGE1	2274.91611654	1864.53195117	69.922212358	1.22010036627	1.0	1.0	False
PLA2G2E-18	PLA2G2E	2044.81715117	1675.36900636	64.1667834073	1.22051747609	1.0	1.0	False
OLIG2-2	OLIG2	2800.94972859	2294.15518485	82.9045519774	1.22090682753	1.0	1.0	False
RXFP2-10	RXFP2	852.930584096	698.444357442	33.5090771417	1.2211861618	1.0	1.0	False
RNASE9-4	RNASE9	1845.68051117	1509.88829447	59.1042508652	1.22239540364	1.0	1.0	False
RPS19-19	RPS19	2924.14719164	2389.93835712	85.78627996	1.22352410594	1.0	1.0	False
OR9Q2-5	OR9Q2	1756.37864642	1435.30612218	56.8121819342	1.22369619921	1.0	1.0	False
PSMC4-8	PSMC4	2124.01552027	1734.82214865	65.9789472969	1.22434194302	1.0	1.0	False
IL1F10-8	IL1F10	1545.18299549	1261.39953807	51.4363975044	1.22497507638	1.0	1.0	False
CABP5-10	CABP5	1836.55477317	1499.0486982	58.7715646321	1.22514683838	1.0	1.0	False
RPL5-2	RPL5	1276.29964361	1041.63367718	44.5600593956	1.22528646257	1.0	1.0	False
DMRTB1-4	DMRTB1	1874.68732125	1529.33538327	59.7007611335	1.22581831412	1.0	1.0	False
RPL18A-3	RPL18A	1826.77719674	1490.14189917	58.4980911473	1.22590821569	1.0	1.0	False
PSMB3-8	PSMB3	1906.30148505	1554.88128378	60.4836701119	1.22601095334	1.0	1.0	False
RPL9-12	RPL9	1711.72771405	1396.05009851	55.602769024	1.22612198221	1.0	1.0	False
RPS27-10	RPS27	2528.80718456	2061.16589372	75.8771061772	1.22688192749	1.0	1.0	False
TGM6-4	TGM6	2473.0749989	2014.74611194	74.4735278645	1.22748716786	1.0	1.0	False
NPHS2-7	NPHS2	1551.70137978	1263.66624588	51.5067888059	1.22793608268	1.0	1.0	False
RPS8-6	RPS8	1468.26606089	1195.56416805	49.387635021	1.22809473563	1.0	1.0	False
RNASE9-8	RNASE9	3751.33015779	3052.85045771	105.646984089	1.2287959105	1.0	1.0	False
DMRTB1-3	DMRTB1	1119.20658226	910.27884597	40.3878519127	1.22952058835	1.0	1.0	False
TPH2-1	TPH2	2611.91658424	2123.47564875	77.759216652	1.23001956052	1.0	1.0	False
RPS13-8	RPS13	2554.88072172	2075.18027422	76.3006084394	1.2311608555	1.0	1.0	False
OTUD6A-3	OTUD6A	3185.8603208	2586.86375987	91.6999211293	1.23155319202	1.0	1.0	False
LHX5-7	LHX5	2777.48354515	2254.5669955	81.7123509035	1.23193657616	1.0	1.0	False
SAGE1-21	SAGE1	2455.47536132	1992.94424702	73.8138669547	1.23208432197	1.0	1.0	False
ADH7-6	ADH7	1261.95919817	1024.06404397	44.0051517711	1.23230495749	1.0	1.0	False
RPS9-21	RPS9	2578.02098594	2091.0251482	76.7792935621	1.23289812567	1.0	1.0	False
ADH7-14	ADH7	2541.19211471	2061.00886804	75.8723603657	1.23298456116	1.0	1.0	False
PSMC4-1	PSMC4	2440.80899667	1976.43083319	73.3140229249	1.23495796346	1.0	1.0	False
OLIG2-8	OLIG2	636.194306517	515.111886605	27.3122953557	1.23506042679	1.0	1.0	False
COPB1-13	COPB1	1534.1017422	1242.06512297	50.8355907849	1.2351218256	1.0	1.0	False
