	sgID	gene	Control_3	Control_2	Control_1	Model	Mean	Sample Variance	Model Variance	n	p
179	FCRL4-7	FCRL4	811.762571073	811.737261325	789.791317947	Neg. Binomial	804.430383448	107.15122614	1065.40776661	2479.55678752	0.755044602318
180	FCRL4-8	FCRL4	850.682694344	871.32528552	810.450321153	Neg. Binomial	844.152767006	638.946856636	1131.540375	2479.55678752	0.746020898289
181	FCRL4-9	FCRL4	264.100836479	263.718886197	252.657234605	Neg. Binomial	260.15898576	28.1624495346	287.455274441	2479.55678752	0.905041614792
182	HTR3D-1	HTR3D	2153.49591162	2271.76350877	2140.22524013	Neg. Binomial	2188.49488684	3496.18348603	4120.09407176	2479.55678752	0.531175951016
183	HTR3D-10	HTR3D	1221.68750578	1214.73417998	1247.85128557	Neg. Binomial	1228.09099044	203.292755027	1836.34787264	2479.55678752	0.668768161382
184	HTR3D-2	HTR3D	470.832400346	466.653201528	476.106912954	Neg. Binomial	471.197504943	14.9620939709	560.740559484	2479.55678752	0.840312863004
185	HTR3D-3	HTR3D	1233.31299715	1147.48825709	1127.45916344	Neg. Binomial	1169.42013923	2108.00941221	1720.94752062	2479.55678752	0.679521092431
186	HTR3D-4	HTR3D	1707.93631859	1513.39222896	1658.181832	Neg. Binomial	1626.50345985	6809.66009936	2693.43345243	2479.55678752	0.603877351558
187	HTR3D-5	HTR3D	1098.10347799	1095.79744092	977.384565445	Neg. Binomial	1057.09516145	3177.77585903	1507.76045212	2479.55678752	0.701102857532
188	HTR3D-6	HTR3D	784.467939169	783.020141231	848.91880988	Neg. Binomial	805.468963427	944.293931554	1067.12066437	2479.55678752	0.75480589058
189	HTR3D-7	HTR3D	982.101292401	878.983184212	912.083118531	Neg. Binomial	924.389198381	1847.94384005	1269.00537914	2479.55678752	0.728435996867
190	HTR3D-8	HTR3D	396.024890682	311.58075302	367.82524098	Neg. Binomial	358.476961561	1232.16389496	410.303051052	2479.55678752	0.873688266858
191	HTR3D-9	HTR3D	1122.87082917	1101.30155561	1155.00450105	Neg. Binomial	1126.39229528	486.868086592	1638.08035552	2479.55678752	0.687629450829
192	IL1F10-1	IL1F10	535.278059008	525.044679053	546.157556007	Neg. Binomial	535.493431356	74.3154548366	651.140395551	2479.55678752	0.822393196636
193	IL1F10-10	IL1F10	875.450045516	885.923154901	829.209645902	Neg. Binomial	863.52761544	607.142519959	1164.25875674	2479.55678752	0.741697333554
194	IL1F10-2	IL1F10	250.958976674	260.607864853	240.54678445	Neg. Binomial	250.704541992	67.1068596596	276.052929935	2479.55678752	0.908175624332
195	IL1F10-3	IL1F10	446.823233393	484.840710921	478.244051216	Neg. Binomial	469.969331843	275.123589947	559.046207995	2479.55678752	0.840662766552
196	IL1F10-4	IL1F10	1209.55655827	1197.98252659	1155.95434028	Neg. Binomial	1187.83114171	530.391603032	1756.86139273	2479.55678752	0.676109764052
197	IL1F10-5	IL1F10	1406.17899921	1345.63638574	1272.5471055	Neg. Binomial	1341.45416348	2984.99266092	2067.18840832	2479.55678752	0.648926899011
198	IL1F10-6	IL1F10	670.487578162	613.82844201	661.088102575	Neg. Binomial	648.468040916	614.675929724	818.05915583	2479.55678752	0.792690890743
199	IL1F10-7	IL1F10	1517.88480756	1664.15710945	1557.26141404	Neg. Binomial	1579.76777702	3819.19923725	2586.26468076	2479.55678752	0.610829892535
200	IL1F10-8	IL1F10	1006.36318743	996.962685931	1027.96350433	Neg. Binomial	1010.42979256	168.443762225	1422.18417175	2479.55678752	0.71047745618
201	IL1F10-9	IL1F10	1210.82019863	1270.01463616	1152.15498337	Neg. Binomial	1210.99660605	2315.16518575	1802.43810368	2479.55678752	0.671865848585
202	IL22-1	IL22	790.280684853	772.49053053	794.540514086	Neg. Binomial	785.77057649	91.2041678611	1034.78096495	2479.55678752	0.759359326372
203	IL22-10	IL22	1767.83287194	1781.17937383	1687.15192845	Neg. Binomial	1745.38805807	1725.4115822	2973.98644654	2479.55678752	0.58688500753
204	IL22-2	IL22	391.223057292	361.596403851	334.343408199	Neg. Binomial	362.387623114	539.528760785	415.35063249	2479.55678752	0.872486026905
205	IL22-3	IL22	1372.56616547	1362.8666578	1337.6110926	Neg. Binomial	1357.68130529	217.086793551	2101.07969649	2479.55678752	0.646182678152
206	IL22-4	IL22	2892.47279761	2851.84933467	2983.44501464	Neg. Binomial	2909.25571564	3027.07033326	6322.67575167	2479.55678752	0.46013046215
207	IL22-5	IL22	1909.10786485	1948.45659838	1895.64163896	Neg. Binomial	1917.7353674	502.120223186	3400.94759221	2479.55678752	0.563882657819
208	IL22-6	IL22	624.996524989	624.118743377	634.730064003	Neg. Binomial	627.948444123	23.1236008581	786.976561753	2479.55678752	0.797925217397
209	IL22-7	IL22	847.649957466	794.267679934	831.821703779	Neg. Binomial	824.579780393	501.167319582	1098.79484078	2479.55678752	0.750440163884
210	IL22-8	IL22	1413.00265718	1394.21618057	1345.20980643	Neg. Binomial	1384.14288139	816.71411362	2156.80173952	2479.55678752	0.641757124
211	IL22-9	IL22	1301.54957691	1415.5147113	1285.60739488	Neg. Binomial	1334.22389436	3346.45732043	2052.15598983	2479.55678752	0.650157152271
212	KRT25-1	KRT25	810.498930708	823.224109362	837.520739146	Neg. Binomial	823.747926405	121.833547357	1097.40999766	2479.55678752	0.750629143314
213	KRT25-10	KRT25	1287.14407674	1270.9718735	1288.93183218	Neg. Binomial	1282.34926081	65.2551492152	1945.5402129	2479.55678752	0.65912246496
214	KRT25-2	KRT25	656.082077991	630.819404732	663.700160452	Neg. Binomial	650.200547725	197.486881921	820.699063585	2479.55678752	0.792252089195
215	KRT25-3	KRT25	1503.47930738	1384.6438072	1453.72893821	Neg. Binomial	1447.2840176	2374.41451803	2292.044274	2479.55678752	0.631438072124
216	KRT25-4	KRT25	924.479291714	973.271061854	935.829099227	Neg. Binomial	944.526484265	434.595058815	1304.32073619	2479.55678752	0.724152011124
217	KRT25-5	KRT25	1693.53081842	1570.82646914	1536.12749122	Neg. Binomial	1600.16159293	4559.57597939	2632.81272492	2479.55678752	0.607776458151
218	KRT25-6	KRT25	1045.03058262	959.151811141	1098.7265268	Neg. Binomial	1034.30297352	3304.39100705	1465.74404654	2479.55678752	0.705650468756
219	KRT25-7	KRT25	1294.97864701	1248.23748675	1294.39340774	Neg. Binomial	1279.2031805	479.494178877	1939.14401559	2479.55678752	0.65967415015
220	KRT25-8	KRT25	704.605868043	704.287370306	737.550160416	Neg. Binomial	715.481132922	243.537894074	921.934662901	2479.55678752	0.776064901032
221	KRT25-9	KRT25	910.831975762	917.511987005	875.989227873	Neg. Binomial	901.44439688	331.419906289	1229.16506243	2479.55678752	0.733379449543
222	KRT74-1	KRT74	1591.68140493	1587.09950386	1498.37138191	Neg. Binomial	1559.05076357	1844.49264869	2539.32243777	2479.55678752	0.613963292089
223	KRT74-10	KRT74	1399.10261316	1412.40368996	1478.89967774	Neg. Binomial	1430.13532695	1218.4673945	2254.99526309	2479.55678752	0.634207685649
224	KRT74-2	KRT74	1510.55569343	1576.8092025	1478.66221794	Neg. Binomial	1522.00903796	1671.06131346	2456.25322356	2479.55678752	0.619646632259
225	KRT74-3	KRT74	774.611544315	784.216687901	800.951928874	Neg. Binomial	786.59338703	118.460325828	1036.12554521	2479.55678752	0.759168028109
226	KRT74-4	KRT74	1168.86733849	1228.85343069	1180.88762001	Neg. Binomial	1192.86946306	671.504157715	1766.73716517	2479.55678752	0.675182187015
227	KRT74-5	KRT74	1507.27022848	1489.46129554	1450.64196072	Neg. Binomial	1482.45782825	558.984395314	2368.77800595	2479.55678752	0.625832317138
228	KRT74-6	KRT74	601.998270329	570.513452535	601.723150835	Neg. Binomial	591.411624566	218.379412248	732.47220097	2479.55678752	0.807418525622
229	KRT74-7	KRT74	1188.58012819	1169.2654065	1240.96495117	Neg. Binomial	1199.60349529	917.561428721	1779.96872554	2479.55678752	0.673946389101
230	KRT74-8	KRT74	1387.98257794	1385.3617352	1457.0533755	Neg. Binomial	1410.13256288	1101.92613124	2212.07985237	2479.55678752	0.637469104638
231	KRT74-9	KRT74	1480.48105272	1529.90457301	1417.63504755	Neg. Binomial	1476.00689109	2110.75011897	2354.63018116	2479.55678752	0.626852956742
232	KRT77-1	KRT77	1394.80623591	1396.84858324	1351.1463016	Neg. Binomial	1380.93370692	444.339954852	2150.01385563	2479.55678752	0.642290608174
233	KRT77-10	KRT77	1814.58756548	1846.03220338	1850.99919525	Neg. Binomial	1837.20632137	259.915893712	3198.4685777	2479.55678752	0.574401866624
234	KRT77-2	KRT77	655.829349918	652.835863471	695.994694198	Neg. Binomial	668.219969196	387.211167996	848.299703396	2479.55678752	0.787716848798
235	KRT77-3	KRT77	1050.33787216	1057.7472568	1131.97089978	Neg. Binomial	1080.01867625	1358.66659515	1550.44159494	2479.55678752	0.696587784909
236	KRT77-4	KRT77	1768.59105616	1764.66702978	1685.7271696	Neg. Binomial	1739.66175185	1457.03591157	2960.21174129	2479.55678752	0.587681525473
237	KRT77-5	KRT77	556.254489082	529.112937733	542.833118709	Neg. Binomial	542.733515175	122.782262037	661.528805517	2479.55678752	0.820423102741
238	KRT77-6	KRT77	1192.37104929	1202.2900946	1138.14485476	Neg. Binomial	1177.60199955	794.831047466	1736.87391311	2479.55678752	0.678000855825
239	KRT77-7	KRT77	1148.14363648	1217.12727332	1136.2451763	Neg. Binomial	1167.1720287	1271.35879163	1716.58091961	2479.55678752	0.679939998963
240	KRT77-8	KRT77	243.882590624	286.692582272	242.683922713	Neg. Binomial	257.75303187	418.988256205	284.546782177	2479.55678752	0.905837099606
241	KRT77-9	KRT77	1791.08385467	1781.17937383	1828.20305378	Neg. Binomial	1800.15542743	409.684462146	3107.06623471	2479.55678752	0.57937465488
242	KRT9-1	KRT9	858.769992686	822.50618136	842.507395092	Neg. Binomial	841.261189713	219.953849238	1126.68332357	2479.55678752	0.746670490379
243	KRT9-10	KRT9	976.288546718	1033.81632339	986.408038109	Neg. Binomial	998.837636072	628.821634236	1401.19850486	2479.55678752	0.712845205449
244	KRT9-2	KRT9	1275.2658573	1241.29751606	1281.33311835	Neg. Binomial	1265.96549724	310.389923774	1912.31836492	2479.55678752	0.662005616042
245	KRT9-3	KRT9	1295.48410315	1241.05820673	1200.59678399	Neg. Binomial	1245.71303129	1511.43425207	1871.55106982	2479.55678752	0.665604616074
246	KRT9-4	KRT9	549.68355918	533.181196413	497.003375966	Neg. Binomial	526.62271052	484.04048585	638.469908628	2479.55678752	0.82481993811
247	KRT9-5	KRT9	817.06986061	860.077746816	907.808842006	Neg. Binomial	861.652149811	1373.49982986	1161.07841462	2479.55678752	0.742113658268
248	KRT9-6	KRT9	1189.33831241	1175.48744918	1259.0118965	Neg. Binomial	1207.94588603	1335.8431147	1796.41124037	2479.55678752	0.67242169214
249	KRT9-7	KRT9	1224.21478651	1104.17326762	1126.98424383	Neg. Binomial	1151.79076599	2709.34281366	1686.81459577	2479.55678752	0.682820014054
250	KRT9-8	KRT9	662.147551747	602.820212641	658.950964312	Neg. Binomial	641.3062429	742.290291087	807.172053779	2479.55678752	0.794509968349
251	KRT9-9	KRT9	1135.7599609	1194.15357724	1249.03858461	Neg. Binomial	1192.98404092	2139.35833921	1766.96199095	2479.55678752	0.675161122327
252	LHX5-1	LHX5	800.642535853	770.815365191	747.523472308	Neg. Binomial	772.993791117	472.645255075	1013.97209987	2479.55678752	0.762342268805
253	LHX5-10	LHX5	1404.40990269	1353.29428443	1431.40771635	Neg. Binomial	1396.37063449	1049.26629098	2182.74139183	2479.55678752	0.639732512389
254	LHX5-2	LHX5	1034.16327548	984.039981889	963.374436834	Neg. Binomial	993.859231401	883.385443298	1392.21920316	2479.55678752	0.713866917758
255	LHX5-3	LHX5	508.48888325	494.891702954	496.528456352	Neg. Binomial	499.969680852	36.7348983634	600.781924003	2479.55678752	0.832198275075
256	LHX5-4	LHX5	330.315591654	279.752611583	293.975241016	Neg. Binomial	301.347814751	453.279914016	337.971499239	2479.55678752	0.891636766502
257	LHX5-5	LHX5	1001.56135404	949.81874711	1009.44163938	Neg. Binomial	986.940580177	699.365061288	1379.77357102	2479.55678752	0.715291697789
258	LHX5-6	LHX5	601.24008611	547.300447126	543.070578516	Neg. Binomial	563.870370584	701.22978399	692.098849328	2479.55678752	0.814725195876
259	LHX5-7	LHX5	887.833721102	997.919923268	910.658359689	Neg. Binomial	932.137334686	2250.50183469	1282.55480247	2479.55678752	0.726781680509
260	LHX5-8	LHX5	1472.64648245	1553.83550642	1517.60562628	Neg. Binomial	1514.69587172	1102.84293801	2439.98364707	2479.55678752	0.620781157092
261	LHX5-9	LHX5	918.919274104	916.554749668	953.401124942	Neg. Binomial	929.625049571	283.582709317	1278.15618108	2479.55678752	0.727317258511
262	LUZP4-1	LUZP4	315.910091483	346.519915801	319.858359974	Neg. Binomial	327.429455753	184.820969775	370.667041209	2479.55678752	0.883351955665
263	LUZP4-10	LUZP4	1595.97778217	1723.50582431	1653.90755547	Neg. Binomial	1657.79705398	2718.13102135	2766.17702174	2479.55678752	0.599309820361
264	LUZP4-2	LUZP4	1330.36057725	1339.65365239	1301.75466175	Neg. Binomial	1323.9229638	260.110348742	2030.8122042	2479.55678752	0.651917967136
265	LUZP4-3	LUZP4	831.475360782	910.093397647	895.460932044	Neg. Binomial	879.009896824	1165.45089998	1190.62139232	2479.55678752	0.738278265868
266	LUZP4-4	LUZP4	1282.08951527	1248.47679609	1263.52363283	Neg. Binomial	1264.69664806	188.990464148	1909.75451472	2479.55678752	0.662229955899
267	LUZP4-5	LUZP4	716.231359409	657.143431485	684.596623464	Neg. Binomial	685.990471453	582.8686105	875.775569053	2479.55678752	0.783294825402
268	LUZP4-6	LUZP4	1272.99130464	1368.37077248	1313.39019229	Neg. Binomial	1318.25075647	1528.01968965	2019.09578881	2479.55678752	0.65289163782
269	LUZP4-7	LUZP4	310.350073872	288.846366279	279.490192791	Neg. Binomial	292.895544314	166.919964768	327.493582282	2479.55678752	0.894355065748
270	LUZP4-8	LUZP4	1836.0694517	1918.30362228	1889.46768398	Neg. Binomial	1881.28025265	1160.59348436	3308.63832198	2479.55678752	0.568596525089
271	LUZP4-9	LUZP4	489.028821615	501.353054975	499.377974036	Neg. Binomial	496.586616875	29.2102920512	596.039176019	2479.55678752	0.833144257719
272	LYZL6-1	LYZL6	2008.68272568	2051.12030272	2009.8598061	Neg. Binomial	2023.22094483	389.418004963	3674.08976632	2479.55678752	0.550672703586
273	LYZL6-10	LYZL6	1852.49677645	2040.59069202	2029.80642989	Neg. Binomial	1974.29796612	7437.14828746	3546.29360608	2479.55678752	0.556721519824
274	LYZL6-2	LYZL6	1803.46753026	1795.05931521	1715.64710528	Neg. Binomial	1771.39131692	1565.49157888	3036.87037892	2479.55678752	0.583295003045
275	LYZL6-3	LYZL6	904.513773933	871.32528552	896.885690886	Neg. Binomial	890.908250113	201.444192954	1211.01284062	2479.55678752	0.735672009599
276	LYZL6-4	LYZL6	1884.84596982	1851.53631806	1875.22009556	Neg. Binomial	1870.53412781	195.901296923	3281.63224862	2479.55678752	0.570001141535
277	LYZL6-5	LYZL6	1061.20517931	1041.71353141	975.009967375	Neg. Binomial	1025.97622603	1362.10048371	1450.49855263	2479.55678752	0.70732661137
278	LYZL6-6	LYZL6	1558.57402734	1489.93991421	1502.64565844	Neg. Binomial	1517.0532	888.895541044	2445.22327588	2479.55678752	0.620415000529
279	LYZL6-7	LYZL6	1029.36144209	976.621392531	977.622025252	Neg. Binomial	994.534953291	606.609038674	1393.43679668	2479.55678752	0.713728068373
280	LYZL6-8	LYZL6	1292.45136627	1302.5607056	1313.86511191	Neg. Binomial	1302.95906126	76.504094005	1987.63880881	2479.55678752	0.655531103279
281	LYZL6-9	LYZL6	822.124422074	832.557173393	806.176044627	Neg. Binomial	820.285880031	117.684110916	1091.65249215	2479.55678752	0.75141666962
282	MAGEB3-1	MAGEB3	597.196436939	618.375319358	630.930707091	Neg. Binomial	615.500821129	193.798200481	768.286699121	2479.55678752	0.80113429249
283	MAGEB3-10	MAGEB3	1119.58536421	1125.23248902	1107.27507985	Neg. Binomial	1117.36431103	56.2112959714	1620.88292768	2479.55678752	0.689355345749
284	MAGEB3-2	MAGEB3	1476.43740355	1520.81081831	1458.95305396	Neg. Binomial	1485.40042527	677.898380936	2375.24268842	2479.55678752	0.625367855048
285	MAGEB3-3	MAGEB3	516.323453519	510.207500337	540.933440254	Neg. Binomial	522.48813137	176.348857134	632.585971757	2479.55678752	0.825955924882
286	MAGEB3-4	MAGEB3	1427.15542928	1440.64219138	1492.67234655	Neg. Binomial	1453.48998907	797.944027502	2305.51046263	2479.55678752	0.630441723266
287	MAGEB3-5	MAGEB3	873.933677077	889.273485579	905.671703743	Neg. Binomial	889.6262888	167.945957832	1208.81032109	2479.55678752	0.735951929994
288	MAGEB3-6	MAGEB3	1083.44524975	978.057248536	1043.16093197	Neg. Binomial	1034.88781009	1885.32740617	1466.81692938	2479.55678752	0.705533041895
289	MAGEB3-7	MAGEB3	1018.99959109	994.808901924	976.434726217	Neg. Binomial	996.747739744	303.840832988	1397.42662788	2479.55678752	0.713273756103
290	MAGEB3-8	MAGEB3	1058.93062665	1026.63704336	1088.99067472	Neg. Binomial	1058.18611491	648.273039495	1509.78208538	2479.55678752	0.700886654544
291	MAGEB3-9	MAGEB3	1378.63163923	1348.50809775	1430.45787712	Neg. Binomial	1385.86587137	1145.4614471	2160.44954821	2479.55678752	0.641471064443
292	MRGPRD-1	MRGPRD	1402.89353426	1487.78613021	1479.37459736	Neg. Binomial	1456.68475394	1458.53997166	2312.4548186	2479.55678752	0.629930038947
293	MRGPRD-10	MRGPRD	851.693606637	757.41404248	844.881993162	Neg. Binomial	817.996547426	1842.85296581	1087.85056124	2479.55678752	0.751938342056
294	MRGPRD-2	MRGPRD	805.94982539	756.935423812	748.94823115	Neg. Binomial	770.611160117	635.04317273	1010.10620338	2479.55678752	0.762901126178
295	MRGPRD-3	MRGPRD	1531.78485158	1544.02382372	1535.89003141	Neg. Binomial	1537.23290224	25.8670575358	2490.26007532	2479.55678752	0.617298135833
296	MRGPRD-4	MRGPRD	1414.7717537	1420.77951665	1410.98617295	Neg. Binomial	1415.5124811	16.2592686783	2223.59059983	2479.55678752	0.636588624366
297	MRGPRD-5	MRGPRD	1739.52732774	1630.175184	1697.12524034	Neg. Binomial	1688.94258403	2026.45982226	2839.36070169	2479.55678752	0.594831992646
298	MRGPRD-6	MRGPRD	652.796613039	647.571058121	689.108359796	Neg. Binomial	663.158676985	341.244089687	840.520789874	2479.55678752	0.788985453989
299	MRGPRD-7	MRGPRD	1023.04324026	1014.91088599	955.538263205	Neg. Binomial	997.830796485	905.351716615	1399.38090553	2479.55678752	0.713051601991
300	MRGPRD-8	MRGPRD	1038.45965272	1023.76533135	994.481671546	Neg. Binomial	1018.90221854	334.168737798	1437.59064551	2479.55678752	0.708756850724
301	MRGPRD-9	MRGPRD	1052.61242482	992.655117917	1051.94694483	Neg. Binomial	1032.40482919	790.093583707	1462.26380104	2479.55678752	0.706031858584
302	NLRP5-1	NLRP5	1560.34312385	1622.99590398	1617.81366481	Neg. Binomial	1600.38423088	806.121059896	2633.32273801	2479.55678752	0.607743292449
303	NLRP5-10	NLRP5	1024.81233677	1033.33770472	1109.41221811	Neg. Binomial	1055.85408653	1446.35037877	1505.46179774	2479.55678752	0.701348973529
304	NLRP5-2	NLRP5	714.209534824	771.293983859	711.192121843	Neg. Binomial	732.231880175	764.441435613	948.465494603	2479.55678752	0.772017415859
305	NLRP5-3	NLRP5	1110.48715358	1138.63381173	1157.85401873	Neg. Binomial	1135.65832801	378.36340403	1655.79960668	2479.55678752	0.685867011583
306	NLRP5-4	NLRP5	1525.9721059	1502.38399959	1574.35852014	Neg. Binomial	1534.23820854	897.552827855	2483.55580127	2479.55678752	0.617758702164
307	NLRP5-5	NLRP5	1537.09214112	1537.08385303	1550.37507964	Neg. Binomial	1541.5170246	39.2325810241	2499.86359245	2479.55678752	0.616640455604
308	NLRP5-6	NLRP5	1288.15498903	1200.1363106	1293.68102831	Neg. Binomial	1260.65744265	1836.49323046	1901.60149995	2479.55678752	0.662945124245
309	NLRP5-7	NLRP5	1758.7346613	1693.11353888	1807.30659077	Neg. Binomial	1753.05159698	2189.49079334	2992.46257444	2479.55678752	0.585822396562
310	NLRP5-8	NLRP5	814.037123732	780.866357224	779.105626634	Neg. Binomial	791.336369197	258.178823605	1043.88684611	2479.55678752	0.758067191045
311	NLRP5-9	NLRP5	673.267586968	669.108898191	724.72733084	Neg. Binomial	689.034605333	639.867775783	880.507811245	2479.55678752	0.782542297222
312	NPHS2-1	NPHS2	395.519434536	402.996918653	386.58456573	Neg. Binomial	395.03363964	45.0122197522	457.968909859	2479.55678752	0.862577417671
313	NPHS2-10	NPHS2	840.06811527	931.152619049	866.490835595	Neg. Binomial	879.237189971	1463.96591305	1191.00985843	2479.55678752	0.738228305796
314	NPHS2-2	NPHS2	1306.85686644	1329.84196969	1412.6483916	Neg. Binomial	1349.78240924	2064.11836407	2084.55588226	2479.55678752	0.647515579089
315	NPHS2-3	NPHS2	1172.91098766	1234.59685471	1222.91800584	Neg. Binomial	1210.1419494	715.804841321	1800.74892605	2479.55678752	0.672021475007
316	NPHS2-4	NPHS2	1342.74425284	1264.51052147	1317.1895492	Neg. Binomial	1308.14810784	1060.95995164	1998.29220159	2479.55678752	0.654633044554
317	NPHS2-5	NPHS2	625.754709209	637.998684756	644.228456281	Neg. Binomial	635.993950082	58.8893690366	799.123226482	2479.55678752	0.795864678945
318	NPHS2-6	NPHS2	1134.74904861	1097.47260626	1088.04083549	Neg. Binomial	1106.75416345	406.683180777	1600.75566585	2479.55678752	0.691394812501
319	NPHS2-7	NPHS2	1740.79096811	1798.40964589	1761.00192841	Neg. Binomial	1766.7341808	569.74803027	3025.56788904	2479.55678752	0.583934734105
320	NPHS2-8	NPHS2	2246.75257062	2186.56938583	2129.0646292	Neg. Binomial	2187.46219522	2308.80714691	4117.23887127	2479.55678752	0.531293486633
321	NPHS2-9	NPHS2	1299.7804804	1326.73094834	1323.36350418	Neg. Binomial	1316.62497764	143.758490329	2015.74239268	2479.55678752	0.653171249669
322	NPSR1-1	NPSR1	863.06636993	859.599128148	907.808842006	Neg. Binomial	876.824780028	482.009675924	1186.88894099	2479.55678752	0.738758909742
323	NPSR1-10	NPSR1	889.855545688	882.333514889	904.009485095	Neg. Binomial	892.066181891	80.7514036055	1213.00340619	2479.55678752	0.735419354422
324	NPSR1-2	NPSR1	1668.2580111	1654.82404542	1765.98858436	Neg. Binomial	1696.35688029	2454.36567793	2856.89761878	2479.55678752	0.59377587392
325	NPSR1-3	NPSR1	1199.70016341	1157.53924912	1162.84067468	Neg. Binomial	1173.36002907	351.585524019	1728.6099692	2479.55678752	0.678788188184
326	NPSR1-4	NPSR1	1016.9777665	1021.61154735	1093.02749143	Neg. Binomial	1043.87226843	1211.69662841	1483.33359405	2479.55678752	0.703733989857
327	NPSR1-5	NPSR1	1099.11439029	1150.3599691	1071.18118919	Neg. Binomial	1106.88518286	1075.07247326	1601.00365363	2479.55678752	0.691369554561
328	NPSR1-6	NPSR1	1289.16590132	1292.50971357	1220.30594796	Neg. Binomial	1267.32718762	1107.36200282	1915.07125565	2479.55678752	0.661765030349
329	NPSR1-7	NPSR1	688.431271359	665.758567513	649.690031841	Neg. Binomial	667.959956904	252.570330858	847.899576063	2479.55678752	0.787781921069
330	NPSR1-8	NPSR1	1083.44524975	1075.69545686	1152.62990298	Neg. Binomial	1103.92353653	1196.16494802	1595.40136057	2479.55678752	0.691940952174
331	NPSR1-9	NPSR1	874.439133224	929.956072379	897.598070307	Neg. Binomial	900.664425303	518.389688672	1227.8182179	2479.55678752	0.733548673712
332	NUP133-1	NUP133	1461.77917531	1402.59200726	1461.09019222	Neg. Binomial	1441.82045826	769.514800344	2280.21474079	2479.55678752	0.632317839398
333	NUP133-10	NUP133	858.769992686	914.879584329	953.638584749	Neg. Binomial	909.096053921	1516.73290532	1242.40386095	2479.55678752	0.731723461665
334	NUP133-2	NUP133	866.099106808	854.334322798	827.309967447	Neg. Binomial	849.247799018	263.702584145	1140.11503294	2479.55678752	0.744879046835
335	NUP133-3	NUP133	847.649957466	832.317864059	844.407073548	Neg. Binomial	841.458298358	43.5264856017	1127.01419748	2479.55678752	0.746626174047
336	NUP133-4	NUP133	863.82455415	836.625432073	857.46736293	Neg. Binomial	852.639116384	134.954689313	1145.83403995	2479.55678752	0.744120951777
337	NUP133-5	NUP133	644.456586624	611.674658003	632.118006126	Neg. Binomial	629.416416918	182.758432811	789.188932667	2479.55678752	0.797548458758
338	NUP133-6	NUP133	863.319098003	871.085976186	859.367041386	Neg. Binomial	864.590705192	23.6973978956	1166.06276313	2479.55678752	0.74146155124
339	NUP133-7	NUP133	1215.11657588	1255.17745744	1190.14855248	Neg. Binomial	1220.1475286	717.448322685	1820.56127957	2479.55678752	0.670204042176
340	NUP133-8	NUP133	522.388927275	569.556215198	548.532154076	Neg. Binomial	546.825765516	372.24805596	667.419260022	2479.55678752	0.819313733167
341	NUP133-9	NUP133	831.222632709	873.718378861	850.106108915	Neg. Binomial	851.682373495	302.223711849	1144.21968055	2479.55678752	0.744334665772
342	NUP205-1	NUP205	1085.21434626	1142.22345174	1122.23504769	Neg. Binomial	1116.55761523	557.789637607	1619.34945061	2479.55678752	0.689509984895
343	NUP205-10	NUP205	733.669596459	664.083402175	695.994694198	Neg. Binomial	697.915897611	808.885250432	894.356891658	2479.55678752	0.780355028423
344	NUP205-2	NUP205	1425.38633277	1362.38803913	1451.59179994	Neg. Binomial	1413.12205728	1401.42471709	2218.47322279	2479.55678752	0.63697954195
345	NUP205-3	NUP205	974.519450205	1039.5597474	1027.96350433	Neg. Binomial	1014.01423398	802.331114874	1428.69514465	2479.55678752	0.709748498674
346	NUP205-4	NUP205	1883.32960138	1967.36203578	1980.41479004	Neg. Binomial	1943.7021424	1850.8175869	3467.35267438	2479.55678752	0.560572380411
347	NUP205-5	NUP205	879.240966614	909.614778979	855.092764861	Neg. Binomial	881.316170151	497.594905441	1194.56497158	2479.55678752	0.737771650029
348	NUP205-6	NUP205	1613.16329115	1637.8330827	1715.40964547	Neg. Binomial	1655.46867311	1897.89318645	2760.73738138	2479.55678752	0.59964728419
349	NUP205-7	NUP205	1158.75821556	1109.91669163	1089.94051394	Neg. Binomial	1119.53847371	835.602021241	1625.01848547	2479.55678752	0.688938915908
350	NUP205-8	NUP205	423.824978733	463.781489519	402.731832603	Neg. Binomial	430.112766952	640.944908602	504.721662068	2479.55678752	0.85217813951
351	NUP205-9	NUP205	1181.50374214	1255.41676678	1248.32620519	Neg. Binomial	1228.41557137	1108.7392048	1836.99401715	2479.55678752	0.668709620118
352	NUP54-10	NUP54	520.36710269	547.300447126	536.421703921	Neg. Binomial	534.696417912	122.389146324	649.999386881	2479.55678752	0.822610649647
353	NUP54-11	NUP54	1093.80710075	1024.48325935	989.969935214	Neg. Binomial	1036.0867651	1864.34683066	1469.0172752	2479.55678752	0.705292430932
354	NUP54-15	NUP54	1340.21697211	1219.99898533	1288.69437237	Neg. Binomial	1282.97010994	2425.11098111	1946.80338501	2479.55678752	0.659013704114
355	NUP54-16	NUP54	603.261910695	570.752761869	612.171382341	Neg. Binomial	595.395351635	316.858396023	738.362686173	2479.55678752	0.806372481687
356	NUP54-18	NUP54	1108.46532899	1105.36981429	1072.60594804	Neg. Binomial	1095.48036377	263.21648278	1579.46896748	2479.55678752	0.693575110576
357	NUP54-19	NUP54	1218.40204083	1177.64123319	1153.81720202	Neg. Binomial	1183.28682535	711.136589419	1747.97149726	2479.55678752	0.676948581373
