	sgID	gene	Control_3	Control_2	Control_1	Model	Mean	Sample Variance	Model Variance	n	p
176	MAGEB3-4	MAGEB3	2598.72475983	2418.11342641	2398.87045484	Neg. Binomial	2471.90288036	8103.60988196	7787.94940618	1149.40751934	0.317400993694
177	MAGEB3-7	MAGEB3	1920.14316107	1971.65098372	1871.34358847	Neg. Binomial	1921.04591109	1677.33640244	5131.75867433	1149.40751934	0.374344553788
178	MAGEB3-8	MAGEB3	1188.77014888	1289.81785749	1266.64417914	Neg. Binomial	1248.4107285	1868.00259695	2604.35222081	1149.40751934	0.479355564323
179	MAGEB3-9	MAGEB3	2091.61891998	2042.80172043	2035.47110939	Neg. Binomial	2056.63058327	621.048162686	5736.55200788	1149.40751934	0.358513368386
180	MRGPRD-10	MRGPRD	1465.82873464	1489.10736174	1536.92923568	Neg. Binomial	1497.28844402	876.011928326	3447.74783016	1149.40751934	0.434280149761
181	MRGPRD-2	MRGPRD	1596.84392122	1747.40814052	1911.19795337	Neg. Binomial	1751.8166717	16479.4604951	4421.76758087	1149.40751934	0.396180179004
182	MRGPRD-4	MRGPRD	12.3308410905	14.8371204521	21.0141196769	Neg. Binomial	16.0606937398	13.3151202967	16.2851101275	1149.40751934	0.986219535154
183	MRGPRD-5	MRGPRD	1207.26641052	1317.80606198	1286.5713616	Neg. Binomial	1270.5479447	2164.87736873	2675.00376443	1149.40751934	0.474970525871
184	MRGPRD-9	MRGPRD	1538.65776483	1588.58351023	1569.53735242	Neg. Binomial	1565.59287583	423.209456755	3698.06635595	1149.40751934	0.423354457475
185	NLRP5-1	NLRP5	2777.52195564	2987.31932012	2891.61533002	Neg. Binomial	2885.48553526	7354.60954903	10129.2408041	1149.40751934	0.284866910668
186	NLRP5-3	NLRP5	1627.67102395	1743.02444584	1716.27387775	Neg. Binomial	1695.65644918	2430.27450404	4197.16330838	1149.40751934	0.40400058911
187	NLRP5-4	NLRP5	786.476458305	875.052899393	863.028156384	Neg. Binomial	841.519171361	1538.94920434	1457.62312392	1149.40751934	0.577322874171
188	NLRP5-6	NLRP5	1224.22131702	1256.43433647	1290.55679809	Neg. Binomial	1257.07081719	733.60189532	2631.8895937	1149.40751934	0.477630528349
189	NLRP5-9	NLRP5	1507.05998453	1584.19981555	1635.1158983	Neg. Binomial	1575.45856613	2771.25756265	3734.89258045	1149.40751934	0.421821654088
190	NPHS2-1	NPHS2	894.371317847	921.587504447	992.373686119	Neg. Binomial	936.110836138	1706.20761285	1698.50666424	1149.40751934	0.551137570341
191	NPHS2-13	NPHS2	1016.5237124	1056.13321037	1076.79247724	Neg. Binomial	1049.81646667	625.337961376	2008.67100272	1149.40751934	0.522642316859
192	NPHS2-15	NPHS2	1160.64041765	1050.73789384	1043.45973568	Neg. Binomial	1084.94601572	2873.64983922	2109.04568206	1149.40751934	0.514425090435
193	NPHS2-2	NPHS2	1243.87359501	1300.60849054	1272.44117767	Neg. Binomial	1272.30775441	536.48362935	2680.65683399	1149.40751934	0.47462537475
194	NPHS2-4	NPHS2	1910.12435268	1978.39512938	2169.16438802	Neg. Binomial	2019.22795669	12017.2832114	5566.51773207	1149.40751934	0.36274526623
195	NPHS2-6	NPHS2	1593.76121095	1688.73407328	1607.94246769	Neg. Binomial	1630.14591731	1749.8040173	3942.09852507	1149.40751934	0.413522368084
196	NPHS2-7	NPHS2	1302.0597514	1277.00398073	1211.9350055	Neg. Binomial	1263.66624588	1442.6925561	2652.9492931	1149.40751934	0.476325065527
197	NPSR1-1	NPSR1	803.431364804	743.542059021	749.262060203	Neg. Binomial	765.411828009	728.195657961	1275.11378889	1149.40751934	0.600269430602
198	NPSR1-14	NPSR1	1429.60688893	1496.18871468	1501.06030726	Neg. Binomial	1475.61863696	1062.49588061	3370.02973581	1149.40751934	0.437865168155
199	NPSR1-2	NPSR1	1703.19742563	1647.93199204	1832.21384838	Neg. Binomial	1727.78108868	5962.14534058	4324.96915313	1149.40751934	0.399489806172
200	NPSR1-3	NPSR1	1372.1914101	1335.00363341	1335.1212243	Neg. Binomial	1347.43875594	306.349248668	2927.02751837	1149.40751934	0.460343726692
201	NPSR1-5	NPSR1	1281.25145706	1373.78247095	1387.29421108	Neg. Binomial	1347.44271303	2221.069037	2927.0407532	1149.40751934	0.460342997124
202	NPSR1-8	NPSR1	1350.22709941	1328.25948775	1306.49854405	Neg. Binomial	1328.32837707	318.700131848	2863.4290682	1149.40751934	0.463894283892
203	NUP133-1	NUP133	1351.76845455	1357.25931409	1446.71344603	Neg. Binomial	1385.24707156	1894.08251853	3054.72409948	1149.40751934	0.453476983991
204	NUP133-10	NUP133	981.072544265	1006.90094705	1032.59036343	Neg. Binomial	1006.85461825	442.348688432	1888.83616546	1149.40751934	0.53305555911
205	NUP133-11	NUP133	1094.36214678	1132.34205632	1098.53122173	Neg. Binomial	1108.41180828	289.225250031	2177.29009214	1149.40751934	0.509078607522
206	NUP133-17	NUP133	734.841061238	715.891061815	747.088185753	Neg. Binomial	732.606769602	164.706119891	1199.55401837	1149.40751934	0.610732620944
207	NUP133-4	NUP133	990.706013867	997.796350406	925.708203007	Neg. Binomial	971.403522427	1052.40992047	1792.36979201	1149.40751934	0.541966019934
208	NUP133-6	NUP133	1542.51115267	1475.61907042	1540.55235976	Neg. Binomial	1519.56086095	966.079955769	3528.47864797	1149.40751934	0.430656102121
209	NUP133-9	NUP133	1483.93965749	1554.86278193	1535.47998604	Neg. Binomial	1524.76080849	895.798647099	3547.45118068	1149.40751934	0.429818686946
210	NUP205-10	NUP205	1993.74286882	1974.34864198	1950.32769346	Neg. Binomial	1972.80640142	315.335494896	5358.86837857	1149.40751934	0.368138618464
211	NUP205-11	NUP205	1105.92231031	1205.17882945	1258.31099375	Neg. Binomial	1189.8040445	3988.57714617	2421.42437106	1149.40751934	0.491365354509
212	NUP205-19	NUP205	1299.36237991	1298.92245413	1192.73244787	Neg. Binomial	1263.6724273	2516.27259678	2652.96906636	1149.40751934	0.476323845357
213	NUP205-2	NUP205	1554.84199376	1313.4223673	1529.3206751	Neg. Binomial	1465.86167872	11727.4281175	3335.30347807	1149.40751934	0.439498740776
214	NUP205-20	NUP205	633.111622242	550.322285861	533.686177311	Neg. Binomial	572.373361805	1890.69482509	857.399568604	1149.40751934	0.667568987394
215	NUP205-3	NUP205	1702.04140928	1636.46694441	1573.88510132	Neg. Binomial	1637.464485	2737.83742194	3970.22279268	1149.40751934	0.412436422465
216	NUP205-4	NUP205	903.619448665	906.413176712	773.536991553	Neg. Binomial	861.18987231	3842.8145719	1506.43360327	1149.40751934	0.571674629696
217	NUP54-1	NUP54	623.47815264	621.473022574	666.29251872	Neg. Binomial	637.081231311	427.319747133	990.195760719	1149.40751934	0.643389172711
218	NUP54-10	NUP54	1758.68621054	1811.81473157	1852.86565565	Neg. Binomial	1807.78886592	1486.39844399	4651.08032588	1149.40751934	0.388681497471
219	NUP54-11	NUP54	1030.78124741	1089.51673138	1023.89486563	Neg. Binomial	1048.06428147	867.056510636	2003.72075633	1149.40751934	0.523059053096
220	NUP54-12	NUP54	1806.46821976	1605.10666709	1768.08455212	Neg. Binomial	1726.55314632	7620.17464934	4320.05085443	1149.40751934	0.399660375422
221	NUP54-13	NUP54	2191.03632627	2075.1736196	2180.03376027	Neg. Binomial	2148.74790205	2726.7635952	6165.70226233	1149.40751934	0.348500107632
222	NUP54-19	NUP54	1638.07517112	1532.26989397	1609.02940491	Neg. Binomial	1593.12482333	1992.27063636	3801.25958844	1149.40751934	0.419104453739
223	NUP54-2	NUP54	1009.97295307	1002.85445965	1057.5899196	Neg. Binomial	1023.47244411	590.446558448	1934.80791584	1149.40751934	0.528978838535
224	NUP54-26	NUP54	1083.57266083	1126.60953251	1055.05373274	Neg. Binomial	1088.41197536	865.081562681	2119.06525383	1149.40751934	0.513628343153
225	NUP54-3	NUP54	795.339250339	961.715171124	911.578019086	Neg. Binomial	889.54414685	4856.23693237	1577.97603535	1149.40751934	0.563724750517
226	NUP54-5	NUP54	1050.81886418	1169.77206474	1223.89131497	Neg. Binomial	1148.16074796	5225.87004349	2295.07607693	1149.40751934	0.50027132412
227	NUP54-6	NUP54	791.871201282	814.018381169	876.07140308	Neg. Binomial	827.32032851	1270.08323201	1422.80879927	1149.40751934	0.581469786339
228	NUP54-7	NUP54	1638.4605099	1675.24578196	1576.78360058	Neg. Binomial	1630.16329748	1650.22206066	3942.16520432	1149.40751934	0.413519782401
229	NUP93-12	NUP93	1382.59555728	1339.0501208	1190.55857342	Neg. Binomial	1304.06808383	6758.23865018	2783.60735834	1149.40751934	0.468481332299
230	NUP93-13	NUP93	1136.36407425	1154.26052972	1048.53210939	Neg. Binomial	1113.05223779	2134.80400389	2190.89909645	1149.40751934	0.508034459273
231	NUP93-2	NUP93	1099.75688976	1051.07510112	1057.22760719	Neg. Binomial	1069.35319936	468.501083561	2064.22772883	1149.40751934	0.518040322985
232	NUP93-5	NUP93	1430.76290528	1374.11967824	1401.424395	Neg. Binomial	1402.10232617	534.972323589	3112.45387685	1149.40751934	0.450481318487
233	NUP93-6	NUP93	812.679495622	823.797392376	803.608921436	Neg. Binomial	813.361936478	68.1619225768	1388.9259802	1149.40751934	0.585604955249
234	NUP93-9	NUP93	1164.87914427	1067.2610507	1175.34145227	Neg. Binomial	1135.82721575	2368.90280938	2258.23457982	1149.40751934	0.502971314803
235	NUP98-11	NUP98	1823.03778748	1911.96529463	1818.80828927	Neg. Binomial	1851.27045713	1844.9130923	4832.98255468	1149.40751934	0.383049273649
236	NUP98-4	NUP98	1640.38720382	1610.16477634	1678.23107488	Neg. Binomial	1642.92768501	775.397188503	3991.27788524	1149.40751934	0.411629491168
237	NUP98-6	NUP98	817.303561031	730.053767701	813.391356458	Neg. Binomial	786.916228397	1619.22060895	1325.66087735	1149.40751934	0.593602965766
238	NUP98-8	NUP98	1812.63364031	1851.26798369	1807.57660462	Neg. Binomial	1823.82607621	380.79141149	4717.78796552	1149.40751934	0.386585003298
239	OC90-1	OC90	2953.23644118	2950.56372628	2992.3381795	Neg. Binomial	2965.37944899	364.577142935	10615.8212014	1149.40751934	0.279335850965
240	OC90-10	OC90	2508.94082314	2357.07890819	2306.11847833	Neg. Binomial	2390.71273655	7421.76779756	7363.28103157	1149.40751934	0.32468036006
241	OC90-13	OC90	1290.49958788	1266.88776224	1227.51443906	Neg. Binomial	1261.63392973	674.989540019	2646.45188668	1149.40751934	0.476726569667
242	OC90-2	OC90	3077.31552965	2855.13406519	3052.48203927	Neg. Binomial	2994.97721137	9880.83647417	10798.9008379	1149.40751934	0.277340930928
243	OC90-7	OC90	1538.27242604	1390.30562782	1342.36747246	Neg. Binomial	1423.64850877	6952.332328	3186.97008309	1149.40751934	0.446709090972
244	OC90-9	OC90	2220.70741265	2165.20796416	2049.96360572	Neg. Binomial	2145.29299418	5057.21094888	6149.34025629	1149.40751934	0.348865553826
245	OLIG2-1	OLIG2	1068.92978703	1204.50441489	1056.86529478	Neg. Binomial	1110.09983223	4480.3712755	2182.23623015	1149.40751934	0.508698287057
246	OLIG2-11	OLIG2	1387.99030025	1427.39842895	1399.61283296	Neg. Binomial	1405.00052072	273.347024306	3122.43009205	1149.40751934	0.449970208875
247	OLIG2-14	OLIG2	795.339250339	887.529568864	787.667175474	Neg. Binomial	823.511998226	2058.93479734	1413.5307686	1149.40751934	0.582592198569
248	OLIG2-16	OLIG2	554.117171505	490.636596769	461.223695666	Neg. Binomial	501.99248798	1502.67777484	721.232795485	1149.40751934	0.696020052225
249	OLIG2-17	OLIG2	1258.90180759	1342.42219363	1284.39748715	Neg. Binomial	1295.24049612	1221.39456918	2754.81676874	1149.40751934	0.470173011439
250	OLIG2-18	OLIG2	2252.69053173	2233.99824989	2101.77428009	Neg. Binomial	2196.1543539	4512.03273324	6392.310952	1149.40751934	0.343561877761
251	OLIG2-2	OLIG2	2262.32400133	2258.95158884	2361.18996438	Neg. Binomial	2294.15518485	2248.72636098	6873.16473858	1149.40751934	0.333784402398
252	OLIG2-20	OLIG2	2713.94105627	2709.46051893	2714.80687481	Neg. Binomial	2712.73615	5.48981975499	9115.11067403	1149.40751934	0.29760869034
253	OLIG2-4	OLIG2	1228.84538243	1171.12089387	1262.65874265	Neg. Binomial	1220.87500632	1428.29307424	2517.66118178	1149.40751934	0.484924268267
254	OLIG2-5	OLIG2	1194.16489186	1072.99357452	1195.99325954	Neg. Binomial	1154.38390864	3312.75039881	2313.76575199	1149.40751934	0.498919956633
255	OLIG2-6	OLIG2	1178.36600171	1263.17848213	1192.37013546	Neg. Binomial	1211.3048731	1378.12161725	2487.84036718	1149.40751934	0.486890111231
256	OLIG2-8	OLIG2	511.344566473	531.10147073	502.889622612	Neg. Binomial	515.111886605	139.747746194	745.961477597	1149.40751934	0.690534165738
257	OR12D2-2	OR12D2	1655.4154164	1577.45566989	1761.92524118	Neg. Binomial	1664.93210916	5716.78750917	4076.60845672	1149.40751934	0.408411091433
258	OR12D2-7	OR12D2	2707.39029694	2759.36719681	2584.01209544	Neg. Binomial	2683.58986306	5408.13225577	8949.12617805	1149.40751934	0.299871720397
259	OR12D2-8	OR12D2	3179.81564622	3063.86537336	3114.07514867	Neg. Binomial	3119.25205608	2254.14448123	11584.2509583	1149.40751934	0.269266616143
260	OR52E8-8	OR52E8	2073.89333591	2009.08099213	1948.15381901	Neg. Binomial	2010.37604902	2635.90960454	5526.63272079	1149.40751934	0.363761471149
261	OR9Q2-5	OR9Q2	1480.47160843	1399.74743175	1425.69932635	Neg. Binomial	1435.30612218	1132.21071314	3227.62401613	1149.40751934	0.444694337073
262	OTUD6A-1	OTUD6A	843.121259565	869.320375581	921.360454108	Neg. Binomial	877.934029751	1057.32611287	1548.51269539	1149.40751934	0.566953072044
263	OTUD6A-10	OTUD6A	674.342872138	629.565997366	656.872396106	Neg. Binomial	653.593755203	339.536162142	1025.25027359	1149.40751934	0.637496786923
264	OTUD6A-3	OTUD6A	2330.91430489	2709.79772621	2719.87924852	Neg. Binomial	2586.86375987	32772.0012685	8408.87553512	1149.40751934	0.307634920872
265	OTUD6A-4	OTUD6A	2274.26950363	2314.92799781	2290.53904478	Neg. Binomial	2293.24551541	279.181349791	6868.62448714	1149.40751934	0.333872599922
266	OTUD6A-5	OTUD6A	2271.57213214	2136.88255239	2111.19440271	Neg. Binomial	2173.21636241	4946.90889159	6282.17622078	1149.40751934	0.345933683813
267	OTUD6A-6	OTUD6A	818.074238599	792.099907774	663.756331862	Neg. Binomial	757.976826078	4551.19507549	1257.82466873	1149.40751934	0.602609286429
268	OTUD6A-7	OTUD6A	2392.18317156	2249.50978491	2188.72925807	Neg. Binomial	2276.80740485	7271.49584617	6786.82832567	1149.40751934	0.335474436009
269	OTUD6A-9	OTUD6A	1928.23527553	1967.26728904	2168.80207562	Neg. Binomial	2021.43488006	11112.4615096	5576.48294229	1149.40751934	0.362492793573
270	PIWIL3-1	PIWIL3	641.589075491	678.461053402	752.522871877	Neg. Binomial	690.857666923	2127.88921017	1106.10144071	1149.40751934	0.624587982166
271	PIWIL3-2	PIWIL3	460.09450819	395.544142962	377.167216959	Neg. Binomial	410.93528937	1264.59963237	557.852556927	1149.40751934	0.736637816333
272	PIWIL3-3	PIWIL3	1724.39105875	1563.63017128	1556.49410572	Neg. Binomial	1614.83844525	6009.37480095	3883.57530349	1149.40751934	0.415812317016
273	PIWIL3-4	PIWIL3	1877.37055603	1757.52435901	1831.48922356	Neg. Binomial	1822.1280462	2437.66764414	4710.70373488	1149.40751934	0.386805910274
274	PIWIL3-5	PIWIL3	1398.77978621	1446.95645137	1335.48353671	Neg. Binomial	1393.73992476	2083.73521883	3083.7506	1149.40751934	0.451962595407
275	PIWIL3-7	PIWIL3	530.996844461	511.543448315	531.149990453	Neg. Binomial	524.563427743	84.7638411019	763.962235473	1149.40751934	0.686635285602
276	PIWIL3-8	PIWIL3	1579.50367594	1357.59652137	1344.1790345	Neg. Binomial	1427.09307727	11644.5001191	3198.9578136	1149.40751934	0.446111877813
277	PLA2G2E-18	PLA2G2E	1629.59771787	1661.75749064	1734.75181057	Neg. Binomial	1675.36900636	1935.53388202	4117.37609284	1149.40751934	0.406902106726
278	PLA2G2E-19	PLA2G2E	964.117637765	862.913437204	789.478737515	Neg. Binomial	872.169937495	5125.96564557	1533.97211564	1149.40751934	0.568569616491
279	PLA2G2E-2	PLA2G2E	1205.72505538	1310.38750175	1297.44073384	Neg. Binomial	1271.18443032	2170.40135054	2677.04773704	1149.40751934	0.474845634143
280	PLA2G2E-3	PLA2G2E	1414.57867635	1413.57293035	1398.88820814	Neg. Binomial	1409.01327161	51.4270426723	3136.26697944	1149.40751934	0.449264453839
281	PLA2G2E-4	PLA2G2E	1438.08434218	1486.07249619	1392.3665848	Neg. Binomial	1438.84114106	1463.75267717	3239.99851507	1149.40751934	0.444086975462
282	POLA1-1	POLA1	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
283	POLA1-12	POLA1	876.260394995	843.018207507	798.536547721	Neg. Binomial	839.271716741	1013.85083571	1452.08919241	1149.40751934	0.577975320748
284	POLA1-13	POLA1	1243.87359501	1325.2246222	1259.39793098	Neg. Binomial	1276.16538273	1243.57198991	2693.0676186	1149.40751934	0.473870531105
285	POLA1-18	POLA1	1404.17452918	1309.3758799	1281.49898788	Neg. Binomial	1331.68313232	2757.02149414	2874.54755166	1149.40751934	0.46326703886
286	POLA1-22	POLA1	2133.23550866	2237.37032272	2127.49846108	Neg. Binomial	2166.03476415	2549.86657717	6247.88260366	1149.40751934	0.346683012719
287	POLA1-24	POLA1	1589.52248433	1543.06052702	1560.1172298	Neg. Binomial	1564.23341372	368.257064531	3693.0050908	1149.40751934	0.423566546825
288	POLA1-26	POLA1	1873.51716819	1835.75644867	1795.25798274	Neg. Binomial	1834.84386653	1021.16642096	4763.8763967	1149.40751934	0.385157739988
289	POLA1-3	POLA1	1629.59771787	1461.11915725	1414.4676417	Neg. Binomial	1501.72817227	8538.03766273	3463.77162984	1149.40751934	0.433552881874
290	POLA1-8	POLA1	10.7894859542	15.1743277351	8.69549779732	Neg. Binomial	11.5531038289	7.28742902304	11.669228185	1149.40751934	0.990048668664
291	POLR2A-11	POLR2A	735.226400023	675.763395138	645.640711451	Neg. Binomial	685.543502204	1385.42451326	1094.42363002	1149.40751934	0.62639683885
292	POLR2A-2	POLR2A	1592.21985581	1628.03676234	1605.76859324	Neg. Binomial	1608.67507046	218.032270488	3860.12674343	1149.40751934	0.416741515859
293	POLR2A-5	POLR2A	2850.73632462	2878.738575	2824.5875345	Neg. Binomial	2851.35414471	488.913382035	9924.75528551	1149.40751934	0.287297173853
294	POLR2A-6	POLR2A	1182.60472834	1186.63242889	1284.75979955	Neg. Binomial	1217.99898559	2231.2068687	2508.68266736	1149.40751934	0.485513373788
295	POLR2A-7	POLR2A	787.247135873	795.134773321	876.433715488	Neg. Binomial	819.605208227	1625.10875616	1404.03908921	1149.40751934	0.583748141008
296	POLR2D-12	POLR2D	2117.05127973	1975.36026383	2089.09334581	Neg. Binomial	2060.50162979	3754.80044361	5754.28898974	1149.40751934	0.358081012869
297	POLR2D-14	POLR2D	972.980429799	994.424277576	954.693195664	Neg. Binomial	974.032634346	263.646712188	1799.44882209	1149.40751934	0.541294991217
298	POLR2D-2	POLR2D	2597.95408226	2696.64664217	2739.80643097	Neg. Binomial	2678.13571847	3525.0086206	8918.22968502	1149.40751934	0.30029902941
299	POLR2D-6	POLR2D	1281.63679585	1177.52783225	1163.3851428	Neg. Binomial	1207.5165903	2780.23837953	2476.07999477	1149.40751934	0.487672689434
300	POLR2D-7	POLR2D	2025.34064912	1895.44213776	1814.09822797	Neg. Binomial	1911.62700495	7568.20171186	5090.93264248	1149.40751934	0.375496424564
301	POLR2D-8	POLR2D	2268.48942187	2278.17240397	2205.75794125	Neg. Binomial	2250.80658903	1030.31702379	6658.40808457	1149.40751934	0.338039747706
302	POLR2F-11	POLR2F	1282.7928122	1335.00363341	1250.34012077	Neg. Binomial	1289.37885546	1216.33971167	2735.77432873	1149.40751934	0.471303075667
303	POLR2F-13	POLR2F	1074.32453001	1117.16772859	1044.1843605	Neg. Binomial	1078.55887303	896.72683338	2090.63615896	1149.40751934	0.515899846278
304	POLR2F-16	POLR2F	722.124881364	712.518988985	722.088629586	Neg. Binomial	718.910833312	20.4280559801	1168.56230814	1149.40751934	0.61520967115
305	POLR2F-3	POLR2F	1123.26255559	1108.06313195	1089.83572393	Neg. Binomial	1107.05380382	186.734884105	2173.31455464	1149.40751934	0.509384985925
306	POLR2F-4	POLR2F	1609.5601011	1478.65393597	1405.04751908	Neg. Binomial	1497.75385205	7153.30276455	3449.4259645	1149.40751934	0.43420379723
307	POLR2F-6	POLR2F	2094.31629147	2252.54465046	2289.08979514	Neg. Binomial	2211.98357902	7145.38654669	6468.84746024	1149.40751934	0.341944000476
308	POU4F2-1	POU4F2	1750.20875729	1776.40796686	1742.72268355	Neg. Binomial	1756.44646923	208.570910423	4440.52861362	1149.40751934	0.395548958708
309	POU4F2-13	POU4F2	1610.33077867	1546.76980713	1544.17548384	Neg. Binomial	1567.09202321	935.916738943	3703.65139654	1149.40751934	0.423120821975
310	POU4F2-15	POU4F2	1067.3884319	939.796697729	1057.95223201	Neg. Binomial	1021.71245388	3369.93586426	1929.91630747	1149.40751934	0.529407648364
311	POU4F2-8	POU4F2	1220.36792918	1164.71395549	1074.61860279	Neg. Binomial	1153.23349582	3606.37816764	2310.30570346	1149.40751934	0.49916921994
312	POU4F2-9	POU4F2	2076.20536862	2013.80189409	2007.57305396	Neg. Binomial	2032.52677222	960.376299819	5626.69595095	1149.40751934	0.361229181378
313	PSMA3-1	PSMA3	1555.99801011	1555.19998921	1643.08677129	Neg. Binomial	1584.7615902	1701.01951396	3769.77365558	1149.40751934	0.420386403799
314	PSMA3-12	PSMA3	1679.30642102	1748.41976237	1681.49188656	Neg. Binomial	1703.07268998	1028.97453029	4226.50892871	1149.40751934	0.402950217001
315	PSMA3-14	PSMA3	2115.89526338	2036.39478205	2070.25310058	Neg. Binomial	2074.18104867	1061.10214338	5817.17641827	1149.40751934	0.356561482673
316	PSMA3-2	PSMA3	1279.71010193	1371.08481269	1289.83217327	Neg. Binomial	1313.54236263	1672.64283416	2814.65794557	1149.40751934	0.466679215746
317	PSMA3-24	PSMA3	1456.9659426	1636.12973713	1483.30699926	Neg. Binomial	1525.46755966	6238.70063849	3550.03346552	1149.40751934	0.429705120946
318	PSMA3-3	PSMA3	2201.05513466	2143.96390533	2294.52448127	Neg. Binomial	2213.18117375	3851.60158328	6474.65573821	1149.40751934	0.341822216229
319	PSMA3-5	PSMA3	1876.59987846	1951.75575402	1968.44331387	Neg. Binomial	1932.26631545	1595.78854587	5180.59473771	1149.40751934	0.372981561631
320	PSMB2-14	PSMB2	1092.82079165	1082.43537844	1096.71965969	Neg. Binomial	1090.65860993	36.3442967072	2125.57110475	1149.40751934	0.513113208723
321	PSMB2-22	PSMB2	1473.53551032	1523.83971189	1590.9137845	Neg. Binomial	1529.4296689	2311.90035128	3564.52607533	1149.40751934	0.429069569582
322	PSMB2-3	PSMB2	1334.42820927	1321.85254937	1365.917779	Neg. Binomial	1340.73284588	343.49829845	2904.6381917	1149.40751934	0.461583425333
323	PSMB2-5	PSMB2	1053.51623567	1118.51655772	949.620821949	Neg. Binomial	1040.55120511	4838.34093561	1982.55549188	1149.40751934	0.524853508198
324	PSMB2-6	PSMB2	678.196259979	590.449952538	606.148658955	Neg. Binomial	624.931623824	1459.63562956	964.706271096	1149.40751934	0.647794714876
325	PSMB2-9	PSMB2	16.9549064995	18.8836078482	11.2316846549	Neg. Binomial	15.6900663342	10.5585650812	15.904244663	1149.40751934	0.986533259937
326	PSMB3-1	PSMB3	1483.93965749	1410.87527208	1462.29287958	Neg. Binomial	1452.36926972	938.973085583	3287.55518953	1149.40751934	0.441777912761
327	PSMB3-14	PSMB3	1733.25385079	1705.93164471	1751.78049375	Neg. Binomial	1730.32199642	354.650711415	4335.15462619	1149.40751934	0.399137319338
328	PSMB3-15	PSMB3	1920.91383863	1949.73251032	1889.82152128	Neg. Binomial	1920.15595674	598.508293769	5127.89458398	1149.40751934	0.374453086992
329	PSMB3-2	PSMB3	2186.02692208	2199.94031431	2199.23631791	Neg. Binomial	2195.06785143	40.9518036078	6387.07355118	1149.40751934	0.343673488937
330	PSMB3-3	PSMB3	1883.15063779	1889.03519938	1964.82018979	Neg. Binomial	1912.33534232	1383.10095116	5093.99754651	1149.40751934	0.375409553079
331	PSMB3-5	PSMB3	1158.71372373	1187.30684345	1133.67552533	Neg. Binomial	1159.8986975	480.08846197	2330.38433104	1149.40751934	0.497728499995
332	PSMB3-8	PSMB3	1592.21985581	1527.88619929	1544.53779625	Neg. Binomial	1554.88128378	743.297094048	3658.2743502	1149.40751934	0.425031349467
333	PSMC1-1	PSMC1	1432.68959921	1516.75835895	1541.63929698	Neg. Binomial	1497.02908505	2172.96156507	3446.81281603	1149.40751934	0.434322710559
334	PSMC1-10	PSMC1	942.924004641	894.610921807	969.185691993	Neg. Binomial	935.57353948	953.914060422	1697.09443877	1149.40751934	0.55127959771
335	PSMC1-17	PSMC1	1529.02429522	1422.34031971	1462.29287958	Neg. Binomial	1471.21916484	1936.75105601	3354.35094757	1149.40751934	0.438600250192
336	PSMC1-2	PSMC1	539.859636495	682.170333515	534.048489719	Neg. Binomial	585.359486576	4691.7982803	883.465878574	1149.40751934	0.66257169719
337	PSMC1-23	PSMC1	1806.08288098	1737.29192203	1780.403174	Neg. Binomial	1774.592659	805.58038114	4514.42083344	1149.40751934	0.393094202884
338	PSMC1-24	PSMC1	2592.55933928	2541.53129199	2409.37751467	Neg. Binomial	2514.48938198	5958.22925974	8015.28587558	1149.40751934	0.313711752895
339	PSMC1-5	PSMC1	949.47476397	1075.3540255	1212.29731791	Neg. Binomial	1079.04203579	11519.4165199	2092.02628674	1149.40751934	0.515787991113
340	PSMC1-6	PSMC1	3734.70349529	3574.05999255	3731.81780468	Neg. Binomial	3680.19376417	5633.57660788	15463.5046561	1149.40751934	0.237992217549
341	PSMC1-7	PSMC1	1119.40916775	1064.56339244	1159.0373939	Neg. Binomial	1114.33665136	1500.42136989	2194.67252152	1149.40751934	0.507746208346
342	PSMC1-9	PSMC1	1989.5041422	2135.53372326	1987.2835591	Neg. Binomial	2037.44047485	4811.96452304	5649.00871217	1149.40751934	0.360672213244
343	PSMC2-1	PSMC2	1611.10145623	1588.58351023	1389.46808553	Neg. Binomial	1529.717684	9919.48458371	3565.5806424	1149.40751934	0.42902344314
344	PSMC2-10	PSMC2	1205.3397166	1142.12106753	1120.26996622	Neg. Binomial	1155.91025012	1301.21451649	2318.36001997	1149.40751934	0.498589623768
345	PSMC2-12	PSMC2	2626.85449107	2727.33250493	2701.4013157	Neg. Binomial	2685.1961039	1813.94298962	8958.23503491	1149.40751934	0.299746109969
346	PSMC2-16	PSMC2	1769.47569649	1933.20935346	1872.06821328	Neg. Binomial	1858.25108774	4563.57488318	4862.49200926	1149.40751934	0.382160234753
347	PSMC2-17	PSMC2	2219.55139629	2254.90510144	2390.17495704	Neg. Binomial	2288.21048492	5406.69086499	6843.52018598	1149.40751934	0.334361618398
348	PSMC2-19	PSMC2	653.534577798	606.635902122	611.583345078	Neg. Binomial	623.917941666	442.652099855	962.591207138	1149.40751934	0.648165012353
349	PSMC2-20	PSMC2	1717.45496064	1679.29226935	1784.02629808	Neg. Binomial	1726.92450936	1873.03897212	4321.53800443	1149.40751934	0.399608775298
350	PSMC2-24	PSMC2	2556.33749358	2619.08896708	2567.34572466	Neg. Binomial	2580.92406177	748.476857119	8376.23068764	1149.40751934	0.308124758978
