	sgID	gene	Control_3	Control_2	Control_1	Model	Mean	Sample Variance	Model Variance	n	p
179	FCRL4-7	FCRL4	790.952896638	814.83909183	761.601224263	Neg. Binomial	789.13107091	474.037948338	1394.69920879	1028.33654567	0.565807355404
180	FCRL4-8	FCRL4	875.28984526	838.24907101	830.635253363	Neg. Binomial	848.058056544	380.446861521	1547.44238777	1028.33654567	0.548038533289
181	FCRL4-9	FCRL4	290.307265376	307.55128611	349.401263412	Neg. Binomial	315.753271633	615.65305057	412.706092153	1028.33654567	0.765080229336
182	HTR3D-1	HTR3D	2060.3751751	2045.47377717	2185.26105663	Neg. Binomial	2097.03666963	3928.77984051	6373.42148967	1028.33654567	0.329028399115
183	HTR3D-10	HTR3D	1256.31813107	1270.58198926	1187.60799093	Neg. Binomial	1238.16937042	1312.13615638	2728.98810705	1028.33654567	0.453710064628
184	HTR3D-2	HTR3D	505.685687953	486.455071955	480.788609118	Neg. Binomial	490.976456342	113.53221414	725.391815494	1028.33654567	0.676843115479
185	HTR3D-3	HTR3D	1230.78184383	1203.57360849	1225.91074256	Neg. Binomial	1220.08873163	140.329250707	2667.68535679	1028.33654567	0.457358559367
186	HTR3D-4	HTR3D	1488.83274639	1580.28097989	1587.55997888	Neg. Binomial	1552.22456839	2018.09218574	3895.23291604	1028.33654567	0.3984933897
187	HTR3D-5	HTR3D	954.586737192	935.540085401	1057.77947814	Neg. Binomial	982.635433578	2883.77620733	1921.60079408	1028.33654567	0.511362941046
188	HTR3D-6	HTR3D	790.952896638	725.065043231	695.462170577	Neg. Binomial	737.160036815	1592.89089551	1265.59104723	1028.33654567	0.582463062161
189	HTR3D-7	HTR3D	864.53772432	938.97641262	889.870904139	Neg. Binomial	897.795013693	954.915475416	1681.62000757	1028.33654567	0.533886971879
190	HTR3D-8	HTR3D	365.908115734	377.136912297	421.998339175	Neg. Binomial	388.347789069	587.194073272	535.006007052	1028.33654567	0.725875567657
191	HTR3D-9	HTR3D	1135.69277427	1165.98877953	1124.36391266	Neg. Binomial	1142.01515549	308.757842449	2410.27564944	1028.33654567	0.473811016492
192	IL1F10-1	IL1F10	618.246954042	586.538102211	613.512097323	Neg. Binomial	606.099051192	195.051840544	963.332353269	1028.33654567	0.629169205348
193	IL1F10-10	IL1F10	819.177214105	801.738094307	787.878693404	Neg. Binomial	802.931333939	163.978143421	1429.86492852	1028.33654567	0.561543484228
194	IL1F10-2	IL1F10	283.923193568	250.422346092	251.417480173	Neg. Binomial	261.921006611	242.213164085	328.633226451	1028.33654567	0.797000989339
195	IL1F10-3	IL1F10	484.181446073	517.167246475	525.994763658	Neg. Binomial	509.114485402	323.815735027	761.16967136	1028.33654567	0.668858080607
196	IL1F10-4	IL1F10	1078.57213178	1125.61193471	1174.69194678	Neg. Binomial	1126.29200442	1540.06772001	2359.87033495	1028.33654567	0.477268597237
197	IL1F10-5	IL1F10	1330.91097009	1286.90454355	1348.61316203	Neg. Binomial	1322.14289189	673.098530112	3022.03563025	1028.33654567	0.437500762286
198	IL1F10-6	IL1F10	644.455248833	661.92253058	608.612908161	Neg. Binomial	638.330229191	492.410573215	1034.56770924	1028.33654567	0.617001887348
199	IL1F10-7	IL1F10	1565.77761187	1542.05183957	1607.15673553	Neg. Binomial	1571.66206232	723.754624896	3973.71774006	1028.33654567	0.39551426778
200	IL1F10-8	IL1F10	1005.32330788	987.944075493	947.770412416	Neg. Binomial	980.34593193	580.92185552	1914.94088559	1028.33654567	0.511945793891
201	IL1F10-9	IL1F10	1195.83745078	1182.31133382	1208.31819966	Neg. Binomial	1195.48899475	112.786889271	2585.30047485	1028.33654567	0.462417814247
202	IL22-1	IL22	797.000964667	859.940886581	775.630720499	Neg. Binomial	810.857523916	1280.70280123	1450.22984503	1028.33654567	0.559123456668
203	IL22-10	IL22	1559.72954384	1568.25383462	1796.66627993	Neg. Binomial	1641.54988613	12042.6584016	4261.98192271	1028.33654567	0.385161156453
204	IL22-2	IL22	403.204535245	396.466252904	348.28781133	Neg. Binomial	382.652866493	598.045916329	525.041286755	1028.33654567	0.728805288548
205	IL22-3	IL22	1417.26394138	1455.92888864	1333.24752329	Neg. Binomial	1402.14678444	2622.71711771	3313.98742978	1028.33654567	0.423099608597
206	IL22-4	IL22	2867.45625315	2817.35877876	2880.5005368	Neg. Binomial	2855.10518957	740.754653842	10782.1069847	1028.33654567	0.264800302355
207	IL22-5	IL22	1897.07733833	1850.46220749	1792.88054285	Neg. Binomial	1846.80669622	1816.17674603	5163.51754111	1028.33654567	0.357664456743
208	IL22-6	IL22	679.399641887	694.35286871	593.024579009	Neg. Binomial	655.592363202	1994.63030815	1073.55022777	1028.33654567	0.6106769355
209	IL22-7	IL22	879.657894392	951.43309879	843.105916684	Neg. Binomial	891.398969955	2024.72282486	1664.09554189	1028.33654567	0.535665740046
210	IL22-8	IL22	1344.68712504	1435.95523668	1392.48317407	Neg. Binomial	1391.04184526	1389.35008142	3272.71902908	1028.33654567	0.425041634464
211	IL22-9	IL22	1287.56648255	1380.11491937	1320.33147914	Neg. Binomial	1329.33762702	1468.09087612	3047.78139337	1028.33654567	0.436165674452
212	KRT25-1	KRT25	927.034427283	863.806754703	874.72795582	Neg. Binomial	888.523045935	761.442018959	1656.24175289	1028.33654567	0.536469416004
213	KRT25-10	KRT25	1324.1908945	1339.30853365	1280.24720418	Neg. Binomial	1314.58221078	627.536841242	2995.08884663	1028.33654567	0.438912592611
214	KRT25-2	KRT25	764.408598068	709.172029843	739.554873034	Neg. Binomial	737.711833648	510.211475301	1266.93424804	1028.33654567	0.582281073221
215	KRT25-3	KRT25	1389.3756277	1469.45942707	1488.46274356	Neg. Binomial	1449.09926611	1843.6441654	3491.12402141	1028.33654567	0.415081004634
216	KRT25-4	KRT25	919.306340358	1026.17321581	913.476088282	Neg. Binomial	952.985214817	2683.90705125	1836.14046539	1028.33654567	0.519015419998
217	KRT25-5	KRT25	1503.2809089	1501.67499475	1598.47180929	Neg. Binomial	1534.47590431	2048.1677536	3824.20907662	1028.33654567	0.401253141125
218	KRT25-6	KRT25	1091.67627917	1072.77840371	933.963606596	Neg. Binomial	1032.80609649	4944.44052057	2070.10117021	1028.33654567	0.498915758975
219	KRT25-7	KRT25	1313.77477734	1235.57440572	1150.41869139	Neg. Binomial	1233.25595815	4450.22273572	2712.26617588	1028.33654567	0.454695770318
220	KRT25-8	KRT25	724.088144543	658.056662459	760.933153013	Neg. Binomial	714.359320005	1811.25373156	1210.6066237	1028.33654567	0.590083769592
221	KRT25-9	KRT25	920.314351696	921.580006074	918.375277444	Neg. Binomial	920.089878405	1.73690839458	1743.32755085	1028.33654567	0.527777971477
222	KRT74-1	KRT74	1569.47365344	1536.89734874	1471.76096233	Neg. Binomial	1526.04398817	1650.19271849	3790.68221739	1028.33654567	0.402577662978
223	KRT74-10	KRT74	1412.55988847	1393.2159169	1497.81574105	Neg. Binomial	1434.53051547	2064.87476083	3435.70202736	1028.33654567	0.417536359105
224	KRT74-2	KRT74	1565.77761187	1528.3065307	1527.65625685	Neg. Binomial	1540.58013314	317.526943188	3848.56690714	1028.33654567	0.400299688251
225	KRT74-3	KRT74	840.681455985	688.124525626	750.46670344	Neg. Binomial	759.757561684	3922.09619021	1321.08308781	1028.33654567	0.575102027036
226	KRT74-4	KRT74	1280.84640696	1135.92091637	1275.79339585	Neg. Binomial	1230.85357306	4510.36013999	2704.10717345	1028.33654567	0.455179286216
227	KRT74-5	KRT74	1464.3044705	1442.82789112	1451.27344401	Neg. Binomial	1452.80193521	78.0420529851	3505.27539036	1028.33654567	0.414461568185
228	KRT74-6	KRT74	555.414247299	583.316545443	614.848239822	Neg. Binomial	584.526344188	589.465051039	916.782402274	1028.33654567	0.637584603215
229	KRT74-7	KRT74	1174.66921268	1111.86662583	1127.48157849	Neg. Binomial	1138.00580567	712.740498008	2397.37679582	1028.33654567	0.474687920418
230	KRT74-8	KRT74	1410.87986958	1386.77280336	1361.97458702	Neg. Binomial	1386.54241999	398.647648628	3256.06644937	1028.33654567	0.425833576048
231	KRT74-9	KRT74	1417.93594894	1528.7360716	1463.52141692	Neg. Binomial	1470.06447915	2067.51702861	3571.60369019	1028.33654567	0.41159787218
232	KRT77-1	KRT77	1368.54339338	1416.84066653	1442.14313694	Neg. Binomial	1409.17573228	932.195983852	3340.23249849	1028.33654567	0.421879534709
233	KRT77-10	KRT77	1728.0674373	1809.65582176	1754.57779122	Neg. Binomial	1764.10035009	1154.78364355	4790.39564059	1028.33654567	0.368257756238
234	KRT77-2	KRT77	694.519811959	690.057459687	724.857305548	Neg. Binomial	703.144859065	239.033930779	1183.93365813	1028.33654567	0.593905624893
235	KRT77-3	KRT77	1096.38033209	999.112138955	1048.20379024	Neg. Binomial	1047.89875376	1576.89675625	2115.73185058	1028.33654567	0.495289019482
236	KRT77-4	KRT77	1756.96376233	1731.26460708	1713.82544501	Neg. Binomial	1734.01793814	313.942819496	4657.98113137	1028.33654567	0.372268132746
237	KRT77-5	KRT77	580.614530752	639.586403656	617.075143986	Neg. Binomial	612.425359465	590.423880348	977.155002202	1028.33654567	0.626743308978
238	KRT77-6	KRT77	1122.92463066	1032.61632934	1056.66602606	Neg. Binomial	1070.73566202	1458.24220924	2185.61858897	1028.33654567	0.489900510284
239	KRT77-7	KRT77	1061.09993525	1109.50415087	1150.86407222	Neg. Binomial	1107.15605278	1345.69016331	2299.17293711	1028.33654567	0.48154535699
240	KRT77-8	KRT77	254.354860983	328.813560778	294.174040132	Neg. Binomial	292.447487298	925.506821539	375.616303175	1028.33654567	0.778580388619
241	KRT77-9	KRT77	1746.21164139	1868.50292539	1802.45623076	Neg. Binomial	1805.72359918	2497.86420526	4976.51212203	1028.33654567	0.36284923153
242	KRT9-1	KRT9	791.960907976	761.361249483	771.399602587	Neg. Binomial	774.907253349	162.208323581	1358.84181623	1028.33654567	0.570270390631
243	KRT9-10	KRT9	1085.29220737	1065.69097882	1128.81772099	Neg. Binomial	1093.26696906	695.962674839	2255.56414762	1028.33654567	0.484697795102
244	KRT9-2	KRT9	1356.44725732	1247.60155099	1220.56617257	Neg. Binomial	1274.87166029	3449.10762951	2855.38317383	1028.33654567	0.446480063334
245	KRT9-3	KRT9	1248.92604792	1242.23228971	1285.14639334	Neg. Binomial	1258.76824366	355.37112352	2799.6037784	1028.33654567	0.449623712245
246	KRT9-4	KRT9	538.95006211	514.590001061	523.545169077	Neg. Binomial	525.695077416	101.213148652	794.435224388	1028.33654567	0.661721763182
247	KRT9-5	KRT9	834.297384177	917.928908403	880.740597064	Neg. Binomial	877.655629881	1170.46381865	1626.70943713	1028.33654567	0.539528209434
248	KRT9-6	KRT9	1187.4373563	1241.8027488	1249.96130754	Neg. Binomial	1226.40047088	770.155829006	2689.01319364	1028.33654567	0.456078264614
249	KRT9-7	KRT9	1074.54008643	1203.14406759	1070.47283188	Neg. Binomial	1116.05232863	3795.24259051	2327.30248355	1028.33654567	0.479547603512
250	KRT9-8	KRT9	613.542901131	601.572033795	704.147096818	Neg. Binomial	639.754010581	2097.11838834	1037.76105971	1028.33654567	0.616475251788
251	KRT9-9	KRT9	1114.52453617	1289.05224807	1237.93602505	Neg. Binomial	1213.8376031	5367.02067383	2646.63869618	1028.33654567	0.458633664221
252	LHX5-1	LHX5	807.081078048	820.423123561	729.088423461	Neg. Binomial	785.530875023	1622.54353226	1385.58613729	1028.33654567	0.566930379772
253	LHX5-10	LHX5	1373.91945385	1387.63188516	1336.36518912	Neg. Binomial	1365.97217604	469.625299411	3180.4365103	1028.33654567	0.429492043505
254	LHX5-2	LHX5	1080.25215068	1027.24706806	1005.89261111	Neg. Binomial	1037.79727662	977.210304472	2085.14232323	1028.33654567	0.497710523189
255	LHX5-3	LHX5	498.965612365	534.13411212	484.128965365	Neg. Binomial	505.742896617	439.718241245	754.470687684	1028.33654567	0.670328092095
256	LHX5-4	LHX5	344.739877634	326.665856266	279.031091813	Neg. Binomial	316.812275238	768.153951886	414.416525679	1028.33654567	0.764477899907
257	LHX5-5	LHX5	1087.9802376	1034.33449295	984.959711963	Neg. Binomial	1035.7581475	1769.88484657	2078.99145924	1028.33654567	0.498202213818
258	LHX5-6	LHX5	563.814341784	555.611157239	532.007404902	Neg. Binomial	550.477634642	181.790066098	845.153174004	1028.33654567	0.651334753952
259	LHX5-7	LHX5	929.050449959	948.855853375	974.715952807	Neg. Binomial	950.87408538	349.592988607	1830.12079703	1028.33654567	0.519569028954
260	LHX5-8	LHX5	1584.59382351	1539.47459416	1495.14345605	Neg. Binomial	1539.73729124	1333.595878	3845.19938536	1028.33654567	0.400431066619
261	LHX5-9	LHX5	927.370431063	874.545277262	922.829085773	Neg. Binomial	908.248264699	571.382983941	1710.43205735	1028.33654567	0.531005169597
262	LUZP4-1	LUZP4	369.268153528	336.545297021	354.077762157	Neg. Binomial	353.297070902	178.768962414	474.676419748	1028.33654567	0.744290333802
263	LUZP4-10	LUZP4	1583.92181595	1649.00752427	1602.92561762	Neg. Binomial	1611.95165261	746.759558436	4138.73934805	1028.33654567	0.389478900954
264	LUZP4-2	LUZP4	1267.40625579	1388.92050787	1413.86145405	Neg. Binomial	1356.7294059	4092.98770581	3146.72188317	1028.33654567	0.431156440345
265	LUZP4-3	LUZP4	850.425565587	818.704959952	880.517906648	Neg. Binomial	849.882810729	636.954021292	1552.28009012	1028.33654567	0.547506095157
266	LUZP4-4	LUZP4	1214.9896662	1300.22031153	1154.87249972	Neg. Binomial	1223.36082582	3556.03588966	2678.73233473	1028.33654567	0.456693940621
267	LUZP4-5	LUZP4	744.248371306	645.385205838	671.856986433	Neg. Binomial	687.163521192	1746.13258423	1146.34559232	1028.33654567	0.599438359423
268	LUZP4-6	LUZP4	1194.15743188	1300.00554108	1290.71365375	Neg. Binomial	1261.62554224	2290.36281924	2809.46415162	1028.33654567	0.449062694575
269	LUZP4-7	LUZP4	318.867586623	299.175238513	323.569175103	Neg. Binomial	313.870666746	111.661961186	409.670816861	1028.33654567	0.766153345144
270	LUZP4-8	LUZP4	1752.25970942	1750.59394768	1793.77130451	Neg. Binomial	1765.54165387	398.919047991	4796.78404692	1028.33654567	0.368067779704
271	LUZP4-9	LUZP4	615.894927586	586.32333176	536.683903647	Neg. Binomial	579.634054331	1068.10426851	906.351643388	1028.33654567	0.639524469956
272	LYZL6-1	LYZL6	2020.05472158	1973.31090557	1853.00695529	Neg. Binomial	1948.79086081	4951.44233451	5641.92598781	1028.33654567	0.345412340577
273	LYZL6-10	LYZL6	2129.59195365	1929.71250398	1973.92785142	Neg. Binomial	2011.07743635	7348.6782303	5944.0626755	1028.33654567	0.338333820846
274	LYZL6-2	LYZL6	1747.89166029	1682.08217375	1620.51816051	Neg. Binomial	1683.49733152	2705.00274345	4439.5632101	1028.33654567	0.379203370207
275	LYZL6-3	LYZL6	860.505678968	904.183599527	879.849835398	Neg. Binomial	881.513037964	319.343245448	1637.16568823	1028.33654567	0.538438500331
276	LYZL6-4	LYZL6	2014.67866111	1812.87737853	1985.50775308	Neg. Binomial	1937.68793091	7930.66063817	5588.86082114	1028.33654567	0.346705347104
277	LYZL6-5	LYZL6	888.393992656	967.326112178	1010.34641944	Neg. Binomial	955.355508091	2550.38008085	1842.90944234	1028.33654567	0.518395253799
278	LYZL6-6	LYZL6	1483.7926897	1451.20393872	1366.65108576	Neg. Binomial	1433.88257139	2437.04077864	3433.24672626	1028.33654567	0.417646235684
279	LYZL6-7	LYZL6	999.275239848	911.700565319	1000.54804111	Neg. Binomial	970.507948759	1729.42417737	1886.43929689	1028.33654567	0.514465506714
280	LYZL6-8	LYZL6	1183.40531094	1254.25943497	1204.97784342	Neg. Binomial	1214.21419644	879.372923929	2647.90448106	1028.33654567	0.458556645501
281	LYZL6-9	LYZL6	770.120662317	809.684601002	743.56330053	Neg. Binomial	774.45618795	738.069453941	1357.7111443	1028.33654567	0.570413074389
282	MAGEB3-1	MAGEB3	591.030647913	665.788398702	622.419713981	Neg. Binomial	626.412920199	939.426398453	1007.99339426	1028.33654567	0.621445461612
283	MAGEB3-10	MAGEB3	965.002854352	1001.04507302	1045.30881482	Neg. Binomial	1003.78558073	1078.5964057	1983.6063372	1028.33654567	0.506040720836
284	MAGEB3-2	MAGEB3	1446.16026641	1412.5452575	1382.46210533	Neg. Binomial	1413.72254308	676.935621497	3357.260811	1028.33654567	0.421094047399
285	MAGEB3-3	MAGEB3	639.751195921	480.441499321	551.381471133	Neg. Binomial	557.191388792	4246.80747673	859.098624367	1028.33654567	0.648576744262
286	MAGEB3-4	MAGEB3	1438.09617571	1410.18278254	1427.44556945	Neg. Binomial	1425.24150923	132.288527097	3400.580583	1028.33654567	0.419117110872
287	MAGEB3-5	MAGEB3	864.8737281	912.130106221	833.30753836	Neg. Binomial	870.103790894	1049.17631245	1606.32250267	1028.33654567	0.541674408125
288	MAGEB3-6	MAGEB3	1017.08344015	1104.77920094	1060.00638231	Neg. Binomial	1060.6230078	1281.94785692	2154.54616886	1028.33654567	0.492272118894
289	MAGEB3-7	MAGEB3	858.825660071	854.786395752	881.854049146	Neg. Binomial	865.155368323	142.142246654	1593.02389978	1028.33654567	0.543090011671
290	MAGEB3-8	MAGEB3	964.330846793	1042.71054055	915.702992447	Neg. Binomial	974.248126597	2737.66243187	1897.25277539	1028.33654567	0.513504652218
291	MAGEB3-9	MAGEB3	1360.14329889	1378.61152621	1385.13439033	Neg. Binomial	1374.62973848	112.01975867	3212.1671924	1028.33654567	0.427944641776
292	MRGPRD-1	MRGPRD	1443.80823996	1532.17239882	1457.95415651	Neg. Binomial	1477.9782651	1501.85322418	3602.20477567	1028.33654567	0.410298235981
293	MRGPRD-10	MRGPRD	800.69700624	791.42911265	837.09327544	Neg. Binomial	809.73979811	388.422002954	1447.35064974	1028.33654567	0.559463457081
294	MRGPRD-2	MRGPRD	709.639982031	755.991988203	781.420671327	Neg. Binomial	749.017547187	883.065973044	1294.58532688	1028.33654567	0.578577195058
295	MRGPRD-3	MRGPRD	1542.59335109	1593.59674786	1540.57230101	Neg. Binomial	1558.92079999	601.891454361	3922.1880308	1028.33654567	0.397462025722
296	MRGPRD-4	MRGPRD	1388.03161258	1412.33048705	1387.36129449	Neg. Binomial	1395.90779804	134.927244883	3290.77245965	1028.33654567	0.424188489225
297	MRGPRD-5	MRGPRD	1564.76960053	1770.99714055	1627.64425384	Neg. Binomial	1654.47033164	7448.11893552	4316.31492892	1028.33654567	0.383306213491
298	MRGPRD-6	MRGPRD	758.696533819	696.07103232	656.268657281	Neg. Binomial	703.67874114	1777.51693209	1185.19792162	1028.33654567	0.593722557474
299	MRGPRD-7	MRGPRD	1017.75544771	959.809146386	1039.51886399	Neg. Binomial	1005.69448603	1131.67324509	1989.24544849	1028.33654567	0.505565809785
300	MRGPRD-8	MRGPRD	923.33838571	942.842280742	992.976566956	Neg. Binomial	953.052411136	860.369429206	1836.33221112	1028.33654567	0.518997818241
301	MRGPRD-9	MRGPRD	966.01086569	1085.02031943	1006.56068236	Neg. Binomial	1019.19728916	2440.38359562	2029.3365462	1028.33654567	0.502231771791
302	NLRP5-1	NLRP5	1423.98401697	1551.50173943	1458.84491817	Neg. Binomial	1478.11022486	2895.70427776	3602.71607109	1028.33654567	0.410276634542
303	NLRP5-10	NLRP5	1038.92368581	1090.38958071	1101.64949018	Neg. Binomial	1076.98758557	745.561159222	2204.92791245	1028.33654567	0.488445712663
304	NLRP5-2	NLRP5	797.336968446	791.858653552	750.244013024	Neg. Binomial	779.813211674	442.170743415	1371.1649901	1028.33654567	0.568723105757
305	NLRP5-3	NLRP5	1104.44442279	1259.62869625	1064.23750022	Neg. Binomial	1142.77020642	7097.3860931	2412.70829253	1028.33654567	0.473646238113
306	NLRP5-4	NLRP5	1553.00946825	1529.80992386	1591.34571596	Neg. Binomial	1558.05503602	643.83782864	3918.69806238	1028.33654567	0.39759507143
307	NLRP5-5	NLRP5	1515.04104118	1474.6139179	1496.70228897	Neg. Binomial	1495.45241602	273.173140649	3670.20535851	1028.33654567	0.407457422661
308	NLRP5-6	NLRP5	1287.90248633	1292.91811619	1172.68773303	Neg. Binomial	1251.16944518	3083.88232841	2773.45802586	1028.33654567	0.45112254576
309	NLRP5-7	NLRP5	1808.70834435	1751.02348859	1694.00599794	Neg. Binomial	1751.24594363	2192.79612178	4733.59872296	1028.33654567	0.369960794338
310	NLRP5-8	NLRP5	784.56882483	780.475819639	806.36199797	Neg. Binomial	790.468880813	129.087701732	1398.0919923	1028.33654567	0.56539117967
311	NLRP5-9	NLRP5	688.80774771	642.593189973	749.130560942	Neg. Binomial	693.510499542	1902.75983956	1161.2142051	1028.33654567	0.597228742547
312	NPHS2-1	NPHS2	385.060331159	453.165652019	387.704015041	Neg. Binomial	408.64333274	992.283301083	571.031195056	1028.33654567	0.715623483057
313	NPHS2-10	NPHS2	964.666850573	926.519726451	921.938324108	Neg. Binomial	937.708300377	366.879922231	1792.77550605	1028.33654567	0.523048366744
314	NPHS2-2	NPHS2	1363.83934046	1269.50813701	1322.11300247	Neg. Binomial	1318.48682665	1489.63723294	3008.99128198	1028.33654567	0.438182335237
315	NPHS2-3	NPHS2	1239.18193832	1261.34685986	1333.91559454	Neg. Binomial	1278.14813091	1636.88562453	2866.79403814	1028.33654567	0.445845817279
316	NPHS2-4	NPHS2	1320.83085671	1362.50374238	1318.32726539	Neg. Binomial	1333.88728816	410.495387646	3064.11393916	1028.33654567	0.435325616033
317	NPHS2-5	NPHS2	644.455248833	633.14329012	578.104321107	Neg. Binomial	618.56762002	839.966014449	990.649991447	1028.33654567	0.624405819776
318	NPHS2-6	NPHS2	1118.8925853	899.458649601	1039.07348316	Neg. Binomial	1019.14157269	8223.84921694	2029.17039015	1028.33654567	0.502245438645
319	NPHS2-7	NPHS2	1831.55660135	1616.79195659	1668.61929047	Neg. Binomial	1705.65594947	8373.16582809	4534.75137569	1028.33654567	0.376129981153
320	NPHS2-8	NPHS2	2165.54435804	2035.37956597	2099.30255588	Neg. Binomial	2100.0754933	2824.11089856	6388.86314372	1028.33654567	0.328708793107
321	NPHS2-9	NPHS2	1204.23754526	1309.02590003	1326.78950122	Neg. Binomial	1280.01764884	2923.90297025	2873.31430666	1028.33654567	0.445484730254
322	NPSR1-1	NPSR1	870.24978857	889.364438395	776.076101332	Neg. Binomial	845.230109432	2452.03339116	1539.95786262	1028.33654567	0.54886573844
323	NPSR1-10	NPSR1	860.169675189	878.411145384	865.597648746	Neg. Binomial	868.059489773	58.488869767	1600.82278692	1028.33654567	0.542258329194
324	NPSR1-2	NPSR1	1652.13058316	1815.45462394	1718.05656292	Neg. Binomial	1728.54725667	4500.8177105	4634.08983525	1028.33654567	0.373006850994
325	NPSR1-3	NPSR1	1185.42133362	1164.91492728	1267.77654086	Neg. Binomial	1206.03760059	1975.9338232	2620.48377597	1028.33654567	0.460234713775
326	NPSR1-4	NPSR1	1136.70078561	1028.10614987	1123.473151	Neg. Binomial	1096.09336216	2340.29223705	2264.4080191	1028.33654567	0.484052941394
327	NPSR1-5	NPSR1	1202.89353015	1174.79436803	1156.43133263	Neg. Binomial	1178.0397436	365.055531037	2527.57618024	1028.33654567	0.466074871575
328	NPSR1-6	NPSR1	1244.55799879	1195.41233135	1064.46019064	Neg. Binomial	1168.14350693	5777.66447612	2495.10135795	1028.33654567	0.468174771018
329	NPSR1-7	NPSR1	707.287955575	704.876620819	785.874479656	Neg. Binomial	732.67968535	1415.81215985	1254.70676256	1028.33654567	0.583944956075
330	NPSR1-8	NPSR1	1138.71680829	1182.31133382	1073.59049771	Neg. Binomial	1131.53954661	1995.79324338	2376.63946154	1028.33654567	0.476109045953
331	NPSR1-9	NPSR1	849.417554249	994.387189028	888.089380807	Neg. Binomial	910.631374695	3756.76991221	1717.03031488	1028.33654567	0.530352531813
332	NUP133-1	NUP133	1403.82379021	1379.47060802	1331.68869038	Neg. Binomial	1371.66102954	897.740195958	3201.27020551	1028.33654567	0.428473993596
333	NUP133-10	NUP133	854.457610939	903.754058625	895.43816455	Neg. Binomial	884.549944705	464.29995811	1645.41817211	1028.33654567	0.537583673074
334	NUP133-2	NUP133	789.9448853	813.980010025	841.547083769	Neg. Binomial	815.157326365	444.490851354	1461.32853318	1028.33654567	0.557819345792
335	NUP133-3	NUP133	836.985414412	840.611545974	841.101702936	Neg. Binomial	839.566221107	3.37032390724	1525.01442636	1028.33654567	0.550530018992
336	NUP133-4	NUP133	820.185225443	863.591984251	765.164270926	Neg. Binomial	816.313826873	1622.16298851	1464.31983887	1028.33654567	0.557469621873
337	NUP133-5	NUP133	578.934511855	552.389600471	622.197023564	Neg. Binomial	584.507045297	827.70595096	916.74116402	1028.33654567	0.637592232396
338	NUP133-6	NUP133	889.402003994	917.928908403	932.404773681	Neg. Binomial	913.245228693	319.174794607	1724.28014838	1028.33654567	0.529638544844
339	NUP133-7	NUP133	1117.21256641	1065.69097882	1180.48189761	Neg. Binomial	1121.12848095	2203.8263661	2343.42197628	1028.33654567	0.478415109311
340	NUP133-8	NUP133	529.205952509	510.079821586	542.028473642	Neg. Binomial	527.104749246	172.326922276	797.288102981	1028.33654567	0.661122055221
341	NUP133-9	NUP133	788.936873962	816.127714537	909.022279953	Neg. Binomial	838.028956151	2643.24964745	1520.96931678	1028.33654567	0.55098347278
342	NUP205-1	NUP205	1040.93970849	1143.22311171	1154.6498093	Neg. Binomial	1112.93754317	2613.6056687	2317.43618732	1028.33654567	0.480245173204
343	NUP205-10	NUP205	814.137157415	780.261049188	708.155524315	Neg. Binomial	767.517910306	1953.21155337	1340.369031	1028.33654567	0.572616863381
344	NUP205-2	NUP205	1282.52642586	1289.48178897	1416.31104863	Neg. Binomial	1329.43975449	3781.37371907	3048.14757271	1028.33654567	0.436146781864
345	NUP205-3	NUP205	1005.99531544	891.082602004	1009.23296736	Neg. Binomial	968.770294935	3019.43588144	1881.42470589	1028.33654567	0.514913135723
346	NUP205-4	NUP205	1989.81438143	2059.4338565	1880.62056693	Neg. Binomial	1976.62293495	5416.03921788	5775.99994187	1028.33654567	0.342213115451
347	NUP205-5	NUP205	919.978347916	840.396775522	890.538975388	Neg. Binomial	883.638032942	1079.34928077	1642.93826063	1028.33654567	0.537840072338
348	NUP205-6	NUP205	1733.77950155	1633.11451088	1746.78362664	Neg. Binomial	1704.55921302	2580.35727707	4530.0175933	1028.33654567	0.376280925607
349	NUP205-7	NUP205	1253.29409705	1227.41312857	1236.82257297	Neg. Binomial	1239.17659953	114.4081421	2732.42183261	1028.33654567	0.453508526663
350	NUP205-8	NUP205	495.605574572	437.05786818	428.456361252	Neg. Binomial	453.706601335	890.092966077	653.883946934	1028.33654567	0.693864107633
351	NUP205-9	NUP205	1231.11784761	1187.89536555	1198.96520217	Neg. Binomial	1205.99280511	336.057427446	2620.33390978	1028.33654567	0.460243940899
352	NUP54-10	NUP54	556.422258638	578.376825066	551.604161549	Neg. Binomial	562.134415084	135.776950933	869.422045727	1028.33654567	0.646561031949
353	NUP54-11	NUP54	1063.11595793	1127.33009832	1111.89324934	Neg. Binomial	1100.77976853	748.997365528	2279.10616752	1028.33654567	0.482987490543
354	NUP54-15	NUP54	1203.56553771	1267.14566204	1165.33894929	Neg. Binomial	1212.01671635	1763.14567033	2640.5223227	1028.33654567	0.459006426845
355	NUP54-16	NUP54	628.663071202	574.081416042	578.995082773	Neg. Binomial	593.913190006	607.801141704	936.926261697	1028.33654567	0.633895338711
356	NUP54-18	NUP54	971.050922381	974.84307797	931.736702431	Neg. Binomial	959.210234261	379.794216266	1853.94093053	1028.33654567	0.517389857715
357	NUP54-19	NUP54	1201.21351125	1198.20434721	1259.75968586	Neg. Binomial	1219.72584811	802.863260667	2666.46150173	1028.33654567	0.457432386448
