sgrna,Gene,control_count,treatment_count,control_mean,treat_mean,LFC,control_var,adj_var,score,p.low,p.high,p.twosided,FDR,high_in_treatment
TRCN0000058066,PSMD7,12244/13315/11801,3.3177/0/148.85,12438,3.6061,-11.399,605570,921400,12.953,5.3721999999999996e-40,1,1.0744e-39,3.237e-39,False
TRCN0000148626,CRYGB,8468.1/6955.9/5682,17317/15408/12909,6943,15102,1.121,1958e3,397020,12.949,1,1.1915e-38,2.3831e-38,6.8731e-38,True
TRCN0000050505,PSMC1,13984/11595/11676,4.9765/349.82/565.63,12371,100.06,-6.9357,1843300,914310,12.833,3.9634e-38,1,7.9269e-38,2.2724e-37,False
TRCN0000117508,RPL3,12330/14182/12604,278.68/265.62/353.52,13014,296.89,-5.4492,1000500,983730,12.822,6.0769e-38,1,1.2154e-37,3.4631e-37,False
TRCN0000009300,OR12D2,2131.5/3141.8/3245.8,7768.3/6424.7/6782.9,2790.8,6969.5,1.32,382440,106730,12.79,1,9.2902e-38,1.858e-37,5.2626e-37,True
TRCN0000003908,PSMB3,14401/12789/11976,253.8/1013.9/395.38,13017,466.85,-4.7983,1525200,984080,12.651,5.491e-37,1,1.0982e-36,3.0737e-36,False
TRCN0000116054,COPS2,12116/11206/11493,64.694/547.85/29.77,11599,101.88,-6.817,216440,832960,12.597,8.3447e-37,1,1.6689e-36,4.6164e-36,False
TRCN0000117560,RPS3A,13153/13228/13454,398.12/718.6/879.14,13278,631.24,-4.3925,24562,1012700,12.567,1.6022e-36,1,3.2045e-36,8.711e-36,False
TRCN0000151998,NLRP5,10863/10562/6935.7,14848/21709/21241,9266.7,18989,1.0349,4829300,602310,12.527,1,2.6623e-36,5.3246e-36,1.431e-35,True
TRCN0000117614,RPL18A,13104/11909/11242,97.871/337.96/1050.3,12061,326.35,-5.2035,890780,881340,12.499,3.7197e-36,1,7.4394e-36,1.988e-35,False
TRCN0000134360,OTUD6A,5099.7/4927.3/4687,11565/12023/9534.7,4901.7,10986,1.1641,42979,240270,12.412,1,1.1273e-35,2.2546e-35,5.9578e-35,True
TRCN0000074797,RPS9,12325/10936/9038,227.26/39.132/0,10680,9.5261,-9.9869,2733100,739360,12.409,1.5008e-36,1,3.0016e-36,8.2068e-36,False
TRCN0000007173,RPS13,11704/10407/9640.7,0/18.973/0,10550,0.47563,-12.804,1089400,726420,12.378,1.1927e-37,1,2.3854e-37,6.7161e-37,False
TRCN0000117672,RPL36,11003/9625.4/9592.3,16933/25414/19228,10053,20226,1.0086,648510,677460,12.36,1,2.138e-35,4.276e-35,1.1174e-34,True
TRCN0000026419,ADH7,9075.1/9570/8047,18803/18100/17582,8874.3,18155,1.0326,604380,565830,12.338,1,2.8418e-35,5.6836e-35,1.4771e-34,True
TRCN0000003883,PSMA3,10497/11236/9300,0/0/126.52,10313,0.98186,-12.345,955860,702950,12.299,6.5721e-37,1,1.3144e-36,3.6572e-36,False
TRCN0000077926,RPL34,12294/11639/9545.9,159.25/734.02/122.8,11095,243.06,-5.5067,2066500,781260,12.278,5.7632e-35,1,1.1526e-34,2.9155e-34,False
TRCN0000074979,RPS11,11525/10474/10699,160.91/303.57/130.24,10890,185.3,-5.8693,306430,760440,12.275,5.7076e-35,1,1.1415e-34,2.9029e-34,False
TRCN0000005001,RPL6,10162/10674/9841.6,0/1.1858/139.55,10220,2.5186,-11.504,176570,693830,12.267,2.5068e-36,1,5.0135e-36,1.3551e-35,False
TRCN0000021366,POLR2D,11049/11935/11179,150.95/543.1/564.7,11381,359.09,-4.9823,229100,810500,12.243,9.1016e-35,1,1.8203e-34,4.5556e-34,False
TRCN0000117673,RPL36,9851.5/11014/9704.5,0/152.97/81.867,10174,10.686,-9.766,515350,689280,12.241,1.3726e-35,1,2.7452e-35,7.2136e-35,False
TRCN0000117565,RPL9,12072/10245/8485.1,1.6588/42.689/198.16,10162,24.518,-8.6376,3232800,688140,12.221,3.6767e-35,1,7.3535e-35,1.8903e-34,False
TRCN0000003948,PSMD11,12656/11985/10268,494.33/322.54/568.42,11591,449.19,-4.6865,1520600,832230,12.214,1.3084e-34,1,2.6169e-34,6.5147e-34,False
TRCN0000056674,TPH2,11330/11553/12501,24322/24032/20964,11784,23054,0.96817,386680,852260,12.208,1,1.4012e-34,2.8024e-34,6.94e-34,True
TRCN0000118889,NPHS2,10138/10869/11891,404.76/135.18/348.86,10943,267.27,-5.3503,775570,765780,12.199,1.534e-34,1,3.068e-34,7.5581e-34,False
TRCN0000056673,TPH2,13101/12934/9842.9,555.71/566.82/518.18,11859,546.5,-4.4371,3381700,860150,12.198,1.596e-34,1,3.1919e-34,7.8123e-34,False
TRCN0000117566,RPL9,11096/9540.7/10320,199.06/66.406/111.64,10299,113.86,-6.4867,605480,701600,12.16,2.0604e-34,1,4.1207e-34,9.9444e-34,False
TRCN0000050506,PSMC1,14024/14471/14663,1308.8/1447.9/1516.4,14384,1421.7,-3.3378,107520,1136800,12.157,2.6367e-34,1,5.2733e-34,1.2661e-33,False
TRCN0000146810,CRYGB,9309.6/8135.4/7053.3,18678/14728/16810,8114,16660,1.0378,1277500,497190,12.12,1,4.122e-34,8.244e-34,1.9694e-33,True
TRCN0000059961,NUP93,10665/10144/8642.9,0/115.02/0,9778.9,0.94807,-12.294,1105e3,650980,12.119,5.9655e-36,1,1.1931e-35,3.1705e-35,False
TRCN0000021367,POLR2D,20091/15386/15095,2216.2/1617.5/3464.5,16710,2315.8,-2.8506,7895300,1411900,12.114,4.4553e-34,1,8.9106e-34,2.118e-33,False
TRCN0000117549,RPS24,9683.6/10100/9625.2,0/419.78/311.65,9800.7,23.467,-8.646,67027,653070,12.099,1.6021e-34,1,3.2042e-34,7.8123e-34,False
TRCN0000003904,PSMB2,9695.7/11427/8144.4,0/0/0,9663.3,0,-13.238,2709500,639890,12.08,1.2034e-36,1,2.4067e-36,6.6185e-36,False
TRCN0000144112,NUP133,11146/11984/10172,540.78/507.53/275.37,11076,422.8,-4.708,823390,779300,12.068,7.7875e-34,1,1.5575e-33,3.6835e-33,False
TRCN0000065002,COPZ1,12779/11102/10630,627.04/379.46/680.98,11468,545.17,-4.3922,1277100,819410,12.066,7.9687e-34,1,1.5937e-33,3.7504e-33,False
TRCN0000007171,RPS13,8103.2/9396.2/11087,0/1.1858/105.12,9451,2.2829,-11.491,2248300,619690,12.003,5.9076e-35,1,1.1815e-34,2.9727e-34,False
TRCN0000077925,RPL34,10128/9117.1/8624.8,0/0/68.843,9269.2,0.78341,-12.344,587790,602540,11.94,4.4078e-35,1,8.8157e-35,2.254e-34,False
TRCN0000003880,PSMA3,9151.6/9054.1/9548,0/0/27.909,9248.8,0.55428,-12.539,68414,600630,11.933,3.402e-35,1,6.8039e-35,1.7586e-34,False
TRCN0000150921,COPB1,10028/9962/10214,87.918/435.19/410.26,10068,250.42,-5.3236,17141,678910,11.915,4.8453e-33,1,9.6905e-33,2.2579e-32,False
TRCN0000115744,LUZP4,20723/19599/18173,36071/34817/34907,19471,35260,0.85672,1634100,1761200,11.898,1,6.0736e-33,1.2147e-32,2.8027e-32,True
TRCN0000074795,RPS9,10584/9066.1/11214,260.44/349.82/385.15,10247,327.38,-4.9638,1221100,696480,11.886,6.9082e-33,1,1.3816e-32,3.1571e-32,False
TRCN0000117674,RPL36,10183/9583/8794.1,104.51/364.05/38.143,9502.9,113.26,-6.3781,485700,624610,11.881,6.1202e-33,1,1.224e-32,2.8105e-32,False
TRCN0000151634,PIWIL3,4011.6/3796.7/2786.2,9828.6/7259.6/7294.5,3488,8043.9,1.2052,430950,147150,11.877,1,7.8265e-33,1.5653e-32,3.5595e-32,True
TRCN0000063032,FCRL4,13750/14288/12856,23696/25845/27660,13618,25682,0.91521,523540,1050400,11.771,1,2.7464e-32,5.4929e-32,1.2255e-31,True
TRCN0000117563,RPL9,24173/23264/18046,5187.2/6174.5/3551.9,21650,4845.4,-2.1594,1098e4,2053400,11.727,4.6175e-32,1,9.235e-32,2.0508e-31,False
TRCN0000135872,OTUD6A,2302.3/3051.7/2917.9,6011.6/6676.1/6880.5,2736.9,6512,1.2503,160400,103780,11.719,1,5.1204e-32,1.0241e-31,2.2635e-31,True
TRCN0000155168,COPB1,8550.9/8679.5/8298.9,0/0/0,8508.3,0,-13.055,37470,532450,11.66,1.9286e-34,1,3.8572e-34,9.3561e-34,False
TRCN0000117659,RPL35A,8116.7/8536.1/8348.7,43.13/0/0.93031,8332.1,1.5453,-11.677,44145,516590,11.59,5.7168e-33,1,1.1434e-32,2.651e-32,False
TRCN0000117716,RPL11,8013.3/10542/10706,409.73/637.97/234.44,9670.7,394.26,-4.6129,2289300,640600,11.59,2.3062e-31,1,4.6125e-31,1.0054e-30,False
TRCN0000117551,RPS24,11032/11600/11234,620.4/1324.6/959.14,11286,923.73,-3.6095,82741,800750,11.58,2.5978e-31,1,5.1956e-31,1.1273e-30,False
TRCN0000003906,PSMB2,9074.4/8115.8/7757.4,0/48.618/0,8297.7,0.68686,-12.264,464150,513520,11.578,2.9534e-33,1,5.9068e-33,1.3831e-32,False
TRCN0000074993,RPL5,13083/11922/10884,1224.2/1909.2/653.07,11929,1151.4,-3.3719,1212500,867500,11.572,2.8646e-31,1,5.7293e-31,1.2374e-30,False
TRCN0000117774,RPL27,8926.4/9097.6/6994.2,0/889.36/0,8281.6,1.9719,-11.444,1369500,512080,11.57,9.2243e-33,1,1.8449e-32,4.1553e-32,False
TRCN0000004997,RPL6,8181.9/8071.3/8712.1,386.51/3.5574/3.7212,8317.1,17.448,-8.8167,117390,515260,11.562,7.8820000000000005e-32,1,1.5764000000000001e-31,3.4681e-31,False
TRCN0000059652,ABCG8,14810/12738/12931,24854/24806/25862,13461,25169,0.90279,1311200,1033e3,11.519,1,5.2615e-31,1.0523e-30,2.2522e-30,True
TRCN0000058064,PSMD7,7301.3/8377.5/9219.4,0/1230.9/302.35,8261.8,33.291,-7.9126,926450,510320,11.519,2.223e-31,1,4.4459e-31,9.7358e-31,False
TRCN0000117135,KRT9,5247/5238.9/6348.5,10764/13620/11186,5588.3,11793,1.0773,408220,290270,11.516,1,5.4778e-31,1.0956e-30,2.3343e-30,True
TRCN0000115828,MAGEB3,7178.1/7572.8/6638.8,15183/13682/14598,7119.5,14475,1.0236,220010,411670,11.463,1,1.0084e-30,2.0167e-30,4.2777e-30,True
TRCN0000074712,RPS3A,8238.5/7916/8048.3,356.65/332.03/0,8066.5,22.698,-8.4112,26291,493e3,11.456,3.411e-31,1,6.8221e-31,1.4667e-30,False
TRCN0000074994,RPL5,8538.9/7457.7/7949.6,0/263.25/0,7969.8,1.281,-11.771,293270,484490,11.448,2.5199e-32,1,5.0398e-32,1.1298e-31,False
TRCN0000065272,COPA,8582.1/8069.1/6597.1,0/0/0,7701.8,0,-12.911,1065100,461140,11.342,8.0844e-33,1,1.6169e-32,3.6592e-32,False
TRCN0000003950,PSMD11,8686.9/8714.2/8100.7,620.4/1369.6/16.745,8495.8,242.72,-5.1236,120150,531320,11.322,4.9719e-30,1,9.9439e-30,2.0904e-29,False
TRCN0000060913,HTR3D,3708.4/4650.3/5931.3,8868.1/11182/10123,4676.7,10013,1.0981,1256100,224530,11.261,1,1.0223e-29,2.0446e-29,4.2792e-29,True
TRCN0000117615,RPL18A,11901/11335/9916.1,831.08/1360.1/1332.2,11018,1146.2,-3.2638,1047e3,773430,11.225,1.5329e-29,1,3.0658e-29,6.3602e-29,False
TRCN0000060023,NUP205,7281.5/7491.3/7578,340.06/0/25.118,7449.3,9.4017,-9.4843,23247,439470,11.223,2.3386e-30,1,4.6773e-30,9.8766e-30,False
TRCN0000117675,RPL36,8628.2/7737.9/7291.8,280.34/194.47/48.376,7866.7,138.2,-5.8207,463450,475460,11.208,1.6682e-29,1,3.3363e-29,6.8912e-29,False
TRCN0000005064,LHX5,21417/21682/18651,43233/29066/36885,20536,35921,0.80661,2821200,1902300,11.154,1,3.4151e-29,6.8301e-29,1.3986e-28,True
TRCN0000009005,RXFP2,8577.9/9838.2/9673.6,560.69/463.65/1010.3,9346,640.41,-3.8652,469830,609770,11.148,3.6415e-29,1,7.283e-29,1.4849e-28,False
TRCN0000074794,RPS9,5027.4/8387.3/9834.2,351.67/17.787/170.25,7457.1,102.24,-6.1747,6209600,440140,11.086,6.0345e-29,1,1.2069e-28,2.45e-28,False
TRCN0000058063,PSMD7,6675.8/7725.9/6962.6,233.9/0/56.749,7107.9,10.898,-9.2228,294880,410710,11.074,1.4486e-29,1,2.8971e-29,6.0367e-29,False
TRCN0000115746,LUZP4,2323.5/2216.6/1373.3,4853.7/5439.3/3891.5,1919.5,4683.6,1.2864,274890,62307,11.073,1,8.4513e-29,1.6903e-28,3.4021e-28,True
TRCN0000072558,COPS6,7909.1/7476.1/6339.8,72.989/7.1149/750.76,7210.4,73.331,-6.6002,658420,419280,11.022,1.0717e-28,1,2.1435e-28,4.296e-28,False
TRCN0000117507,RPL3,7463.6/7832.4/6043.5,1.6588/154.16/185.13,7069.3,36.803,-7.5471,895010,407490,11.017,7.5207e-29,1,1.5041e-28,3.0404e-28,False
TRCN0000019585,DMRTC2,22248/19837/16427,31413/34379/36069,19354,33899,0.80853,8588e3,1746100,11.007,1,1.7756e-28,3.5511e-28,7.0872e-28,True
TRCN0000116052,COPS2,9137.5/8508.9/8027.5,2143.2/135.18/417.71,8546,494.71,-4.1079,310030,535850,10.999,1.9374e-28,1,3.8748e-28,7.7007e-28,False
TRCN0000117570,RPL30,8684.8/7590.2/8611.4,446.23/415.04/403.75,8280,421.29,-4.2935,374770,511940,10.983,2.2912e-28,1,4.5823e-28,9.031e-28,False
TRCN0000116053,COPS2,26994/17494/19637,5635.1/4732.6/7101,21009,5742.6,-1.8711,2503e4,1966e3,10.888,6.5806e-28,1,1.3161e-27,2.5831e-27,False
TRCN0000074913,RPS19,5899.4/6743.1/7176.9,243.85/0/0,6584.7,1.2462,-11.518,422690,367800,10.855,2.0887e-29,1,4.1775e-29,8.5911e-29,False
TRCN0000052040,PSMC4,13306/14992/12803,3515.1/1845.1/2450.4,13669,2514.2,-2.4423,1316600,1056100,10.855,9.4869e-28,1,1.8974e-27,3.7085e-27,False
TRCN0000074796,RPS9,7958.7/8258.1/8802.2,1459.8/240.72/607.49,8332.4,597.68,-3.7991,182920,516630,10.761,2.6261e-27,1,5.2523e-27,1.0224e-26,False
TRCN0000143767,FAM71B,6027.7/7337.1/6978,10930/17710/12407,6757.8,13392,0.98664,458620,381830,10.736,1,3.4404e-27,6.8808e-27,1.3339e-26,True
TRCN0000116055,COPS2,11030/10720/11829,1418.3/1842.8/1756.4,11183,1662,-2.7497,327420,790240,10.711,4.5244e-27,1,9.0488e-27,1.7399e-26,False
TRCN0000134038,OTUD6A,6400.3/7469.6/4599.6,13443/13002/10226,6035.9,12136,1.0075,2125600,324400,10.71,1,4.5515e-27,9.1031e-27,1.7432e-26,True
TRCN0000117548,RPS24,5759.2/7621.7/6041.5,3.3177/161.27/334.91,6424.7,56.856,-6.7952,1011300,354970,10.688,3.7324e-27,1,7.4648e-27,1.4412e-26,False
TRCN0000019569,POU4F2,12946/11498/10075,24483/19854/19227,11447,21064,0.8798,2066300,817240,10.638,1,9.8678e-27,1.9736e-26,3.7641e-26,True
TRCN0000151067,COPB1,10938/9854.5/9179.1,1385.1/1809.6/853.09,9964.6,1288.3,-2.9504,788510,668910,10.608,1.3613e-26,1,2.7226e-26,5.1718e-26,False
TRCN0000074996,RPL5,11269/10165/9337.7,1406.7/1449.1/1336.8,10227,1396.8,-2.8713,940280,694490,10.596,1.5575e-26,1,3.1149e-26,5.8934e-26,False
TRCN0000052954,POLA1,8515.5/9325.6/7774.2,1071.6/1128.9/403.75,8514.9,787.54,-3.4329,602950,533050,10.584,1.7669e-26,1,3.5338e-26,6.6594e-26,False
TRCN0000142066,NUP133,6542.7/7539.1/7958.3,459.5/381.83/375.84,7322,404.01,-4.1764,529700,428680,10.566,2.1368e-26,1,4.2735e-26,8.0214e-26,False
TRCN0000116786,KRT77,10386/10123/9736.1,20075/19024/17125,10078,18701,0.89181,107e3,679950,10.457,1,6.7976e-26,1.3595e-25,2.5119e-25,True
TRCN0000059958,NUP93,5502.7/6543.3/6157,18.247/200.4/235.37,6052.2,95.225,-5.9751,277010,325660,10.439,6.8563e-26,1,1.3713e-25,2.5238e-25,False
TRCN0000074981,RPS11,5861.9/6410.8/4941.6,0/0/0,5705.2,0,-12.478,552720,299070,10.432,1.9991e-28,1,3.9983e-28,7.913e-28,False
TRCN0000004999,RPL6,6274.2/8116.9/7445,320.15/564.45/594.47,7237.8,475.38,-3.9256,872160,421580,10.415,1.0582e-25,1,2.1165e-25,3.8802e-25,False
TRCN0000137295,SPATA16,2446.1/1963.5/3376.8,5965.2/7956.8/3901.7,2531.3,5700,1.1708,522280,92746,10.405,1,1.1787e-25,2.3574e-25,4.3051e-25,True
TRCN0000072561,COPS6,12157/12300/9780.4,1461.4/3004.9/1850.4,11351,2010.4,-2.4966,2008400,807390,10.395,1.3061e-25,1,2.6122e-25,4.7522e-25,False
TRCN0000074765,RPS7,6215.4/5385.6/5243.3,0/110.28/69.773,5598.9,9.0707,-9.1191,276020,291070,10.361,3.0098e-26,1,6.0197e-26,1.1254e-25,False
TRCN0000077927,RPL34,5180.4/5874.3/5518.7,0/122.14/36.282,5517.2,7.5331,-9.3369,120460,284960,10.321,3.8629e-26,1,7.7258e-26,1.4331e-25,False
TRCN0000117773,RPL27,6613.5/6416.2/8039.6,225.6/635.6/709.82,6987.4,466.92,-3.9006,786610,400690,10.301,3.4905e-25,1,6.981e-25,1.2603e-24,False
TRCN0000143014,NUP133,5322.8/6246.8/5848.6,152.61/111.47/67.912,5793.6,104.93,-5.7735,215010,305780,10.287,3.4652e-25,1,6.9304e-25,1.256e-24,False
TRCN0000052956,POLA1,15860/15096/15706,26550/29408/25542,15550,27118,0.80229,163400,1272500,10.255,1,5.6162e-25,1.1232e-24,2.0201e-24,True
TRCN0000151260,PIWIL3,11924/10465/10362,20598/15597/24029,10894,19764,0.85918,764150,760910,10.167,1,1.386e-24,2.7721e-24,4.9667e-24,True
TRCN0000117571,RPL30,3549/3028.9/2957.6,8397/5795.1/6459.1,3167.9,6799.1,1.1016,104400,128100,10.146,1,1.7343e-24,3.4686e-24,6.1911e-24,True
TRCN0000074982,RPS11,6625.5/7692.3/7864.9,1220.9/439.94/670.75,7373.2,711.57,-3.3714,451290,433010,10.124,2.1727e-24,1,4.3453e-24,7.7268e-24,False
TRCN0000060915,HTR3D,7119.3/9037.8/8318.4,13010/17174/15904,8119.2,15260,0.91025,941710,497650,10.122,1,2.2006e-24,4.4011e-24,7.7968e-24,True
TRCN0000117509,RPL3,4594.6/5430.1/6801.3,145.98/120.95/160.01,5536.3,141.37,-5.2815,1249200,286380,10.081,3.1278e-24,1,6.2556e-24,1.1041e-23,False
TRCN0000065268,COPA,7501.1/7771.5/7029.8,423/1981.5/572.14,7427.8,782.75,-3.2447,140980,437640,10.045,4.8491e-24,1,9.6982e-24,1.7053e-23,False
TRCN0000138134,SPATA16,5944.8/6168.6/5272.8,12602/10069/11443,5782.6,11324,0.96942,217570,304940,10.034,1,5.3957e-24,1.0791e-23,1.8905e-23,True
TRCN0000144555,PSMD6,8536.1/6904.9/6738.9,495.99/891.73/1024.3,7350.8,768.03,-3.257,989070,431110,10.026,5.8792e-24,1,1.1758e-23,2.0523e-23,False
TRCN0000074916,RPS19,4459.3/4773/5197.6,0/0/0,4800.5,0,-12.229,137430,233150,9.9419,3.3503e-26,1,6.7005e-26,1.2478e-25,False
TRCN0000019521,DMRTB1,12519/14350/14779,23416/26905/22352,13847,24148,0.8023,1442100,1076e3,9.9306,1,1.5326e-23,3.0652e-23,5.3303e-23,True
TRCN0000117594,RPS27,11557/10931/11403,2249.4/2739.2/2261.6,11294,2406.4,-2.2301,106580,801540,9.927,1.5891e-23,1,3.1782e-23,5.5065e-23,False
TRCN0000152434,NLRP5,11822/9579.8/8487.7,16003/19571/18221,9869.2,17870,0.85647,2903300,659680,9.8507,1,3.4045e-23,6.809e-23,1.1754e-22,True
TRCN0000003882,PSMA3,4286.4/4794.8/5025.6,58.059/98.423/57.679,4691.9,69.079,-6.0654,143160,225590,9.7331,8.3121e-23,1,1.6624e-22,2.8594e-22,False
TRCN0000052953,POLA1,9651.1/9505.9/9000.4,2136.6/1004.4/2577.9,9381.6,1768.6,-2.4066,116700,613130,9.7226,1.2082e-22,1,2.4163e-22,4.141e-22,False
TRCN0000117133,KRT9,7549.3/6989.6/7596.8,14744/15135/11682,7373.3,13762,0.90026,114080,433020,9.7093,1,1.3766e-22,2.7533e-22,4.7015e-22,True
TRCN0000116495,KRT25,7584.7/7702/7336.2,13596/15848/12808,7539.4,14027,0.89555,34905,447170,9.701,1,1.4922e-22,2.9844e-22,5.0778e-22,True
TRCN0000003910,PSMB3,4467.1/7456.6/6441.9,1337/240.72/475.39,5986.8,534.88,-3.4821,2338500,320600,9.6287,3.0235e-22,1,6.0471e-22,1.0215e-21,False
TRCN0000011510,TAAR8,9522.8/10065/7864.2,14201/16714/18553,9100.9,16391,0.84877,1318600,586810,9.5169,1,8.922e-22,1.7844e-21,3.0036e-21,True
TRCN0000073249,TRIM42,8294.5/7981.1/7989.2,869.23/2262.5/1471.7,8087,1425.1,-2.5037,31912,494800,9.4706,1.3906e-21,1,2.7811e-21,4.6319e-21,False
TRCN0000117132,KRT9,9289.8/8714.2/8140.4,1998.9/1248.7/1947.1,8702.1,1693.9,-2.3604,330520,550050,9.4496,1.7014e-21,1,3.4028e-21,5.6475e-21,False
TRCN0000059962,NUP93,8099/6596.5/6877.3,968.76/1349.5/946.12,7162.3,1073.4,-2.7371,639390,415250,9.4489,1.7115e-21,1,3.4231e-21,5.6613e-21,False
TRCN0000004998,RPL6,3534.9/4522.2/3993.6,34.835/64.034/0,3996.6,5.9737,-9.163,244720,179030,9.4316,2.5442e-22,1,5.0884e-22,8.6265e-22,False
TRCN0000117510,RPL3,9998.9/8494.8/6689.1,714.96/3185.1/1627.1,8282.5,1547.4,-2.4194,2764900,512160,9.411,2.4569e-21,1,4.9138e-21,8.0984e-21,False
TRCN0000058441,IL1F10,9695/7619.5/7505.5,1358.6/1570/1653.2,8215.2,1522.1,-2.4315,1524200,506160,9.4077,2.5362e-21,1,5.0724e-21,8.3308e-21,False
TRCN0000074709,RPS3A,8132.3/9163.8/7958.3,1972.4/1222.6/1774.1,8401.8,1623.4,-2.371,425e3,522840,9.3743,3.4803e-21,1,6.9606e-21,1.1392e-20,False
TRCN0000003911,PSMB3,2773.3/4201.8/4806.6,0/161.27/31.63,3826.1,7.9002,-8.7482,1105400,168120,9.3121,1.0412e-21,1,2.0823e-21,3.4927e-21,False
TRCN0000115755,SAGE1,8350.5/8278.7/9669.6,15142/14064/18079,8743.7,15673,0.84189,614040,553840,9.3109,1,6.3391e-21,1.2678e-20,2.0608e-20,True
TRCN0000046914,NUP98,12737/11815/11859,3614.6/3451.9/3285.8,12129,3448.2,-1.8143,270640,888600,9.2093,1.6413e-20,1,3.2825e-20,5.3173e-20,False
TRCN0000059907,NUP54,11023/9570/9977.3,2290.8/2602.9/2736,10172,2536.2,-2.0034,562440,689120,9.1984,1.817e-20,1,3.634e-20,5.8665e-20,False
TRCN0000117661,RPL35A,3087.1/4224.6/3859.9,29.859/2.3716/61.4,3692.4,16.475,-7.7235,338820,159720,9.1977,5.8336e-21,1,1.1667e-20,1.903e-20,False
TRCN0000145517,PSMD6,16578/14624/14921,4631.5/6245.7/4657.1,15351,5126.3,-1.5821,1108900,1248900,9.1489,2.8753e-20,1,5.7505e-20,9.2517e-20,False
TRCN0000019570,POU4F2,9231.7/8214.6/8376.2,17141/14666/14252,8596.2,15302,0.83186,298920,540400,9.1218,1,3.694e-20,7.3881e-20,1.1846e-19,True
TRCN0000118343,COPS4,3029.8/3575.2/3882.7,0/0/153.5,3477.6,1.0538,-10.726,187100,146510,9.0826,1.3243e-21,1,2.6486e-21,4.4269e-21,False
TRCN0000046913,NUP98,5152.8/4407.1/4666.1,346.7/734.02/237.23,4732.1,392.3,-3.5891,143500,228370,9.0812,5.3688e-20,1,1.0738e-19,1.7158e-19,False
TRCN0000005000,RPL6,14566/12086/11872,2441.8/4845.2/5035.7,12785,3905.7,-1.7106,2246600,958890,9.0682,6.0517e-20,1,1.2103e-19,1.9276e-19,False
TRCN0000117134,KRT9,16565/13189/12661,26976/20451/23537,14038,23504,0.74358,4501100,1097500,9.0363,1,8.1035e-20,1.6207e-19,2.5639e-19,True
TRCN0000052042,PSMC4,9131.8/8519.8/7482,1662.2/2658.6/1554.5,8349.6,1901,-2.1344,696820,518170,8.9585,1.6459e-19,1,3.2919e-19,5.173e-19,False
TRCN0000014254,VN1R2,23832/22345/21800,34600/34553/38372,22643,35798,0.66081,1106e3,2190900,8.8878,1,3.117e-19,6.234e-19,9.7638e-19,True
TRCN0000135976,DEFB129,4389.9/4996.8/3998.3,8841.6/10207/6783.8,4443,8491.3,0.93431,253620,208540,8.8652,1,3.8197e-19,7.6394e-19,1.1926e-18,True
TRCN0000059959,NUP93,3419.4/3517.6/2748,0/156.53/38.143,3209.2,8.3296,-8.4267,176020,130510,8.8603,7.4606e-20,1,1.4921e-19,2.3684e-19,False
TRCN0000060024,NUP205,3006.4/3098.4/3198.1,127.73/0/27.909,3100,7.0009,-8.5984,9194.6,124160,8.7778,1.351e-19,1,2.702e-19,4.2601e-19,False
TRCN0000144219,FAM71B,26421/22902/20942,10955/8764.4/10582,23314,10053,-1.2135,7723500,2285400,8.7716,8.8065e-19,1,1.7613e-18,2.7404e-18,False
TRCN0000009002,RXFP2,8309.4/7517.4/6606.5,16126/13617/10609,7445.1,13256,0.83224,727730,439120,8.7696,1,8.9682e-19,1.7936e-18,2.7816e-18,True
TRCN0000060025,NUP205,12057/9718.8/9115.9,2027.1/4283.2/2866.3,10222,2919.6,-1.8076,2422600,694050,8.766,9.2602e-19,1,1.852e-18,2.8628e-18,False
TRCN0000058438,IL1F10,21939/20076/19248,31012/35998/29979,20391,32226,0.6603,1902e3,1882900,8.6254,1,3.1928e-18,6.3856e-18,9.8384e-18,True
TRCN0000003909,PSMB3,5162.7/3732.6/3906.3,1091.5/246.65/507.95,4222.3,515.22,-3.0323,612020,193770,8.4215,1.8591e-17,1,3.7183e-17,5.6917000000000006e-17,False
TRCN0000072560,COPS6,9271.4/8633.8/8867.3,16316/17236/12668,8920.3,15273,0.77573,104060,570070,8.4136,1,1.9881e-17,3.9762e-17,6.067e-17,True
TRCN0000117550,RPS24,13168/11557/10165,4256.6/4287.9/3425.4,11566,3968.9,-1.5428,2264500,829550,8.3408,3.691e-17,1,7.3819e-17,1.1191e-16,False
TRCN0000155358,NLRP5,11053/9328.9/8228.4,16422/16804/14954,9466.9,16040,0.76064,2034300,621190,8.3397,1,3.7246e-17,7.4492e-17,1.1257e-16,True
TRCN0000116492,KRT25,11637/11389/9494.2,4359.4/2981.1/3511.9,10796,3573.7,-1.5948,1377100,751010,8.3341,3.9035e-17,1,7.8071e-17,1.176e-16,False
TRCN0000117612,RPL18A,10260/9388.6/8596.6,3057.2/2683.5/2912.8,9390.4,2880.4,-1.7046,692790,613960,8.3084,4.8513e-17,1,9.7026e-17,1.4569e-16,False
TRCN0000059905,NUP54,12649/10337/9389.4,3870.1/3036.9/3868.2,10708,3569,-1.5848,2822e3,742130,8.2865,5.8322e-17,1,1.1664e-16,1.746e-16,False
TRCN0000059906,NUP54,9057.4/6133.8/7041.2,1985.6/1790.6/1996.4,7313.5,1921.8,-1.9275,2253500,427960,8.2418,8.4803e-17,1,1.6961e-16,2.5307e-16,False
