gene,sgRNA,t_value,dof,p_value_neg,p_value_pos,p_value_twosided,log2FC,fdr_neg,fdr_pos,fdr_twosided
RPL35A,TRCN0000117660,-5.329775798607419,2.0061834276665658,0.01661287373586862,0.9833871262641314,0.03322574747173723,-6.812735724752121,0.03659901363814101,0.9999999989387793,0.042191892397856756
PSMC4,TRCN0000052041,-6.168095715646609,2.5402289105961473,0.006853260195794913,0.9931467398042051,0.013706520391589816,-3.1035300206651044,0.016709237487685536,0.9999999989387793,0.02005314511664933
NUP54,TRCN0000059905,-11.51694165283616,2.378067447735533,0.001925814464365403,0.9980741855356347,0.0038516289287309213,-2.018818756775133,0.005876840268676359,0.9999999989387793,0.0074360019726111256
PSMC4,TRCN0000052038,-51.39243711029086,3.7867163258441945,7.917904349322774e-7,0.9999992082095651,1.583580869990442e-6,-0.8611417785059974,1.1015202227146096e-5,0.9999999989387793,1.2249805489911347e-5
RPS27,TRCN0000117595,-24.36260418602757,2.0714480388288132,7.012774104975529e-4,0.9992987225895025,0.00140255482099505,-1.2679690155030823,0.0027413571501267975,0.9999999989387793,0.0034020945145161983
RPL6,TRCN0000005000,-11.64319837518153,3.9698851781380813,1.6220748862983526e-4,0.9998377925113702,3.244149772596572e-4,-2.078016279326631,9.47211631134717e-4,0.9999999989387793,0.0011803714172601372
KRT77,TRCN0000116783,-15.052315463153507,2.2446516770684593,0.0013348328553595256,0.9986651671446405,0.002669665710719027,-0.5537267128456556,0.0043620176131502035,0.9999999989387793,0.005523952435867342
COPS2,TRCN0000116052,-16.36427441441883,2.337418529460359,9.150786536212894e-4,0.9990849213463787,0.0018301573072425636,-3.688087583327741,0.003254377467389999,0.9999999989387793,0.004064152142374332
RPL34,TRCN0000077924,6.572989127882552,2.7411466409896192,0.9952927168133477,0.004707283186652256,0.009414566373304512,0.874909024525623,0.9999999706474977,0.01937025788932258,0.015000536412606713
RPS11,TRCN0000074982,-11.383833934771983,2.3455990807149267,0.002090498613437265,0.9979095013865628,0.004180997226874483,-3.6933124277422564,0.006298126395896984,0.9999999989387793,0.007974240678675928
RPL6,TRCN0000004999,-86.57336504736115,3.462539763991924,3.3538236308234677e-7,0.9999996646176369,6.707647262071958e-7,-4.298808811526612,5.9696924515893025e-6,0.9999999989387793,6.674123267070657e-6
POLR2A,TRCN0000021287,4.322997844971351,2.441097201698933,0.9828556908770036,0.01714430912299636,0.03428861824599272,0.9826548507201043,0.9999999706474977,0.05068286384485799,0.04313435220838978
POLR2F,TRCN0000021836,-3.4668402532479385,2,0.03703772236445092,0.9629622776355491,0.07407544472890182,-Inf,0.0739191674193472,0.9999999989387793,0.08524984271720332
TRIM42,TRCN0000073249,-19.952833901983173,3.3322404270926316,6.942532975866907e-5,0.9999305746702414,1.3885065951746434e-4,-2.8365345065211116,4.5608584688681204e-4,0.9999999989387793,5.66175534066902e-4
PSMC1,TRCN0000050506,-22.502141969527557,2.041442821491205,8.892415921672604e-4,0.9991107584078327,0.0017784831843346005,-3.774042718672872,0.0031864490385993495,0.9999999989387793,0.003968030878255971
POLR2D,TRCN0000021364,-21.59965326354265,3.4843619519530065,3.8838135339158124e-5,0.9999611618646609,7.767627067845062e-5,-2.182374551135098,2.7015350022679106e-4,0.9999999989387793,3.3400796391733765e-4
PSMA3,TRCN0000010827,-10.402625718814937,2.0063583733326116,0.004508305737809862,0.9954916942621901,0.009016611475619607,-2.2125362483915936,0.011913009016670752,0.9999999989387793,0.014655866762776887
COPS4,TRCN0000118345,-21.19117086814062,3.4444461770039307,4.505458409477436e-5,0.9999549454159052,9.010916818952275e-5,-2.2975522498513126,3.0885243879461265e-4,0.9999999989387793,3.805503263718238e-4
NPHS2,TRCN0000118888,-14.447562686295074,2.0907648560797036,0.0019816034248954025,0.9980183965751046,0.00396320684979079,-0.861223387263145,0.006008323204971316,0.9999999989387793,0.007620312357524568
NUP205,TRCN0000060025,-10.13075401568226,3.76392297655628,3.6172975983027116e-4,0.9996382702401697,7.234595196605742e-4,-2.1839288840881768,0.0017822726708303985,0.9999999989387793,0.0021521783194934064
IL22,TRCN0000058954,-11.531651167720987,2.035122307949631,0.003490535133160628,0.9965094648668393,0.006981070266321332,-1.1280502824102037,0.009488638609109062,0.9999999989387793,0.011835291168351218
POLR2F,TRCN0000021835,0.5339422332344248,3.724790035342449,0.688178453872976,0.31182154612702395,0.6236430922540479,0.10057154632665544,0.9999999706474977,0.7194711771613772,0.6412677883394884
NUP54,TRCN0000059906,-8.161970495092664,2.0191394601234207,0.0071373850340098735,0.9928626149659902,0.014274770068019693,-2.3783498451135703,0.017224403679013626,0.9999999989387793,0.020522693745207644
CRYGB,TRCN0000148941,-4.884462208942382,3.440525466999333,0.005919323443552278,0.9940806765564477,0.011838646887104565,-0.4380047203772026,0.0148139681947102,0.9999999989387793,0.0177205062582293
FCRL4,TRCN0000063030,-2.8516213349149457,3.9970691497109647,0.023179829379950462,0.9768201706200496,0.04635965875990089,-0.9462910046546344,0.048946693288913254,0.9999999989387793,0.05666180515098997
PSMD11,TRCN0000003947,-22.817239405440954,2.2272415151614555,5.497597520222883e-4,0.9994502402479777,0.0010995195040446326,-3.8390015030469957,0.002261185762665586,0.9999999989387793,0.002811203921151953
IL1F10,TRCN0000058441,-13.730029640448548,2.0887302029389363,0.002211191608507999,0.997788808391492,0.004422383217016046,-2.868540865322906,0.00657794736367474,0.9999999989387793,0.008300743101780117
COPS8,TRCN0000007623,-104.90535175071405,2.40430244832486,9.240144074553053e-6,0.9999907598559254,1.8480288149103075e-5,-4.431088150593019,7.946523904115627e-5,0.9999999989387793,9.399114295188983e-5
PSMC4,TRCN0000052042,-19.59916114635187,3.9844509623068225,2.0583466784097455e-5,0.9999794165332159,4.116693356825962e-5,-2.5317202889705896,1.5212468420122024e-4,0.9999999989387793,1.8904815124064857e-4
TAS2R9,TRCN0000014163,-3.352776278694715,2.0225845602284833,0.038704775793640706,0.9612952242063593,0.07740955158728147,-0.4392008952230402,0.07659982824431823,0.9999999989387793,0.08865549128519161
RPS27,TRCN0000117593,-8.076880161332218,2.0135844678093546,0.007345703643151891,0.9926542963568481,0.014691407286303804,-1.2171298939702933,0.017637146310714946,0.9999999989387793,0.020994065397044407
NUP54,TRCN0000059907,-22.52941149852213,2.410143935814023,3.665171637065892e-4,0.9996334828362934,7.330343274132289e-4,-2.4379584404661614,0.001787243489002234,0.9999999989387793,0.002167032730415358
NUP98,TRCN0000046915,6.217736315216903,2.7723552553203654,0.9947315691437195,0.005268430856280482,0.010536861712560963,1.1247439210321337,0.9999999706474977,0.020824641673710006,0.016333052293105884
COPB1,TRCN0000151067,-27.397805065280057,3.784162855392722,8.573165102405376e-6,0.9999914268348976,1.714633020477585e-5,-3.3248150803892447,7.651145459316495e-5,0.9999999989387793,8.98493968500457e-5
NUP133,TRCN0000142066,-11.439411912697546,2.000898889722402,0.0037715333077147505,0.9962284666922853,0.007543066615429472,-4.649450188014287,0.010082940770942142,0.9999999989387793,0.012524073799696344
CYP7A1,TRCN0000064260,-6.549375476041852,2.0213675523242753,0.01096505668549498,0.989034943314505,0.021930113370989934,-0.8579899258048957,0.02563082385686926,0.9999999989387793,0.029604833512225634
COPS2,TRCN0000116055,-15.925205448689965,2.10790595725536,0.0015618578386061947,0.9984381421613938,0.0031237156772123686,-3.1819908743891414,0.004860405055090021,0.9999999989387793,0.006182272538691664
RPS24,TRCN0000117547,8.271822388529367,2.0468351811703207,0.99332641386948906,0.0066735861305109445,0.013347172261021889,1.2518993505147291,0.9999999706474977,0.024469815811873467,0.01972878899832298
KRT9,TRCN0000117132,-34.92586227006973,3.3820297895450646,9.525061349807595e-6,0.9999904749386502,1.9050122699537653e-5,-2.766833031454171,8.045275032962487e-5,0.9999999989387793,9.58585961370352e-5
CRYGB,TRCN0000148564,0.9742704779559084,2.0033416844702328,0.7837327928826561,0.21626720711734393,0.43253441423468786,0.30858678809159024,0.9999999706474977,0.5192608576979882,0.45263003967479504
COPS8,TRCN0000007622,-19.572293829936676,2.0243711195698944,0.0012286372190695282,0.9987713627809305,0.0024572744381390343,-1.348770233807346,0.0041504962098547335,0.9999999989387793,0.005201955249684574
PSMB2,TRCN0000003905,-3.154261118013793,2.0045439826251834,0.04363116381570033,0.9563688361842997,0.08726232763140063,-5.392023358103341,0.08458008395420596,0.9999999989387793,0.09804057237447149
RPL30,TRCN0000117567,0.2568702589331526,2.0375326125177664,0.5895515698832184,0.41044843011678156,0.8208968602335631,0.02763814789448915,0.9999999706474977,0.9289096050011372,0.831443714968898
COPS8,TRCN0000007619,-10.07654086305143,2.018307322656216,0.004706661007412661,0.9952933389925873,0.009413322014825365,-0.7706150445044972,0.012232146464319716,0.9999999989387793,0.015000536412606713
NUP98,TRCN0000046917,9.197440001127323,2.0016243439771157,0.9942070489263329,0.005792951073667063,0.011585902147334126,1.5494530545485583,0.9999999706474977,0.02166343525802338,0.017468293827104565
COPS2,TRCN0000116053,-6.880012768249787,2.1863493391893027,0.008064850270497937,0.991935149729502,0.01612970054099594,-2.3063852143882038,0.01926603120174507,0.9999999989387793,0.022639015892851867
SPATA16,TRCN0000134934,-14.228204298470692,3.999591627454504,7.089809294240224e-5,0.9999291019070576,1.4179618588472387e-4,-2.00069781034005,4.569927209966375e-4,0.9999999989387793,5.731773110807318e-4
VN1R2,TRCN0000014254,3.5839983561773847,2.3936647796012918,0.9734033350662081,0.02659666493379187,0.05319332986758374,0.22492407381450263,0.9999999706474977,0.07578447297399732,0.06402148861925473
RPS27,TRCN0000117594,-24.777920255169935,2.417401819780915,2.865237117564548e-4,0.9997134762882436,5.730474235128291e-4,-2.663612193997679,0.0015227608501213834,0.9999999989387793,0.0018438872879018241
TRIM42,TRCN0000073251,7.039637631036522,2.0252937562724997,0.9905290683228858,0.009470931677114214,0.018941863354228428,0.6351904859363948,0.9999999706474977,0.030683223858048104,0.02596956917840593
PSMC1,TRCN0000050503,-61.716727027360406,3.8378179933427057,3.38644732353275e-7,0.9999996613552676,6.77289464734443e-7,-0.7652435308361198,5.9696924515893025e-6,0.9999999989387793,6.674123267070657e-6
MRGPRD,TRCN0000077977,-35.09527329724207,2.9444169679166814,2.9482179465949632e-5,0.999970517820534,5.896435893193441e-5,-2.156825019473297,2.0813538637901757e-4,0.9999999989387793,2.5824205347041646e-4
IL22,TRCN0000058955,4.764572061436133,2.0171478364422772,0.9796727744858588,0.020327225514141234,0.04065445102828247,0.6563579766640615,0.9999999706474977,0.058986366062508,0.05047127384876012
FAM71B,TRCN0000140184,-5.522196535072056,2.0057786493094163,0.015531947887006035,0.9844680521129939,0.03106389577401214,-1.7154764371216622,0.03465382712525403,0.9999999989387793,0.039819031710319086
POLR2F,TRCN0000021837,32.52173668066726,2.1566592364004857,0.9996958207553269,3.041792446730751e-4,6.083584893461502e-4,1.1282640695871908,0.9999999706474977,0.0023954510985519603,0.001931231982957913
PSMC2,TRCN0000007184,-111.45766343863008,3.615573732032354,7.934991072886841e-8,0.9999999206500892,1.5869982150640283e-7,-1.1415424908943574,2.2467373714287627e-6,0.9999999989387793,3.637574788717401e-6
NLRP5,TRCN0000152679,-92.97828237375118,3.5704176433682977,1.7906884149400495e-7,0.9999998209311585,3.581376830652516e-7,-1.2082660097754427,4.033312477460206e-6,0.9999999989387793,5.115092849389533e-6
COPS4,TRCN0000118342,-9.426493971784604,3.016301486350949,0.0012371793347281889,0.9987628206652718,0.0024743586694564446,-1.0496116153358201,0.0041504962098547335,0.9999999989387793,0.005201955249684574
KRT74,TRCN0000116931,-5.337365796009984,2.002368648933799,0.016635915290064095,0.9833640847099359,0.03327183058012806,-1.6265147286661659,0.03659901363814101,0.9999999989387793,0.042191892397856756
PSMB3,TRCN0000003909,-9.445488843423194,2.9878231145822967,0.001278610530936894,0.9987213894690631,0.002557221061873838,-3.2266579623378835,0.0042590336699517665,0.9999999989387793,0.005352060010027988
POLR2F,TRCN0000021838,-5.884389886980238,2.014376622516577,0.01361380179995031,0.9863861982000497,0.02722760359990062,-1.016650854304343,0.03081018302094017,0.9999999989387793,0.035478392569567474
TAS2R13,TRCN0000014035,-5.611822832989827,3.9949704130362353,0.0024863841167850455,0.997513615883215,0.0049727682335700685,-0.05999416343839492,0.007261124387098375,0.9999999989387793,0.00904847808238436
KRT9,TRCN0000117133,8.085576190206277,2.1133521415972187,0.9936519393834348,0.006348060616565232,0.012696121233130464,0.44019380465827673,0.9999999706474977,0.023458067747151208,0.01894405471063315
NLRP5,TRCN0000150723,105.49241468479107,3.4095422315750312,0.9999997944971432,2.0550285684262093e-7,4.1100571368524186e-7,1.1186218915406396,0.9999999706474977,5.967608324287788e-6,5.115092849389533e-6
COPZ1,TRCN0000065001,0.7911503139350938,2.022133246188648,0.7445049810489819,0.2554950189510181,0.5109900379020362,0.09541607018650744,0.9999999706474977,0.5982630889298592,0.528880279929241
POU4F2,TRCN0000019570,9.943165745584192,2.2101360484654595,0.9964615061877246,0.003538493812275445,0.00707698762455089,0.372728302909648,0.9999999706474977,0.01568044769455029,0.011941693262041858
TAAR8,TRCN0000011510,3.3069260986491806,2.0102933852447946,0.9600037460257137,0.0399962539742863,0.0799925079485726,0.4345700303172233,0.9999999706474977,0.10688264480134135,0.0909530198549876
LHX5,TRCN0000005064,52.78103330516373,3.87064054152818,0.9999994392800241,5.607199758950188e-7,1.1214399517900375e-6,0.37305425767136313,0.9999999706474977,1.0415261629413376e-5,9.472162449940854e-6
TGM6,TRCN0000056293,-5.3914750466026655,2.030897458915234,0.015824315751065236,0.9841756842489348,0.031648631502130486,-0.3986449208351779,0.035140381926074445,0.9999999989387793,0.04045892621758843
SPATA16,TRCN0000134587,-11.653073248791898,2.0673310660900066,0.003225424912634072,0.9967745750873659,0.006450849825268223,-0.9527544420519085,0.00897427049221127,0.9999999989387793,0.011135956085225801
PSMD1,TRCN0000058103,-13.574464483492125,2.113629017521538,0.002157653993665868,0.9978423460063341,0.004315307987331707,-0.975105121416906,0.00645930594306301,0.9999999989387793,0.008175551923327619
PLA2G2E,TRCN0000051553,-11.050427976456314,2.0888042331130725,0.003463250854684731,0.9965367491453153,0.006926501709369592,-1.517928321607723,0.009468888174947272,0.9999999989387793,0.011785019095438191
TAS2R9,TRCN0000014166,-11.548703661603902,2.04668575226675,0.0034087820656132847,0.9965912179343868,0.006817564131226694,-0.6291504982775269,0.009374150680436533,0.9999999989387793,0.011641544527329338
PIWIL3,TRCN0000152462,-25.575894938556676,2.083922447511845,6.142905756938154e-4,0.9993857094243062,0.0012285811513876865,-1.6236620112354583,0.0024416759857409636,0.9999999989387793,0.0030425072492480405
OR12D2,TRCN0000009301,-2.5910024018201865,2.944148986156382,0.0412842147256847,0.9587157852743153,0.08256842945136933,-0.5242068298917442,0.08136430652187027,0.9999999989387793,0.09365675570862757
RPL9,TRCN0000117563,-220.65617655309256,2.716902974835058,3.687202370526055e-7,0.999999631279763,7.37440474241069e-7,-2.5992325346889054,5.9696924515893025e-6,0.9999999989387793,6.839398908157365e-6
CRYGB,TRCN0000147503,20.231998597140056,2.2129807325107156,0.9992582583460812,7.41741653918826e-4,0.001483483307837652,0.7392641944996257,0.9999999706474977,0.004677917364048063,0.0035497716953007716
OC90,TRCN0000054163,-6.372584273367587,2.4846425242186507,0.0067337556546392344,0.9932662443453608,0.01346751130927859,-0.16970329820426677,0.01658888762835603,0.9999999989387793,0.0198446506208373
FAM71B,TRCN0000139305,-9.557020744418384,3.570722226989662,5.707976837752963e-4,0.9994292023162247,0.0011415953675506518,-2.4311880960175554,0.002307583798510386,0.9999999989387793,0.0028722053662311614
IL1F10,TRCN0000058438,9.354285191404824,2.2188881106667457,0.9960140273070165,0.003985972692983508,0.007971945385967016,0.22344186979731617,0.9999999706474977,0.01715081513465322,0.013101317116748987
IL22,TRCN0000058956,-15.74233808150257,2.232888688968035,0.001237251512874244,0.9987627484871258,0.0024745030257484757,-0.7756063819005217,0.0041504962098547335,0.9999999989387793,0.005201955249684574
COPS2,TRCN0000116056,2.0151797422921196,2.6871013098646412,0.9260687499239102,0.0739312500760898,0.1478625001521796,0.30206185735763746,0.9999999706474977,0.1900515287282091,0.1604104646146352
HTR3D,TRCN0000060915,3.6015807402959554,2.0101040741856737,0.965663973801969,0.034336026198031,0.068672052396062,0.4944614669881542,0.9999999706474977,0.09387826815993447,0.07961245290033658
TGM6,TRCN0000056297,-7.718570021043383,2.418425824151316,0.004639637808576132,0.9953603621914239,0.00927927561715225,-1.4084678988967472,0.012124578361638178,0.9999999989387793,0.014979854494583665
FCRL4,TRCN0000063031,25.981287687952708,2.3414403513146396,0.9996910729027237,3.08927097276257e-4,6.17854194552514e-4,0.7892819148287931,0.9999999706474977,0.0023954510985519603,0.001935397576313504
ADH7,TRCN0000026438,2.5244749081041156,2.0840688691020715,0.9387125368752735,0.06128746312472655,0.1225749262494531,0.1073816036516444,0.9999999706474977,0.16016005556903679,0.13546247690652177
OR12D2,TRCN0000009304,198.32340887306216,3.3592318129847114,0.9999999703295667,2.9670433332462665e-8,5.934086666492533e-8,1.1973687468622325,0.9999999706474977,5.301685274757458e-6,2.6364591325285978e-6
TAS2R13,TRCN0000014033,0.06476181561637069,3.4071008975512815,0.5240098136977585,0.47599018630224155,0.9519803726044831,0.015744331970084957,0.9460177170955715,0.9999999989387793,0.9519803726044831
PSMC1,TRCN0000050507,0.2122976117489125,2.3250127728150636,0.5754669619864701,0.42453303801352993,0.8490660760270599,0.03741922576802814,0.9999999706474977,0.95177357113791194,0.8545711638727634
OR9Q2,TRCN0000063063,-10.655196820619222,2.082560173379298,0.0037731089142849033,0.996226891085715,0.007546217828569679,-0.6592362356792627,0.010082940770942142,0.9999999989387793,0.012524073799696344
LYZL6,TRCN0000151010,-6.064017678329292,2.1360663507339184,0.011140818804911475,0.9888591811950885,0.022281637609822935,-0.18061503446258342,0.02583140830746631,0.9999999989387793,0.029771792625554374
TPH2,TRCN0000056676,-3.629163588876508,3.2832435861526403,0.015500818362384726,0.9844991816376153,0.03100163672476941,-1.0781514296442385,0.03465382712525403,0.9999999989387793,0.039819031710319086
RPL18A,TRCN0000117616,-3.859402349361878,2.3464283663303678,0.02351092760217231,0.9764890723978277,0.047021855204344654,-1.1007881289785466,0.049425194470344457,0.9999999989387793,0.05732303482385315
POU4F2,TRCN0000019569,7.466888068458752,2.0695251262570764,0.9920626153991841,0.007937384600815944,0.01587476920163189,0.41439874272924904,0.9999999706474977,0.027286209902004074,0.022480578904337682
COPZ1,TRCN0000064999,-3.146942731673663,2.0873248981323833,0.04159467564857852,0.9584053243514215,0.0831893512971571,-0.46354440748193326,0.08163602316090307,0.9999999989387793,0.09413531857309883
OTUD6A,TRCN0000135225,-1.2532616083929484,3.6920810997300557,0.14180369794965067,0.8581963020503494,0.2836073958993013,-0.32213646253937434,0.26406751626056996,0.9999999989387793,0.30281331435749326
RPL30,TRCN0000117569,7.372752106400298,2.0063975099955575,0.9911261857145812,0.00887381428541878,0.01774762857083756,1.295888530958793,0.9999999706474977,0.02935184725176981,0.024617678340194037
KRT74,TRCN0000116930,-8.300396399443466,2.0300430591329555,0.006793789693012319,0.9932062103069876,0.013587579386024506,-0.896735207932073,0.016650064895309985,0.9999999989387793,0.01995939456394283
OC90,TRCN0000054167,-6.27763172156327,2.029062371602175,0.011798684278779108,0.9882013157212209,0.02359736855755834,-0.7520043341771192,0.026960278569384145,0.9999999989387793,0.031090683364136753
PIWIL3,TRCN0000153086,-5.841225547865754,2.076644747883583,0.012859207632058875,0.9871407923679412,0.02571841526411789,-0.3305448938363682,0.02924233274021081,0.9999999989387793,0.03367333585040327
PSMC2,TRCN0000007185,108.99714143387064,3.681137582780802,0.999999932348115,6.765188498292218e-8,1.3530376996584437e-7,0.71700936306316,0.9999999706474977,5.301685274757458e-6,3.5626180377475245e-6
CRYGB,TRCN0000148475,-7.963477340920739,2.5378660168217793,0.0036841437510948564,0.9963158562489052,0.007368287502189652,-2.397059328260152,0.00995771425295924,0.9999999989387793,0.012358865207573424
NUP133,TRCN0000143344,65.62441680401837,3.640592532329963,0.9999995027181384,4.972818615778252e-7,9.945637231556503e-7,0.7774539282033519,0.9999999706474977,9.800596688596305e-6,8.553248019138594e-6
FAM71B,TRCN0000140300,-5.836232444836515,2.1852923813337015,0.01140625186485764,0.9885937481351423,0.022812503729715328,-0.4010854397471064,0.02619008316542555,0.9999999989387793,0.030309871528526267
NLRP5,TRCN0000155358,4.049801031716017,2.044508456008804,0.9730607385929806,0.02693926140701941,0.05387852281403882,0.30832984347408043,0.9999999706474977,0.07630102182946216,0.06468157688081311
NPSR1,TRCN0000063361,-9.516088123221358,2.018546152881536,0.005271428807991231,0.9947285711920087,0.010542857615982504,-1.1914068011085117,0.013405300140751893,0.9999999989387793,0.016333052293105884
NLRP5,TRCN0000152512,26.790885409827965,2.300074128969097,0.9996805493874112,3.194506125887564e-4,6.389012251775128e-4,0.9823844703248419,0.9999999706474977,0.002437099028298093,0.001974032262563287
RPL34,TRCN0000077923,6.070958422070175,2.0098623325313394,0.9871144317358922,0.012885568264107805,0.02577113652821561,0.6852468489015529,0.9999999706474977,0.03957710252547397,0.03367333585040327
CABP5,TRCN0000056336,-9.278809666448785,2.106424531765832,0.004826450375615396,0.9951735496243846,0.00965290075123093,-0.5349910240551559,0.012407125150359142,0.9999999989387793,0.015270307877365318
HTR3D,TRCN0000060913,2.8245073738710147,3.3820426546262867,0.9710820821940191,0.028917917805980853,0.057835835611961706,0.6284837755512669,0.9999999706474977,0.08093594746881032,0.06839087561114471
DMRTC2,TRCN0000019588,74.38729530023501,3.6697797477348484,0.9999997136007281,2.8639927185381e-7,5.7279854370762e-7,0.7326315620226929,0.9999999706474977,6.450802646992958e-6,6.020749137193428e-6
KRT77,TRCN0000116784,-93.04898714399184,3.366808698415423,3.668605677718319e-7,0.9999996331394322,7.337211356261975e-7,-1.503780540541353,5.9696924515893025e-6,0.9999999989387793,6.839398908157365e-6
COPS6,TRCN0000072560,8.722138326366437,2.2143145575548973,0.9953278675102616,0.004672132489738412,0.009344264979476824,0.3182137568034449,0.9999999706474977,0.01937025788932258,0.015000536412606713
TAS2R9,TRCN0000014164,14.032331048586713,2.0425562616059407,0.997684478450307,0.002315521549692945,0.00463104309938589,1.0759692552092748,0.9999999706474977,0.011651507372391096,0.00862395033862018
COPA,TRCN0000065269,-4.040295675885268,2.0166834996719993,0.027687557572768026,0.972312442427232,0.05537511514553617,-0.6683848847450431,0.05743953829789156,0.9999999989387793,0.06614249864605709
CRYGB,TRCN0000146810,9.58417897530766,2.07980734032417,0.9952905292658095,0.00470947073419048,0.00941894146838096,0.5882975628242786,0.9999999706474977,0.01937025788932258,0.015000536412606713
NPSR1,TRCN0000063358,14.712656358322642,2.1472417609054677,0.9982961807416353,0.0017038192583647138,0.0034076385167294276,0.6414917055216964,0.9999999706474977,0.009055129316927075,0.006688020823290537
RNASE9,TRCN0000049815,-7.971143185756845,3.9924366306779637,6.764408600108956e-4,0.9993235591399892,0.0013528817200219034,-0.8390325579929563,0.00266630438987628,0.9999999989387793,0.0033156116765303643
LUZP4,TRCN0000115746,5.7114000931323625,2.061470461149304,0.9863244636605684,0.013675536339431638,0.027351072678863275,0.8086024710644253,0.9999999706474977,0.041732443151943,0.035541366420610794
PSMC2,TRCN0000007181,-71.63041516779575,3.8802538851480155,1.669065376907137e-7,0.9999998330934623,3.3381307540381044e-7,-0.6763537460492302,3.947339616385379e-6,0.9999999989387793,5.093341440838785e-6
NUP54,TRCN0000059903,-4.319878935042375,2.011982645294203,0.024552535405942225,0.9754474645940577,0.04910507081188431,-0.8518329303662213,0.05138650109296757,0.9999999989387793,0.05966485276184825
NPSR1,TRCN0000063360,-4.5096664440305245,2.006428629471466,0.02277303051281023,0.9772269694871898,0.04554606102562042,-1.125937499495583,0.04830333377829255,0.9999999989387793,0.05581162400289756
DMRTB1,TRCN0000019522,-4.477939128765887,2.102388695593821,0.021152737828504273,0.9788472621714958,0.042305475657008484,-1.948228682018371,0.04547838633128419,0.9999999989387793,0.05224671014560056
KRT25,TRCN0000116496,1.3935427161297438,2.0135175512705157,0.8513263777092839,0.14867362229071612,0.29734724458143225,0.20745066165634718,0.9999999706474977,0.3701190702289933,0.3167685736194087
OR52E8,TRCN0000060817,71.19578634757649,3.9816097020211774,0.9999998763584442,1.2364155577149205e-7,2.472831115429841e-7,1.0533615363883975,0.9999999706474977,5.848245587991574e-6,4.332033768882647e-6
TAAR8,TRCN0000011508,1.7554526960340797,3.5813351126659514,0.9188233530146045,0.0811766469853955,0.162353293970791,0.2810688614550152,0.9999999706474977,0.20496072726317738,0.17492735318492972
CYP7A1,TRCN0000064262,1.155688946888783,2.0105053534862347,0.8166554521113369,0.18334454788866306,0.3666890957773261,0.1701672872418296,0.9999999706474977,0.4516769330798835,0.38801776801493343
RPL18A,TRCN0000117612,-32.02911967861546,2.0487197850134473,4.244750708184445e-4,0.9995755249291816,8.489501416368839e-4,-2.147687308675243,0.00193054527401081,0.9999999989387793,0.00235435363772879
ABCG8,TRCN0000059648,-30.94464287243945,3.9921405301754826,3.30973993616594e-6,0.9999966902600639,6.6194798724605874e-6,-0.29120411125267864,3.5579704313783855e-5,0.9999999989387793,4.014120486761356e-5
TAS2R13,TRCN0000014037,-147.49497101647762,3.6484392461705464,2.5298094127756454e-8,0.9999999747019058,5.059618812808253e-8,-1.0935324123128307,1.5818754762707086e-6,0.9999999989387793,2.6364591325285978e-6
PIWIL3,TRCN0000154096,113.98422983076505,3.3127191222236116,0.9999997729028545,2.2709714553315052e-7,4.5419429106630105e-7,1.2589259945666509,0.9999999706474977,5.967608324287788e-6,5.115092849389533e-6
NPSR1,TRCN0000063362,-3.620786177588928,2.2644050675455425,0.028378481908468606,0.9716215180915314,0.05675696381693718,-1.2656359159899964,0.05836096496828544,0.9999999989387793,0.06745237157138514
PSMD11,TRCN0000003949,28.974334250241764,2.054416016837506,0.9994868881413523,5.131118586476635e-4,0.001026223717295327,1.9820465565609666,0.9999999706474977,0.0035174189730484764,0.002652479881315244
RPS11,TRCN0000074980,35.561818031514186,3.051013065970219,0.9999786526218846,2.1347378115432747e-5,4.2694756230865494e-5,1.2038082594339112,0.9999999706474977,2.524327462149922e-4,1.926089926474869e-4
DMRTB1,TRCN0000019521,3.672710107189391,2.018604986379823,0.9670688718027394,0.03293112819726063,0.06586225639452126,0.3555579605987518,0.9999999706474977,0.0916260213959075,0.07692061055458901
TAAR1,TRCN0000014007,-1.2506633439615042,2.3278159217596803,0.1610300346511442,0.8389699653488558,0.32206006930228837,-0.2634123892363309,0.2986949270195734,0.9999999989387793,0.342324523101084
PSMD7,TRCN0000058065,-2.023509387544995,3.1414139039809084,0.06603506234332576,0.9339649376566742,0.13207012468665158,-0.3801797501677342,0.12544009834696018,0.9999999989387793,0.1449400672315225
KRT9,TRCN0000117134,3.6439592459231958,2.0272400436326916,0.9668092458323508,0.03319075416764916,0.06638150833529832,0.2904758092827677,0.9999999706474977,0.09180834339940383,0.07733609222314312
SAGE1,TRCN0000115752,2.3371036421638935,2.0259959693753316,0.9285866390904048,0.07141336090959516,0.14282672181919032,0.28943693787103975,0.9999999706474977,0.18458207491933612,0.15530353889764834
RPL3,TRCN0000117511,0.5110749001936151,2.033772702044962,0.6703080219170541,0.3296919780829459,0.6593839561658918,0.11615160532140756,0.9999999706474977,0.7497322386213146,0.6736255102947448
SAGE1,TRCN0000115754,7.285124742303543,2.03151664753978,0.9912209357496584,0.008779064250341584,0.017558128500683168,1.2844396364380248,0.9999999706474977,0.029242939369095555,0.02442645523771511
COPS8,TRCN0000007621,14.453958552765693,2.078560265543143,0.9979713217839816,0.002028678216018376,0.004057356432036752,0.5937851256320972,0.9999999706474977,0.010544668089853755,0.0077697554346290824
