"Gene_ID","Well_ID","Score"
"KRT9","KRT9-8",0.962195565249
"MRGPRD","MRGPRD-3",1.03116322122802
"MAGEB3","MAGEB3-9",0.98534230039662
"FCRL4","FCRL4-7",0.961067247481623
"OC90","OC90-2",0.95564180759634
"CYP7A1","CYP7A1-5",0.896919917864476
"RNASE9","RNASE9-5",1.00412881915772
"PIWIL3","PIWIL3-1",0.995038167938931
"OR12D2","OR12D2-2",1.02684941794968
"OR9Q2","OR9Q2-9",0.941790040376851
"PIWIL3","PIWIL3-8",0.952406633409734
"TAS2R9","TAS2R9-2",0.971771618342062
"KRT77","KRT77-3",0.984700973574409
"RPTN","RPTN-5",1.00652804642166
"TAAR1","TAAR1-10",0.936854190585534
"CYP7A1","CYP7A1-3",0.973163520582215
"DEFB129","DEFB129-9",1.02310516087238
"ADH7","ADH7-6",0.95300572519084
"DMRTC2","DMRTC2-10",1.00073626859078
"IL1F10","IL1F10-5",0.976350768168479
"MAGEB3","MAGEB3-7",1.00406601291557
"TGM6","TGM6-9",0.98778071334214
"VN1R2","VN1R2-1",0.995402721588819
"KRT74","KRT74-8",0.923537988012312
"MRGPRD","MRGPRD-5",1.01431297709924
"OTUD6A","OTUD6A-1",0.852869846402587
"PSMC2","PSMC2-8",0.938684210526316
"TRIM42","TRIM42-8",1.01089799476896
"KRT9","KRT9-6",0.990919857876036
"CABP5","CABP5-3",0.956037277147488
"HTR3D","HTR3D-2",0.943532818532819
"LUZP4","LUZP4-10",1.003804017042
"PSMB2","PSMB2-8",0.915300546448087
"KRT74","KRT74-2",0.9723163009866
"TAAR1","TAAR1-1",0.932463545663853
"NPSR1","NPSR1-5",0.98434525068754
"DEFB129","DEFB129-7",0.97364435019691
"KRT77","KRT77-5",0.931641424478101
"LHX5","LHX5-1",0.924561924561925
"VN1R2","VN1R2-7",0.923033549478433
"TAAR8","TAAR8-4",0.97152395915161
"PSMA3","PSMA3-7",0.974866310160428
"LHX5","LHX5-5",0.91210277214334
"TAS2R13","TAS2R13-5",0.928679245283019
"NPHS2","NPHS2-3",1.00268250622725
"MAGEB3","MAGEB3-1",0.916379903647626
"OC90","OC90-3",0.982971711068388
"HTR3D","HTR3D-4",0.980960749853544
"HTR3D","HTR3D-9",0.961932050757266
"OC90","OC90-5",0.907252096694623
"OR9Q2","OR9Q2-2",1.01037165082109
"PIWIL3","PIWIL3-3",0.963412391983821
"RNASE9","RNASE9-3",0.91358024691358
"TAS2R9","TAS2R9-8",1.03304255881575
"TRIM42","TRIM42-2",0.950780159837625
"POU4F2","POU4F2-10",0.88810641627543
"TPH2","TPH2-6",0.869274809160305
"PLA2G2E","PLA2G2E-6",0.90433783395576
"IL22","IL22-8",0.879884004884005
"KRT77","KRT77-8",0.906631762652705
"KRT74","KRT74-5",0.946963873943121
"KRT25","KRT25-1",0.937416421503076
"RNASE9","RNASE9-10",0.898279158699809
"KRT77","KRT77-1",0.933109833971903
"LYZL6","LYZL6-1",1.01105300689327
"TAS2R13","TAS2R13-3",0.931428571428571
"VN1R2","VN1R2-5",0.889157273215244
"CABP5","CABP5-2",0.887441375716519
"OTUD6A","OTUD6A-2",0.901434521055067
"NLRP5","NLRP5-2",0.938907744523295
"ADH7","ADH7-3",0.965377957299481
"NPHS2","NPHS2-4",0.93315956060324
"RPTN","RPTN-7",0.958735055919784
"LHX5","LHX5-7",0.919575471698113
"FCRL4","FCRL4-5",0.953508581359983
"OR12D2","OR12D2-1",0.899325842696629
"KRT25","KRT25-10",0.960601719197708
"OTUD6A","OTUD6A-9",0.992125984251969
"OR9Q2","OR9Q2-1",0.893314366998578
"PSMB3","PSMB3-8",0.900599224532957
"IL22","IL22-10",0.977195138604397
"RPL27","RPL27-3",0.928468830795748
"KRT74","KRT74-1",0.874658617220066
"RPS11","RPS11-5",0.932327761924174
"FCRL4","FCRL4-8",0.833533221396018
"KRT77","KRT77-4",0.857109060799621
"TGM6","TGM6-10",0.976897032463653
"PIWIL3","PIWIL3-4",0.935158501440922
"NPHS2","NPHS2-10",0.84532179556517
"KRT25","KRT25-7",0.929353585305546
"DEFB129","DEFB129-6",0.946463654223969
"TAAR1","TAAR1-4",1
"CRYGB","CRYGB-2",0.904656930283825
"DEFB129","DEFB129-1",0.940320855614973
"RPTN","RPTN-3",0.938197110989212
"LHX5","LHX5-9",0.946298984034833
"OR9Q2","OR9Q2-3",0.965752227852525
"LHX5","LHX5-4",0.799249530956848
"FAM71B","FAM71B-4",0.975083782602361
"ADH7","ADH7-5",0.896121613720522
"PLA2G2E","PLA2G2E-5",0.925330812854442
"TGM6","TGM6-14",0.907904411764706
"NPHS2","NPHS2-1",0.8529568460309
"PLA2G2E","PLA2G2E-10",0.857670979667283
"OR12D2","OR12D2-10",0.863372093023256
"KRT9","KRT9-10",0.977980791754509
"TGM6","TGM6-6",0.949526813880126
"KRT77","KRT77-9",0.90734055354994
"PLA2G2E","PLA2G2E-1",0.838762362762
"IL22","IL22-6",0.895175286358903
"NPHS2","NPHS2-6",0.963475030953364
"TAAR8","TAAR8-3",0.89661713563073
"TAAR8","TAAR8-8",0.945100051308363
"ABCG8","ABCG8-1",0.931751976695797
"ABCG8","ABCG8-2",0.842948717948718
"ABCG8","ABCG8-3",0.972211720226843
"ABCG8","ABCG8-4",0.929244199402711
"ABCG8","ABCG8-6",0.931966449207829
"ABCG8","ABCG8-7",0.925359208807613
"ADH7","ADH7-10",0.790907482752521
"ADH7","ADH7-7",0.781586679725759
"ADH7","ADH7-9",0.860884418295692
"CABP5","CABP5-1",0.872100122100122
"CABP5","CABP5-10",0.919241358213521
"CABP5","CABP5-4",0.941514299109236
"CABP5","CABP5-6",0.872258837627322
"CABP5","CABP5-8",0.800284798860805
"COPA","COPA-5",0.777452415812592
"COPB1","COPB1-9",0.965103448275862
"COPS4","COPS4-5",0.914164004259851
"COPS8","COPS8-7",0.75104415274463
"COPZ1","COPZ1-13",0.976077187417394
"COPZ1","COPZ1-16",0.844160720991363
"COPZ1","COPZ1-6",0.931847250137036
"CRYGB","CRYGB-10",0.887877976986888
"CRYGB","CRYGB-3",0.886539953452289
"CRYGB","CRYGB-4",0.871184848959148
"CRYGB","CRYGB-5",0.898736037624926
"CRYGB","CRYGB-7",1.00846645367412
"CRYGB","CRYGB-9",0.89159125188537
"CYP7A1","CYP7A1-2",0.948273143037376
"CYP7A1","CYP7A1-7",0.855652350081037
"CYP7A1","CYP7A1-9",0.781710152415397
"DEFB129","DEFB129-2",0.930744427309687
"DEFB129","DEFB129-3",0.871287128712871
"DEFB129","DEFB129-4",0.843746252548267
"DEFB129","DEFB129-5",0.869646182495345
"DEFB129","DEFB129-8",0.774747237244298
"DMRTB1","DMRTB1-2",0.841476091476091
"DMRTC2","DMRTC2-4",0.920120439249026
"FAM71B","FAM71B-1",0.818025751072961
"FAM71B","FAM71B-10",0.767062766605728
"FAM71B","FAM71B-2",0.894497678553788
"FAM71B","FAM71B-3",0.862103957605141
"FAM71B","FAM71B-5",0.834409035901573
"FAM71B","FAM71B-6",0.886723091390955
"FAM71B","FAM71B-8",0.831000792183787
"FCRL4","FCRL4-4",0.816539440203562
"HTR3D","HTR3D-10",0.920171827456596
"HTR3D","HTR3D-6",0.852107279693487
"IL22","IL22-1",0.83664566165778
"IL22","IL22-4",0.740943350352541
"IL22","IL22-5",0.975096711798839
"KRT25","KRT25-8",0.886825817860301
"KRT74","KRT74-3",0.809512312892323
"KRT77","KRT77-10",1.01581993569132
"KRT77","KRT77-6",0.961921499707089
"KRT77","KRT77-7",0.859251259899208
"KRT9","KRT9-3",0.795999389219728
"KRT9","KRT9-7",0.922591743119266
"LHX5","LHX5-10",0.826807659331237
"LHX5","LHX5-2",0.74659894794123
"LUZP4","LUZP4-2",0.902714192282538
"LUZP4","LUZP4-3",0.928007653671371
"LUZP4","LUZP4-4",0.948116560056859
"LUZP4","LUZP4-6",0.935117736744028
"LUZP4","LUZP4-8",0.908243486073675
"LYZL6","LYZL6-10",0.911120427628131
"MAGEB3","MAGEB3-10",0.904948171327987
"MAGEB3","MAGEB3-2",0.846652553585605
"MAGEB3","MAGEB3-4",0.75042965872821
"MAGEB3","MAGEB3-5",0.838686820973075
"MAGEB3","MAGEB3-8",0.825937916587317
"MRGPRD","MRGPRD-4",0.911716295077061
"NLRP5","NLRP5-1",0.839413404435826
"NLRP5","NLRP5-10",0.882317562149158
"NLRP5","NLRP5-4",0.808884951271991
"NLRP5","NLRP5-5",0.776082327892122
"NLRP5","NLRP5-6",0.761863299956465
"NLRP5","NLRP5-7",0.924215361061495
"NLRP5","NLRP5-8",0.850803366488141
"NPHS2","NPHS2-7",0.900035872294631
"NPHS2","NPHS2-8",0.841785357888052
"NPSR1","NPSR1-1",0.820307128122851
"NPSR1","NPSR1-2",0.924230769230769
"NPSR1","NPSR1-3",0.86281654217526
"NPSR1","NPSR1-4",0.942436702012551
"NPSR1","NPSR1-6",0.964166974510528
"NPSR1","NPSR1-8",0.907485450531808
"NPSR1","NPSR1-9",0.813710554951034
"NUP133","NUP133-4",0.84974958263773
"NUP133","NUP133-9",0.774632433618609
"OC90","OC90-10",0.819924575738529
"OLIG2","OLIG2-1",0.746344206974128
"OLIG2","OLIG2-10",0.826050769870995
"OLIG2","OLIG2-3",0.894846978812451
"OLIG2","OLIG2-4",0.845265112440685
"OLIG2","OLIG2-7",0.974946695095949
"OLIG2","OLIG2-8",0.928976325441814
"OR12D2","OR12D2-3",0.987776289350301
"OR12D2","OR12D2-4",0.950993131613143
"OR12D2","OR12D2-5",0.969623655913978
"OR12D2","OR12D2-8",0.949148029818956
"OR12D2","OR12D2-9",0.884231103388358
"OR52E8","OR52E8-1",0.895099389883881
"OR52E8","OR52E8-10",0.819200867835834
"OR52E8","OR52E8-2",0.84613987284287
"OR52E8","OR52E8-3",0.829497016197783
"OR52E8","OR52E8-4",0.855281135049921
"OR52E8","OR52E8-5",0.903518728717367
"OR52E8","OR52E8-6",0.829622299191819
"OR52E8","OR52E8-7",0.826496138996139
"OR52E8","OR52E8-8",0.878658709860756
"OR52E8","OR52E8-9",0.857632933104631
"OR9Q2","OR9Q2-10",0.915852205005959
"OR9Q2","OR9Q2-5",1.01428207090028
"OTUD6A","OTUD6A-4",0.891012909632572
"OTUD6A","OTUD6A-7",0.770919736521103
"PIWIL3","PIWIL3-7",0.90532158015018
"PLA2G2E","PLA2G2E-2",0.939021391689206
"PLA2G2E","PLA2G2E-3",0.957388105456775
"PLA2G2E","PLA2G2E-4",0.86030308308657
"PLA2G2E","PLA2G2E-7",0.980494148244473
"PLA2G2E","PLA2G2E-8",0.941026145075683
"POLR2A","POLR2A-6",0.815226510067114
"POU4F2","POU4F2-2",0.829447322970639
"POU4F2","POU4F2-3",0.83502633559067
"POU4F2","POU4F2-4",0.840220385674931
"POU4F2","POU4F2-5",0.849110611326927
"POU4F2","POU4F2-6",0.900347624565469
"POU4F2","POU4F2-7",0.873624541513838
"POU4F2","POU4F2-8",0.762167487684729
"PSMB2","PSMB2-7",0.841326530612245
"PSMB3","PSMB3-4",0.937204491725768
"PSMC2","PSMC2-6",0.928778467908903
"PSMD1","PSMD1-15",0.885185610849328
"RNASE9","RNASE9-2",0.86099706744868
"RNASE9","RNASE9-6",0.865233350812795
"RPL27","RPL27-4",0.833811320754717
"RPL27","RPL27-6",0.8563206985513
"RPL30","RPL30-6",0.845217762596072
"RPL36","RPL36-8",0.824844720496894
"RPS24","RPS24-1",0.877979568671964
"RPS24","RPS24-9",0.947783029484582
"RPS7","RPS7-5",0.9075952837949
"RPS9","RPS9-1",0.758074103427779
"RPS9","RPS9-5",0.978282526399681
"RPS9","RPS9-9",0.799307958477509
"RPTN","RPTN-1",0.888286544046467
"RPTN","RPTN-6",0.953765227021041
"RPTN","RPTN-8",0.911416094822208
"RXFP2","RXFP2-1",0.903409090909091
"RXFP2","RXFP2-3",0.925578753018037
"RXFP2","RXFP2-4",0.886831275720165
"RXFP2","RXFP2-5",0.97301474084641
"RXFP2","RXFP2-8",0.818488888888889
"RXFP2","RXFP2-9",0.786486486486486
"SAGE1","SAGE1-1",0.92885872297637
"SAGE1","SAGE1-10",0.883425710709816
"SAGE1","SAGE1-2",0.805998536942209
"SAGE1","SAGE1-4",0.897017650639075
"SAGE1","SAGE1-5",0.844609053497942
"SAGE1","SAGE1-6",0.877470355731225
"SAGE1","SAGE1-8",0.898058994345102
"SPATA16","SPATA16-5",0.850947158524427
"SPATA16","SPATA16-6",0.892286171063149
"SPATA16","SPATA16-7",0.78770620581304
"SPATA16","SPATA16-8",0.97235634958957
"SPATA16","SPATA16-9",0.774079320113314
"TAAR1","TAAR1-2",0.806134355725954
"TAAR1","TAAR1-5",0.953851492019431
"TAAR1","TAAR1-6",0.860815602836879
"TAAR1","TAAR1-7",0.821126302083333
"TAAR1","TAAR1-8",0.90786602144416
"TAAR1","TAAR1-9",0.800805452292441
"TAAR8","TAAR8-1",0.856508102456874
"TAAR8","TAAR8-10",0.884688746315242
"TAAR8","TAAR8-2",0.893119941133186
"TAAR8","TAAR8-5",0.925140968306436
"TAAR8","TAAR8-7",0.866874550251859
"TAAR8","TAAR8-9",0.855171411969785
"TAS2R13","TAS2R13-10",0.8824499112351
"TAS2R13","TAS2R13-2",0.900690640628721
"TAS2R13","TAS2R13-7",0.951332760103181
"TAS2R13","TAS2R13-8",0.905410518350359
"TAS2R13","TAS2R13-9",0.867751288659794
"TAS2R9","TAS2R9-1",0.953691374463678
"TAS2R9","TAS2R9-10",0.822999653619674
"TAS2R9","TAS2R9-3",1.00861326442722
"TAS2R9","TAS2R9-4",0.871062992125984
"TAS2R9","TAS2R9-5",0.989053948397185
"TAS2R9","TAS2R9-6",0.847148464557839
"TAS2R9","TAS2R9-7",0.799939375568354
"TAS2R9","TAS2R9-9",0.931885317115552
"TGM6","TGM6-1",0.872790351891624
"TGM6","TGM6-12",0.822833918344726
"TGM6","TGM6-13",0.898641204553801
"TGM6","TGM6-2",0.915398886827458
"TGM6","TGM6-3",0.858713692946058
"TGM6","TGM6-5",0.831174838112858
"TGM6","TGM6-7",0.873600519227649
"TGM6","TGM6-8",0.922182109907742
"TPH2","TPH2-2",0.919537207467789
"TPH2","TPH2-7",0.928571428571429
"TPH2","TPH2-9",0.945286195286195
"TRIM42","TRIM42-1",0.960386732912582
"TRIM42","TRIM42-10",0.771832718327183
"TRIM42","TRIM42-4",0.7759682224429
"TRIM42","TRIM42-5",0.941897868918376
"TRIM42","TRIM42-6",0.851967370441459
"TRIM42","TRIM42-9",0.96013437849944
"VN1R2","VN1R2-10",0.813442481688927
"VN1R2","VN1R2-2",0.874250440917108
"VN1R2","VN1R2-4",0.915750392688848
"VN1R2","VN1R2-6",0.926751024772768
"VN1R2","VN1R2-8",0.903514276749294
"VN1R2","VN1R2-9",0.871292106586224
